event,rel_step,avg_mid_minus_event_mid
tight_spread_bottom_10pct,68,-6.4575
tight_spread_bottom_10pct,69,-6.4525
tight_spread_bottom_10pct,70,-6.85
tight_spread_bottom_10pct,71,-6.8325
tight_spread_bottom_10pct,72,-6.82
tight_spread_bottom_10pct,73,-6.745
tight_spread_bottom_10pct,74,-6.925
tight_spread_bottom_10pct,75,-7.0225
tight_spread_bottom_10pct,76,-7.0475
tight_spread_bottom_10pct,77,-7.0675
tight_spread_bottom_10pct,78,-7.1
tight_spread_bottom_10pct,79,-7.3475
tight_spread_bottom_10pct,80,-7.425
wide_spread_top_10pct,-20,1.8675
wide_spread_top_10pct,-19,1.79
wide_spread_top_10pct,-18,1.7425
wide_spread_top_10pct,-17,1.7175
wide_spread_top_10pct,-16,1.4275
wide_spread_top_10pct,-15,1.45
wide_spread_top_10pct,-14,1.4575
wide_spread_top_10pct,-13,1.315
wide_spread_top_10pct,-12,1.17
wide_spread_top_10pct,-11,0.995
wide_spread_top_10pct,-10,0.99
wide_spread_top_10pct,-9,0.87
wide_spread_top_10pct,-8,0.745
wide_spread_top_10pct,-7,0.6675
wide_spread_top_10pct,-6,0.415
wide_spread_top_10pct,-5,0.4025
wide_spread_top_10pct,-4,0.415
wide_spread_top_10pct,-3,0.24
wide_spread_top_10pct,-2,0.1325
wide_spread_top_10pct,-1,-0.2375
wide_spread_top_10pct,0,0.0
wide_spread_top_10pct,1,-0.1525
wide_spread_top_10pct,2,-0.28
wide_spread_top_10pct,3,-0.4425
wide_spread_top_10pct,4,-0.6875
wide_spread_top_10pct,5,-0.52
wide_spread_top_10pct,6,-0.675
wide_spread_top_10pct,7,-0.785
wide_spread_top_10pct,8,-1.065
wide_spread_top_10pct,9,-0.8475
wide_spread_top_10pct,10,-1.0925
wide_spread_top_10pct,11,-0.965
wide_spread_top_10pct,12,-1.3075
wide_spread_top_10pct,13,-1.4525
wide_spread_top_10pct,14,-1.675
wide_spread_top_10pct,15,-1.4075
wide_spread_top_10pct,16,-1.585
wide_spread_top_10pct,17,-1.975
wide_spread_top_10pct,18,-2.3225
wide_spread_top_10pct,19,-2.0825
wide_spread_top_10pct,20,-2.005
wide_spread_top_10pct,21,-2.3425
wide_spread_top_10pct,22,-2.44
wide_spread_top_10pct,23,-2.5725
wide_spread_top_10pct,24,-2.535
wide_spread_top_10pct,25,-2.7975
wide_spread_top_10pct,26,-3.01
wide_spread_top_10pct,27,-2.935
wide_spread_top_10pct,28,-2.905
wide_spread_top_10pct,29,-2.9125
wide_spread_top_10pct,30,-3.215
wide_spread_top_10pct,31,-3.33
wide_spread_top_10pct,32,-3.3225
wide_spread_top_10pct,33,-3.3975
wide_spread_top_10pct,34,-3.48
wide_spread_top_10pct,35,-3.6525
wide_spread_top_10pct,36,-3.6925
wide_spread_top_10pct,37,-3.75
wide_spread_top_10pct,38,-3.86
wide_spread_top_10pct,39,-4.13
wide_spread_top_10pct,40,-4.0425
wide_spread_top_10pct,41,-4.125
wide_spread_top_10pct,42,-4.1875
wide_spread_top_10pct,43,-4.37
wide_spread_top_10pct,44,-4.67
wide_spread_top_10pct,45,-4.705
wide_spread_top_10pct,46,-4.5375
wide_spread_top_10pct,47,-4.855
wide_spread_top_10pct,48,-4.8425
wide_spread_top_10pct,49,-5.0675
wide_spread_top_10pct,50,-5.005
wide_spread_top_10pct,51,-5.1475
wide_spread_top_10pct,52,-5.295
wide_spread_top_10pct,53,-5.4
wide_spread_top_10pct,54,-5.2825
wide_spread_top_10pct,55,-5.5575
wide_spread_top_10pct,56,-5.66
wide_spread_top_10pct,57,-5.72
wide_spread_top_10pct,58,-5.6675
wide_spread_top_10pct,59,-5.685
wide_spread_top_10pct,60,-5.9625
wide_spread_top_10pct,61,-6.2075
wide_spread_top_10pct,62,-6.1075
wide_spread_top_10pct,63,-6.015
wide_spread_top_10pct,64,-6.29
wide_spread_top_10pct,65,-6.46
wide_spread_top_10pct,66,-6.335
wide_spread_top_10pct,67,-6.42
wide_spread_top_10pct,68,-6.69
wide_spread_top_10pct,69,-6.775
wide_spread_top_10pct,70,-6.815
wide_spread_top_10pct,71,-6.705
wide_spread_top_10pct,72,-6.89
wide_spread_top_10pct,73,-7.0975
wide_spread_top_10pct,74,-7.26
wide_spread_top_10pct,75,-7.335
wide_spread_top_10pct,76,-7.1
wide_spread_top_10pct,77,-7.345
wide_spread_top_10pct,78,-7.485
wide_spread_top_10pct,79,-7.5625
wide_spread_top_10pct,80,-7.56
high_bid_imbalance_top_10pct,-20,2.1525
high_bid_imbalance_top_10pct,-19,1.985
high_bid_imbalance_top_10pct,-18,1.7625
high_bid_imbalance_top_10pct,-17,2.03
high_bid_imbalance_top_10pct,-16,1.7075
high_bid_imbalance_top_10pct,-15,1.59
high_bid_imbalance_top_10pct,-14,1.615
high_bid_imbalance_top_10pct,-13,1.53
high_bid_imbalance_top_10pct,-12,1.4125
high_bid_imbalance_top_10pct,-11,1.3575
high_bid_imbalance_top_10pct,-10,1.0725
high_bid_imbalance_top_10pct,-9,0.975
high_bid_imbalance_top_10pct,-8,0.98
high_bid_imbalance_top_10pct,-7,0.8075
high_bid_imbalance_top_10pct,-6,0.6625
high_bid_imbalance_top_10pct,-5,0.6025
high_bid_imbalance_top_10pct,-4,0.585
high_bid_imbalance_top_10pct,-3,0.375
high_bid_imbalance_top_10pct,-2,0.205
high_bid_imbalance_top_10pct,-1,0.1425
high_bid_imbalance_top_10pct,0,0.0
high_bid_imbalance_top_10pct,1,-0.11
high_bid_imbalance_top_10pct,2,-0.19
high_bid_imbalance_top_10pct,3,-0.26
high_bid_imbalance_top_10pct,4,-0.2275
high_bid_imbalance_top_10pct,5,-0.42
high_bid_imbalance_top_10pct,6,-0.55
high_bid_imbalance_top_10pct,7,-0.6725
high_bid_imbalance_top_10pct,8,-0.6975
high_bid_imbalance_top_10pct,9,-0.8625
high_bid_imbalance_top_10pct,10,-1.055
high_bid_imbalance_top_10pct,11,-1.0925
high_bid_imbalance_top_10pct,12,-1.2
high_bid_imbalance_top_10pct,13,-1.215
high_bid_imbalance_top_10pct,14,-1.4625
high_bid_imbalance_top_10pct,15,-1.535
high_bid_imbalance_top_10pct,16,-1.6925
high_bid_imbalance_top_10pct,17,-1.74
high_bid_imbalance_top_10pct,18,-1.95
high_bid_imbalance_top_10pct,19,-2.1375
high_bid_imbalance_top_10pct,20,-2.04
high_bid_imbalance_top_10pct,21,-2.3425
high_bid_imbalance_top_10pct,22,-2.2175
high_bid_imbalance_top_10pct,23,-2.4275
high_bid_imbalance_top_10pct,24,-2.5125
high_bid_imbalance_top_10pct,25,-2.755
high_bid_imbalance_top_10pct,26,-2.68
high_bid_imbalance_top_10pct,27,-2.845
high_bid_imbalance_top_10pct,28,-3.0125
high_bid_imbalance_top_10pct,29,-2.8875
high_bid_imbalance_top_10pct,30,-3.2725
high_bid_imbalance_top_10pct,31,-3.1925
high_bid_imbalance_top_10pct,32,-3.235
high_bid_imbalance_top_10pct,33,-3.41
high_bid_imbalance_top_10pct,34,-3.565
high_bid_imbalance_top_10pct,35,-3.505
high_bid_imbalance_top_10pct,36,-3.6625
high_bid_imbalance_top_10pct,37,-3.8425
high_bid_imbalance_top_10pct,38,-3.7325
high_bid_imbalance_top_10pct,39,-4.0075
high_bid_imbalance_top_10pct,40,-4.0925
high_bid_imbalance_top_10pct,41,-4.0675
high_bid_imbalance_top_10pct,42,-4.245
high_bid_imbalance_top_10pct,43,-4.4425
high_bid_imbalance_top_10pct,44,-4.315
high_bid_imbalance_top_10pct,45,-4.51
high_bid_imbalance_top_10pct,46,-4.705
high_bid_imbalance_top_10pct,47,-4.6
high_bid_imbalance_top_10pct,48,-4.85
high_bid_imbalance_top_10pct,49,-4.91
high_bid_imbalance_top_10pct,50,-4.9275
high_bid_imbalance_top_10pct,51,-5.0525
high_bid_imbalance_top_10pct,52,-5.3475
high_bid_imbalance_top_10pct,53,-5.0775
high_bid_imbalance_top_10pct,54,-5.2675
high_bid_imbalance_top_10pct,55,-5.345
high_bid_imbalance_top_10pct,56,-5.5075
high_bid_imbalance_top_10pct,57,-5.5925
high_bid_imbalance_top_10pct,58,-5.68
high_bid_imbalance_top_10pct,59,-5.6625
high_bid_imbalance_top_10pct,60,-5.7475
high_bid_imbalance_top_10pct,61,-5.995
high_bid_imbalance_top_10pct,62,-5.8775
high_bid_imbalance_top_10pct,63,-5.99
high_bid_imbalance_top_10pct,64,-6.05
high_bid_imbalance_top_10pct,65,-6.1475
high_bid_imbalance_top_10pct,66,-6.305
high_bid_imbalance_top_10pct,67,-6.425
high_bid_imbalance_top_10pct,68,-6.5475
high_bid_imbalance_top_10pct,69,-6.3925
high_bid_imbalance_top_10pct,70,-6.56
high_bid_imbalance_top_10pct,71,-6.6775
high_bid_imbalance_top_10pct,72,-6.63
high_bid_imbalance_top_10pct,73,-6.7475
high_bid_imbalance_top_10pct,74,-6.765
high_bid_imbalance_top_10pct,75,-6.955
high_bid_imbalance_top_10pct,76,-7.0625
high_bid_imbalance_top_10pct,77,-7.1425
high_bid_imbalance_top_10pct,78,-7.0925
high_bid_imbalance_top_10pct,79,-7.085
high_bid_imbalance_top_10pct,80,-7.3425
high_ask_imbalance_bottom_10pct,-20,2.005
high_ask_imbalance_bottom_10pct,-19,2.0175
high_ask_imbalance_bottom_10pct,-18,1.8625
high_ask_imbalance_bottom_10pct,-17,1.735
high_ask_imbalance_bottom_10pct,-16,1.57
high_ask_imbalance_bottom_10pct,-15,1.4475
high_ask_imbalance_bottom_10pct,-14,1.56
high_ask_imbalance_bottom_10pct,-13,1.335
high_ask_imbalance_bottom_10pct,-12,1.185
high_ask_imbalance_bottom_10pct,-11,1.1725
high_ask_imbalance_bottom_10pct,-10,1.195
high_ask_imbalance_bottom_10pct,-9,0.9375
high_ask_imbalance_bottom_10pct,-8,0.8725
high_ask_imbalance_bottom_10pct,-7,0.605
high_ask_imbalance_bottom_10pct,-6,0.545
high_ask_imbalance_bottom_10pct,-5,0.5975
high_ask_imbalance_bottom_10pct,-4,0.3375
high_ask_imbalance_bottom_10pct,-3,0.165
high_ask_imbalance_bottom_10pct,-2,0.0175
high_ask_imbalance_bottom_10pct,-1,0.1725
high_ask_imbalance_bottom_10pct,0,0.0
high_ask_imbalance_bottom_10pct,1,-0.2375
high_ask_imbalance_bottom_10pct,2,-0.265
high_ask_imbalance_bottom_10pct,3,-0.45
high_ask_imbalance_bottom_10pct,4,-0.31
high_ask_imbalance_bottom_10pct,5,-0.5325
high_ask_imbalance_bottom_10pct,6,-0.8675
high_ask_imbalance_bottom_10pct,7,-0.935
high_ask_imbalance_bottom_10pct,8,-0.82
high_ask_imbalance_bottom_10pct,9,-0.9425
high_ask_imbalance_bottom_10pct,10,-1.225
high_ask_imbalance_bottom_10pct,11,-1.1675
high_ask_imbalance_bottom_10pct,12,-1.415
high_ask_imbalance_bottom_10pct,13,-1.335
high_ask_imbalance_bottom_10pct,14,-1.5275
high_ask_imbalance_bottom_10pct,15,-1.7975
high_ask_imbalance_bottom_10pct,16,-1.875
high_ask_imbalance_bottom_10pct,17,-1.8875
high_ask_imbalance_bottom_10pct,18,-1.93
high_ask_imbalance_bottom_10pct,19,-2.22
high_ask_imbalance_bottom_10pct,20,-2.24
high_ask_imbalance_bottom_10pct,21,-2.4825
high_ask_imbalance_bottom_10pct,22,-2.3675
high_ask_imbalance_bottom_10pct,23,-2.68
high_ask_imbalance_bottom_10pct,24,-2.625
high_ask_imbalance_bottom_10pct,25,-2.7225
high_ask_imbalance_bottom_10pct,26,-2.815
high_ask_imbalance_bottom_10pct,27,-2.925
high_ask_imbalance_bottom_10pct,28,-3.135
high_ask_imbalance_bottom_10pct,29,-3.095
high_ask_imbalance_bottom_10pct,30,-3.29
high_ask_imbalance_bottom_10pct,31,-3.245
high_ask_imbalance_bottom_10pct,32,-3.4925
high_ask_imbalance_bottom_10pct,33,-3.495
high_ask_imbalance_bottom_10pct,34,-3.625
high_ask_imbalance_bottom_10pct,35,-3.615
high_ask_imbalance_bottom_10pct,36,-3.7775
high_ask_imbalance_bottom_10pct,37,-3.785
high_ask_imbalance_bottom_10pct,38,-4.0075
high_ask_imbalance_bottom_10pct,39,-4.08
high_ask_imbalance_bottom_10pct,40,-4.1525
high_ask_imbalance_bottom_10pct,41,-4.135
high_ask_imbalance_bottom_10pct,42,-4.23
high_ask_imbalance_bottom_10pct,43,-4.4875
high_ask_imbalance_bottom_10pct,44,-4.545
high_ask_imbalance_bottom_10pct,45,-4.68
high_ask_imbalance_bottom_10pct,46,-4.4725
high_ask_imbalance_bottom_10pct,47,-4.745
high_ask_imbalance_bottom_10pct,48,-4.805
high_ask_imbalance_bottom_10pct,49,-4.9725
high_ask_imbalance_bottom_10pct,50,-4.9025
high_ask_imbalance_bottom_10pct,51,-4.975
high_ask_imbalance_bottom_10pct,52,-5.335
high_ask_imbalance_bottom_10pct,53,-5.4125
high_ask_imbalance_bottom_10pct,54,-5.3925
high_ask_imbalance_bottom_10pct,55,-5.23
high_ask_imbalance_bottom_10pct,56,-5.585
high_ask_imbalance_bottom_10pct,57,-5.715
high_ask_imbalance_bottom_10pct,58,-5.7325
high_ask_imbalance_bottom_10pct,59,-5.5925
high_ask_imbalance_bottom_10pct,60,-5.755
high_ask_imbalance_bottom_10pct,61,-6.0725
high_ask_imbalance_bottom_10pct,62,-6.0975
high_ask_imbalance_bottom_10pct,63,-6.02
high_ask_imbalance_bottom_10pct,64,-6.0525
high_ask_imbalance_bottom_10pct,65,-6.135
high_ask_imbalance_bottom_10pct,66,-6.535
high_ask_imbalance_bottom_10pct,67,-6.4775
high_ask_imbalance_bottom_10pct,68,-6.385
high_ask_imbalance_bottom_10pct,69,-6.4875
high_ask_imbalance_bottom_10pct,70,-6.71
high_ask_imbalance_bottom_10pct,71,-6.7325
high_ask_imbalance_bottom_10pct,72,-6.845
high_ask_imbalance_bottom_10pct,73,-6.915
high_ask_imbalance_bottom_10pct,74,-6.725
high_ask_imbalance_bottom_10pct,75,-7.1775
high_ask_imbalance_bottom_10pct,76,-7.195
high_ask_imbalance_bottom_10pct,77,-7.255
high_ask_imbalance_bottom_10pct,78,-7.0725
high_ask_imbalance_bottom_10pct,79,-7.44
high_ask_imbalance_bottom_10pct,80,-7.3475
large_up_move,-20,-3.7291666666666665
large_up_move,-19,-4.166666666666667
large_up_move,-18,-3.1875
large_up_move,-17,-3.5833333333333335
large_up_move,-16,-2.9583333333333335
large_up_move,-15,-2.7916666666666665
large_up_move,-14,-3.4791666666666665
large_up_move,-13,-3.7291666666666665
large_up_move,-12,-3.2291666666666665
large_up_move,-11,-2.4166666666666665
large_up_move,-10,-2.5
large_up_move,-9,-2.3958333333333335
large_up_move,-8,-2.4583333333333335
large_up_move,-7,-2.4166666666666665
large_up_move,-6,-2.1041666666666665
large_up_move,-5,-2.1458333333333335
large_up_move,-4,-3.1666666666666665
large_up_move,-3,-3.5
large_up_move,-2,-3.4375
large_up_move,-1,-5.625
large_up_move,0,0.0
large_up_move,1,-1.2083333333333333
large_up_move,2,-0.8958333333333334
large_up_move,3,-1.3125
large_up_move,4,-1.1041666666666667
large_up_move,5,-1.6666666666666667
large_up_move,6,-0.875
large_up_move,7,-1.25
large_up_move,8,-1.7708333333333333
large_up_move,9,-1.6666666666666667
large_up_move,10,-1.9166666666666667
large_up_move,11,-1.5
large_up_move,12,-1.875
large_up_move,13,-1.9375
large_up_move,14,-2.3125
large_up_move,15,-2.5625
large_up_move,16,-1.5833333333333333
large_up_move,17,-1.625
large_up_move,18,-0.7916666666666666
large_up_move,19,-0.8333333333333334
large_up_move,20,-1.0833333333333333
large_up_move,21,-2.5833333333333335
large_up_move,22,-2.2916666666666665
large_up_move,23,-3.2708333333333335
large_up_move,24,-3.7291666666666665
large_up_move,25,-3.5416666666666665
large_up_move,26,-4.145833333333333
large_up_move,27,-3.5833333333333335
large_up_move,28,-4.520833333333333
large_up_move,29,-4.395833333333333
large_up_move,30,-5.333333333333333
large_up_move,31,-5.4375
large_up_move,32,-5.666666666666667
large_up_move,33,-5.75
large_up_move,34,-6.020833333333333
large_up_move,35,-5.8125
large_up_move,36,-5.625
large_up_move,37,-6.041666666666667
large_up_move,38,-5.791666666666667
large_up_move,39,-5.770833333333333
large_up_move,40,-6.333333333333333
large_up_move,41,-6.645833333333333
large_up_move,42,-7.166666666666667
large_up_move,43,-6.520833333333333
large_up_move,44,-6.4375
large_up_move,45,-6.479166666666667
large_up_move,46,-6.458333333333333
large_up_move,47,-6.041666666666667
large_up_move,48,-6.479166666666667
large_up_move,49,-6.208333333333333
large_up_move,50,-6.083333333333333
large_up_move,51,-6.0
large_up_move,52,-6.395833333333333
large_up_move,53,-6.916666666666667
large_up_move,54,-7.145833333333333
large_up_move,55,-6.583333333333333
large_up_move,56,-5.833333333333333
large_up_move,57,-6.333333333333333
large_up_move,58,-6.020833333333333
large_up_move,59,-6.291666666666667
large_up_move,60,-5.375
large_up_move,61,-5.125
large_up_move,62,-5.208333333333333
large_up_move,63,-4.958333333333333
large_up_move,64,-6.416666666666667
large_up_move,65,-5.854166666666667
large_up_move,66,-5.541666666666667
large_up_move,67,-5.604166666666667
large_up_move,68,-6.0625
large_up_move,69,-5.416666666666667
large_up_move,70,-6.083333333333333
large_up_move,71,-5.5
large_up_move,72,-5.145833333333333
large_up_move,73,-5.895833333333333
large_up_move,74,-6.416666666666667
large_up_move,75,-6.395833333333333
large_up_move,76,-6.1875
large_up_move,77,-6.375
large_up_move,78,-6.333333333333333
large_up_move,79,-6.354166666666667
large_up_move,80,-6.791666666666667
large_down_move,-20,4.956521739130435
large_down_move,-19,4.5
large_down_move,-18,3.782608695652174
large_down_move,-17,3.4347826086956523
large_down_move,-16,3.391304347826087
large_down_move,-15,3.217391304347826
large_down_move,-14,3.9782608695652173
large_down_move,-13,3.8043478260869565
large_down_move,-12,4.413043478260869
large_down_move,-11,5.478260869565218
large_down_move,-10,5.130434782608695
large_down_move,-9,4.739130434782608
large_down_move,-8,5.782608695652174
large_down_move,-7,5.478260869565218
large_down_move,-6,4.978260869565218
large_down_move,-5,4.673913043478261
large_down_move,-4,4.586956521739131
large_down_move,-3,4.021739130434782
large_down_move,-2,4.3478260869565215
large_down_move,-1,5.565217391304348
large_down_move,0,0.0
large_down_move,1,1.9130434782608696
large_down_move,2,2.130434782608696
large_down_move,3,2.1956521739130435
large_down_move,4,2.3043478260869565
large_down_move,5,2.0
large_down_move,6,1.8043478260869565
large_down_move,7,2.0434782608695654
large_down_move,8,1.7173913043478262
large_down_move,9,1.6304347826086956
large_down_move,10,1.2173913043478262
large_down_move,11,1.3695652173913044
large_down_move,12,1.673913043478261
large_down_move,13,1.565217391304348
large_down_move,14,0.45652173913043476
large_down_move,15,0.8478260869565217
large_down_move,16,0.45652173913043476
large_down_move,17,0.15217391304347827
large_down_move,18,0.6521739130434783
large_down_move,19,-0.08695652173913043
large_down_move,20,-0.8260869565217391
large_down_move,21,-0.9130434782608695
large_down_move,22,-1.5217391304347827
large_down_move,23,-2.0652173913043477
large_down_move,24,-2.1956521739130435
large_down_move,25,-2.4347826086956523
large_down_move,26,-2.6956521739130435
large_down_move,27,-3.5
large_down_move,28,-4.043478260869565
large_down_move,29,-4.304347826086956
large_down_move,30,-3.760869565217391
large_down_move,31,-3.630434782608696
large_down_move,32,-3.5869565217391304
large_down_move,33,-4.6521739130434785
large_down_move,34,-4.521739130434782
large_down_move,35,-4.108695652173913
large_down_move,36,-3.9347826086956523
large_down_move,37,-3.6739130434782608
large_down_move,38,-3.847826086956522
large_down_move,39,-2.6739130434782608
large_down_move,40,-2.8260869565217392
large_down_move,41,-3.0
large_down_move,42,-2.5869565217391304
large_down_move,43,-3.1956521739130435
large_down_move,44,-1.9130434782608696
large_down_move,45,-2.0652173913043477
large_down_move,46,-2.260869565217391
large_down_move,47,-2.760869565217391
large_down_move,48,-1.9782608695652173
large_down_move,49,-1.7391304347826086
large_down_move,50,-2.0434782608695654
large_down_move,51,-2.4782608695652173
large_down_move,52,-2.630434782608696
large_down_move,53,-3.608695652173913
large_down_move,54,-3.152173913043478
large_down_move,55,-3.1739130434782608
large_down_move,56,-3.891304347826087
large_down_move,57,-3.6956521739130435
large_down_move,58,-4.173913043478261
large_down_move,59,-3.6739130434782608
large_down_move,60,-3.5434782608695654
large_down_move,61,-3.630434782608696
large_down_move,62,-2.891304347826087
large_down_move,63,-3.369565217391304
large_down_move,64,-3.239130434782609
large_down_move,65,-3.5
large_down_move,66,-3.4347826086956523
large_down_move,67,-3.8260869565217392
large_down_move,68,-3.4347826086956523
large_down_move,69,-3.847826086956522
large_down_move,70,-3.891304347826087
large_down_move,71,-3.9347826086956523
large_down_move,72,-4.1521739130434785
large_down_move,73,-4.717391304347826
large_down_move,74,-3.760869565217391
large_down_move,75,-4.239130434782608
large_down_move,76,-4.543478260869565
large_down_move,77,-4.173913043478261
large_down_move,78,-5.043478260869565
large_down_move,79,-5.173913043478261
large_down_move,80,-4.956521739130435
spread_tightened,-20,3.357142857142857
spread_tightened,-19,2.6825396825396823
spread_tightened,-18,2.8492063492063493
spread_tightened,-17,2.6984126984126986
spread_tightened,-16,2.5
spread_tightened,-15,2.492063492063492
spread_tightened,-14,2.3412698412698414
spread_tightened,-13,2.0396825396825395
spread_tightened,-12,1.9444444444444444
spread_tightened,-11,2.0873015873015874
spread_tightened,-10,1.6666666666666667
spread_tightened,-9,1.3888888888888888
spread_tightened,-8,1.3333333333333333
spread_tightened,-7,1.4523809523809523
spread_tightened,-6,1.4047619047619047
spread_tightened,-5,1.3888888888888888
spread_tightened,-4,1.0793650793650793
spread_tightened,-3,0.9603174603174603
spread_tightened,-2,0.5079365079365079
spread_tightened,-1,0.7301587301587301
spread_tightened,0,0.0
spread_tightened,1,0.4523809523809524
spread_tightened,2,0.5396825396825397
spread_tightened,3,-0.015873015873015872
spread_tightened,4,-0.6666666666666666
spread_tightened,5,-0.4603174603174603
spread_tightened,6,-0.9523809523809523
spread_tightened,7,-0.8888888888888888
spread_tightened,8,-1.0238095238095237
spread_tightened,9,-1.746031746031746
spread_tightened,10,-2.142857142857143
spread_tightened,11,-1.9603174603174602
spread_tightened,12,-2.515873015873016
spread_tightened,13,-2.515873015873016
spread_tightened,14,-2.5238095238095237
spread_tightened,15,-2.6904761904761907
spread_tightened,16,-3.1984126984126986
spread_tightened,17,-3.1031746031746033
spread_tightened,18,-3.0873015873015874
spread_tightened,19,-2.9126984126984126
spread_tightened,20,-3.0396825396825395
spread_tightened,21,-3.0396825396825395
spread_tightened,22,-3.5317460317460316
spread_tightened,23,-3.4682539682539684
spread_tightened,24,-3.5634920634920637
spread_tightened,25,-3.6031746031746033
spread_tightened,26,-3.865079365079365
spread_tightened,27,-4.301587301587301
spread_tightened,28,-4.277777777777778
spread_tightened,29,-4.595238095238095
spread_tightened,30,-4.857142857142857
spread_tightened,31,-4.690476190476191
spread_tightened,32,-4.976190476190476
spread_tightened,33,-5.063492063492063
spread_tightened,34,-5.468253968253968
spread_tightened,35,-5.484126984126984
spread_tightened,36,-5.055555555555555
spread_tightened,37,-5.174603174603175
spread_tightened,38,-5.380952380952381
spread_tightened,39,-5.055555555555555
spread_tightened,40,-4.76984126984127
spread_tightened,41,-5.253968253968254
spread_tightened,42,-5.277777777777778
spread_tightened,43,-5.095238095238095
spread_tightened,44,-4.888888888888889
spread_tightened,45,-4.785714285714286
spread_tightened,46,-5.5396825396825395
spread_tightened,47,-5.587301587301587
spread_tightened,48,-5.404761904761905
spread_tightened,49,-5.634920634920635
spread_tightened,50,-5.428571428571429
spread_tightened,51,-5.76984126984127
spread_tightened,52,-5.642857142857143
spread_tightened,53,-5.5
spread_tightened,54,-6.0476190476190474
spread_tightened,55,-5.849206349206349
spread_tightened,56,-6.134920634920635
spread_tightened,57,-6.476190476190476
spread_tightened,58,-6.809523809523809
spread_tightened,59,-6.785714285714286
spread_tightened,60,-6.626984126984127
spread_tightened,61,-6.341269841269841
