event,rel_step,avg_mid_minus_event_mid
tight_spread_bottom_10pct,67,0.1475
tight_spread_bottom_10pct,68,0.1075
tight_spread_bottom_10pct,69,0.155
tight_spread_bottom_10pct,70,0.0075
tight_spread_bottom_10pct,71,0.4325
tight_spread_bottom_10pct,72,0.4275
tight_spread_bottom_10pct,73,0.5425
tight_spread_bottom_10pct,74,0.7225
tight_spread_bottom_10pct,75,0.9225
tight_spread_bottom_10pct,76,0.83
tight_spread_bottom_10pct,77,1.1225
tight_spread_bottom_10pct,78,1.1675
tight_spread_bottom_10pct,79,1.3225
tight_spread_bottom_10pct,80,1.3975
wide_spread_top_10pct,-20,0.4825
wide_spread_top_10pct,-19,0.515
wide_spread_top_10pct,-18,0.32
wide_spread_top_10pct,-17,0.15
wide_spread_top_10pct,-16,0.225
wide_spread_top_10pct,-15,0.59
wide_spread_top_10pct,-14,0.3525
wide_spread_top_10pct,-13,0.4025
wide_spread_top_10pct,-12,0.36
wide_spread_top_10pct,-11,0.455
wide_spread_top_10pct,-10,-0.025
wide_spread_top_10pct,-9,0.165
wide_spread_top_10pct,-8,0.1225
wide_spread_top_10pct,-7,0.12
wide_spread_top_10pct,-6,0.3225
wide_spread_top_10pct,-5,0.5025
wide_spread_top_10pct,-4,0.46
wide_spread_top_10pct,-3,0.3375
wide_spread_top_10pct,-2,0.03
wide_spread_top_10pct,-1,0.19
wide_spread_top_10pct,0,0.0
wide_spread_top_10pct,1,0.1875
wide_spread_top_10pct,2,0.0925
wide_spread_top_10pct,3,0.2525
wide_spread_top_10pct,4,0.4825
wide_spread_top_10pct,5,0.5775
wide_spread_top_10pct,6,0.32
wide_spread_top_10pct,7,0.195
wide_spread_top_10pct,8,0.1425
wide_spread_top_10pct,9,0.385
wide_spread_top_10pct,10,0.4675
wide_spread_top_10pct,11,0.575
wide_spread_top_10pct,12,0.54
wide_spread_top_10pct,13,0.94
wide_spread_top_10pct,14,0.96
wide_spread_top_10pct,15,0.8675
wide_spread_top_10pct,16,1.14
wide_spread_top_10pct,17,1.16
wide_spread_top_10pct,18,1.095
wide_spread_top_10pct,19,1.1175
wide_spread_top_10pct,20,1.1725
wide_spread_top_10pct,21,0.9725
wide_spread_top_10pct,22,1.1275
wide_spread_top_10pct,23,1.1475
wide_spread_top_10pct,24,1.0175
wide_spread_top_10pct,25,0.725
wide_spread_top_10pct,26,0.805
wide_spread_top_10pct,27,0.77
wide_spread_top_10pct,28,0.6825
wide_spread_top_10pct,29,0.6975
wide_spread_top_10pct,30,0.72
wide_spread_top_10pct,31,0.565
wide_spread_top_10pct,32,0.715
wide_spread_top_10pct,33,0.97
wide_spread_top_10pct,34,1.165
wide_spread_top_10pct,35,1.165
wide_spread_top_10pct,36,0.8325
wide_spread_top_10pct,37,0.5375
wide_spread_top_10pct,38,0.4775
wide_spread_top_10pct,39,0.4925
wide_spread_top_10pct,40,0.36
wide_spread_top_10pct,41,0.3675
wide_spread_top_10pct,42,0.3775
wide_spread_top_10pct,43,0.695
wide_spread_top_10pct,44,0.61
wide_spread_top_10pct,45,0.635
wide_spread_top_10pct,46,0.2575
wide_spread_top_10pct,47,0.525
wide_spread_top_10pct,48,0.4325
wide_spread_top_10pct,49,0.36
wide_spread_top_10pct,50,0.53
wide_spread_top_10pct,51,0.335
wide_spread_top_10pct,52,0.1775
wide_spread_top_10pct,53,0.225
wide_spread_top_10pct,54,0.08
wide_spread_top_10pct,55,0.2675
wide_spread_top_10pct,56,0.285
wide_spread_top_10pct,57,0.055
wide_spread_top_10pct,58,0.085
wide_spread_top_10pct,59,0.3775
wide_spread_top_10pct,60,0.7425
wide_spread_top_10pct,61,0.725
wide_spread_top_10pct,62,0.9
wide_spread_top_10pct,63,0.9975
wide_spread_top_10pct,64,1.0175
wide_spread_top_10pct,65,1.1775
wide_spread_top_10pct,66,1.145
wide_spread_top_10pct,67,1.3675
wide_spread_top_10pct,68,1.67
wide_spread_top_10pct,69,1.5625
wide_spread_top_10pct,70,1.5825
wide_spread_top_10pct,71,1.59
wide_spread_top_10pct,72,1.36
wide_spread_top_10pct,73,1.235
wide_spread_top_10pct,74,1.1625
wide_spread_top_10pct,75,0.8675
wide_spread_top_10pct,76,0.9475
wide_spread_top_10pct,77,1.0025
wide_spread_top_10pct,78,0.9775
wide_spread_top_10pct,79,0.8825
wide_spread_top_10pct,80,0.725
high_bid_imbalance_top_10pct,-20,0.4125
high_bid_imbalance_top_10pct,-19,0.5625
high_bid_imbalance_top_10pct,-18,0.275
high_bid_imbalance_top_10pct,-17,0.54
high_bid_imbalance_top_10pct,-16,0.3125
high_bid_imbalance_top_10pct,-15,0.2875
high_bid_imbalance_top_10pct,-14,-0.0075
high_bid_imbalance_top_10pct,-13,0.0225
high_bid_imbalance_top_10pct,-12,-0.1275
high_bid_imbalance_top_10pct,-11,-0.01
high_bid_imbalance_top_10pct,-10,-0.0325
high_bid_imbalance_top_10pct,-9,-0.1775
high_bid_imbalance_top_10pct,-8,-0.0775
high_bid_imbalance_top_10pct,-7,-0.1625
high_bid_imbalance_top_10pct,-6,-0.2325
high_bid_imbalance_top_10pct,-5,-0.065
high_bid_imbalance_top_10pct,-4,0.15
high_bid_imbalance_top_10pct,-3,-0.0175
high_bid_imbalance_top_10pct,-2,0.1375
high_bid_imbalance_top_10pct,-1,-0.0425
high_bid_imbalance_top_10pct,0,0.0
high_bid_imbalance_top_10pct,1,0.1325
high_bid_imbalance_top_10pct,2,0.0325
high_bid_imbalance_top_10pct,3,0.2925
high_bid_imbalance_top_10pct,4,0.34
high_bid_imbalance_top_10pct,5,0.3875
high_bid_imbalance_top_10pct,6,0.6325
high_bid_imbalance_top_10pct,7,0.585
high_bid_imbalance_top_10pct,8,0.66
high_bid_imbalance_top_10pct,9,0.6925
high_bid_imbalance_top_10pct,10,0.78
high_bid_imbalance_top_10pct,11,0.6975
high_bid_imbalance_top_10pct,12,1.0075
high_bid_imbalance_top_10pct,13,1.1975
high_bid_imbalance_top_10pct,14,1.235
high_bid_imbalance_top_10pct,15,1.0775
high_bid_imbalance_top_10pct,16,1.0225
high_bid_imbalance_top_10pct,17,1.1
high_bid_imbalance_top_10pct,18,1.1025
high_bid_imbalance_top_10pct,19,1.07
high_bid_imbalance_top_10pct,20,0.8175
high_bid_imbalance_top_10pct,21,0.7175
high_bid_imbalance_top_10pct,22,1.1275
high_bid_imbalance_top_10pct,23,1.185
high_bid_imbalance_top_10pct,24,0.9125
high_bid_imbalance_top_10pct,25,0.915
high_bid_imbalance_top_10pct,26,0.5775
high_bid_imbalance_top_10pct,27,0.875
high_bid_imbalance_top_10pct,28,0.8625
high_bid_imbalance_top_10pct,29,0.75
high_bid_imbalance_top_10pct,30,0.81
high_bid_imbalance_top_10pct,31,0.81
high_bid_imbalance_top_10pct,32,0.685
high_bid_imbalance_top_10pct,33,0.6575
high_bid_imbalance_top_10pct,34,0.665
high_bid_imbalance_top_10pct,35,0.3025
high_bid_imbalance_top_10pct,36,0.44
high_bid_imbalance_top_10pct,37,0.2525
high_bid_imbalance_top_10pct,38,0.2475
high_bid_imbalance_top_10pct,39,0.35
high_bid_imbalance_top_10pct,40,0.2225
high_bid_imbalance_top_10pct,41,0.1575
high_bid_imbalance_top_10pct,42,0.15
high_bid_imbalance_top_10pct,43,0.13
high_bid_imbalance_top_10pct,44,-0.03
high_bid_imbalance_top_10pct,45,0.485
high_bid_imbalance_top_10pct,46,0.15
high_bid_imbalance_top_10pct,47,0.4475
high_bid_imbalance_top_10pct,48,0.31
high_bid_imbalance_top_10pct,49,0.365
high_bid_imbalance_top_10pct,50,0.145
high_bid_imbalance_top_10pct,51,0.5025
high_bid_imbalance_top_10pct,52,0.4425
high_bid_imbalance_top_10pct,53,0.6625
high_bid_imbalance_top_10pct,54,0.68
high_bid_imbalance_top_10pct,55,0.8325
high_bid_imbalance_top_10pct,56,0.875
high_bid_imbalance_top_10pct,57,0.82
high_bid_imbalance_top_10pct,58,0.89
high_bid_imbalance_top_10pct,59,1.22
high_bid_imbalance_top_10pct,60,0.9925
high_bid_imbalance_top_10pct,61,1.025
high_bid_imbalance_top_10pct,62,1.365
high_bid_imbalance_top_10pct,63,1.2725
high_bid_imbalance_top_10pct,64,1.225
high_bid_imbalance_top_10pct,65,1.1975
high_bid_imbalance_top_10pct,66,1.415
high_bid_imbalance_top_10pct,67,1.3375
high_bid_imbalance_top_10pct,68,1.535
high_bid_imbalance_top_10pct,69,1.3575
high_bid_imbalance_top_10pct,70,0.985
high_bid_imbalance_top_10pct,71,1.205
high_bid_imbalance_top_10pct,72,1.265
high_bid_imbalance_top_10pct,73,1.2275
high_bid_imbalance_top_10pct,74,1.305
high_bid_imbalance_top_10pct,75,1.08
high_bid_imbalance_top_10pct,76,0.89
high_bid_imbalance_top_10pct,77,0.9325
high_bid_imbalance_top_10pct,78,1.08
high_bid_imbalance_top_10pct,79,1.0575
high_bid_imbalance_top_10pct,80,0.99
high_ask_imbalance_bottom_10pct,-20,0.8725
high_ask_imbalance_bottom_10pct,-19,1.075
high_ask_imbalance_bottom_10pct,-18,0.935
high_ask_imbalance_bottom_10pct,-17,0.805
high_ask_imbalance_bottom_10pct,-16,0.7775
high_ask_imbalance_bottom_10pct,-15,0.7325
high_ask_imbalance_bottom_10pct,-14,0.5525
high_ask_imbalance_bottom_10pct,-13,0.4975
high_ask_imbalance_bottom_10pct,-12,0.3875
high_ask_imbalance_bottom_10pct,-11,0.415
high_ask_imbalance_bottom_10pct,-10,0.2975
high_ask_imbalance_bottom_10pct,-9,0.46
high_ask_imbalance_bottom_10pct,-8,0.25
high_ask_imbalance_bottom_10pct,-7,0.3775
high_ask_imbalance_bottom_10pct,-6,0.2925
high_ask_imbalance_bottom_10pct,-5,0.205
high_ask_imbalance_bottom_10pct,-4,0.0475
high_ask_imbalance_bottom_10pct,-3,-0.0025
high_ask_imbalance_bottom_10pct,-2,-0.1525
high_ask_imbalance_bottom_10pct,-1,0.0675
high_ask_imbalance_bottom_10pct,0,0.0
high_ask_imbalance_bottom_10pct,1,0.0825
high_ask_imbalance_bottom_10pct,2,0.07
high_ask_imbalance_bottom_10pct,3,-0.1775
high_ask_imbalance_bottom_10pct,4,-0.3125
high_ask_imbalance_bottom_10pct,5,-0.0775
high_ask_imbalance_bottom_10pct,6,0.0225
high_ask_imbalance_bottom_10pct,7,0.2175
high_ask_imbalance_bottom_10pct,8,0.35
high_ask_imbalance_bottom_10pct,9,0.3675
high_ask_imbalance_bottom_10pct,10,0.2075
high_ask_imbalance_bottom_10pct,11,0.37
high_ask_imbalance_bottom_10pct,12,0.2275
high_ask_imbalance_bottom_10pct,13,0.3725
high_ask_imbalance_bottom_10pct,14,0.4125
high_ask_imbalance_bottom_10pct,15,0.5525
high_ask_imbalance_bottom_10pct,16,0.465
high_ask_imbalance_bottom_10pct,17,0.335
high_ask_imbalance_bottom_10pct,18,0.45
high_ask_imbalance_bottom_10pct,19,0.465
high_ask_imbalance_bottom_10pct,20,0.7775
high_ask_imbalance_bottom_10pct,21,0.725
high_ask_imbalance_bottom_10pct,22,0.83
high_ask_imbalance_bottom_10pct,23,0.705
high_ask_imbalance_bottom_10pct,24,0.9025
high_ask_imbalance_bottom_10pct,25,0.99
high_ask_imbalance_bottom_10pct,26,0.99
high_ask_imbalance_bottom_10pct,27,0.91
high_ask_imbalance_bottom_10pct,28,1.225
high_ask_imbalance_bottom_10pct,29,1.2725
high_ask_imbalance_bottom_10pct,30,1.28
high_ask_imbalance_bottom_10pct,31,1.235
high_ask_imbalance_bottom_10pct,32,1.16
high_ask_imbalance_bottom_10pct,33,0.99
high_ask_imbalance_bottom_10pct,34,0.9275
high_ask_imbalance_bottom_10pct,35,0.84
high_ask_imbalance_bottom_10pct,36,0.8375
high_ask_imbalance_bottom_10pct,37,0.7775
high_ask_imbalance_bottom_10pct,38,0.755
high_ask_imbalance_bottom_10pct,39,0.79
high_ask_imbalance_bottom_10pct,40,0.7925
high_ask_imbalance_bottom_10pct,41,0.6625
high_ask_imbalance_bottom_10pct,42,0.55
high_ask_imbalance_bottom_10pct,43,0.62
high_ask_imbalance_bottom_10pct,44,0.6725
high_ask_imbalance_bottom_10pct,45,0.3825
high_ask_imbalance_bottom_10pct,46,0.135
high_ask_imbalance_bottom_10pct,47,0.165
high_ask_imbalance_bottom_10pct,48,0.175
high_ask_imbalance_bottom_10pct,49,0.3125
high_ask_imbalance_bottom_10pct,50,0.2725
high_ask_imbalance_bottom_10pct,51,0.265
high_ask_imbalance_bottom_10pct,52,0.37
high_ask_imbalance_bottom_10pct,53,0.2775
high_ask_imbalance_bottom_10pct,54,0.165
high_ask_imbalance_bottom_10pct,55,0.2475
high_ask_imbalance_bottom_10pct,56,0.355
high_ask_imbalance_bottom_10pct,57,0.6
high_ask_imbalance_bottom_10pct,58,0.665
high_ask_imbalance_bottom_10pct,59,0.7375
high_ask_imbalance_bottom_10pct,60,0.6325
high_ask_imbalance_bottom_10pct,61,0.605
high_ask_imbalance_bottom_10pct,62,0.445
high_ask_imbalance_bottom_10pct,63,0.37
high_ask_imbalance_bottom_10pct,64,0.685
high_ask_imbalance_bottom_10pct,65,0.725
high_ask_imbalance_bottom_10pct,66,0.5625
high_ask_imbalance_bottom_10pct,67,0.84
high_ask_imbalance_bottom_10pct,68,0.5675
high_ask_imbalance_bottom_10pct,69,1.01
high_ask_imbalance_bottom_10pct,70,0.8625
high_ask_imbalance_bottom_10pct,71,1.02
high_ask_imbalance_bottom_10pct,72,0.9725
high_ask_imbalance_bottom_10pct,73,1.1675
high_ask_imbalance_bottom_10pct,74,1.0625
high_ask_imbalance_bottom_10pct,75,1.255
high_ask_imbalance_bottom_10pct,76,1.285
high_ask_imbalance_bottom_10pct,77,1.1125
high_ask_imbalance_bottom_10pct,78,1.4875
high_ask_imbalance_bottom_10pct,79,1.5275
high_ask_imbalance_bottom_10pct,80,1.31
large_up_move,-20,-3.8125
large_up_move,-19,-3.8925
large_up_move,-18,-3.85
large_up_move,-17,-3.93
large_up_move,-16,-4.1775
large_up_move,-15,-4.1675
large_up_move,-14,-3.92
large_up_move,-13,-4.1475
large_up_move,-12,-4.395
large_up_move,-11,-4.265
large_up_move,-10,-4.385
large_up_move,-9,-4.5175
large_up_move,-8,-4.1875
large_up_move,-7,-4.2825
large_up_move,-6,-3.9575
large_up_move,-5,-4.2375
large_up_move,-4,-4.2075
large_up_move,-3,-4.1
large_up_move,-2,-4.0375
large_up_move,-1,-4.77
large_up_move,0,0.0
large_up_move,1,-0.8325
large_up_move,2,-0.27
large_up_move,3,-0.2675
large_up_move,4,-0.3725
large_up_move,5,-0.335
large_up_move,6,-0.5975
large_up_move,7,-0.545
large_up_move,8,-0.6425
large_up_move,9,-0.5425
large_up_move,10,-0.4975
large_up_move,11,-0.6525
large_up_move,12,-0.86
large_up_move,13,-0.5925
large_up_move,14,-0.605
large_up_move,15,-0.595
large_up_move,16,-0.67
large_up_move,17,-0.5875
large_up_move,18,-0.57
large_up_move,19,-0.6725
large_up_move,20,-0.9325
large_up_move,21,-0.8425
large_up_move,22,-0.6725
large_up_move,23,-0.67
large_up_move,24,-0.57
large_up_move,25,-0.775
large_up_move,26,-0.6825
large_up_move,27,-0.625
large_up_move,28,-0.6475
large_up_move,29,-0.56
large_up_move,30,-0.5675
large_up_move,31,-0.635
large_up_move,32,-0.425
large_up_move,33,-0.22
large_up_move,34,-0.34
large_up_move,35,-0.48
large_up_move,36,-0.7125
large_up_move,37,-0.7825
large_up_move,38,-0.5525
large_up_move,39,-0.7325
large_up_move,40,-1.0325
large_up_move,41,-1.21
large_up_move,42,-1.36
large_up_move,43,-1.065
large_up_move,44,-0.845
large_up_move,45,-0.685
large_up_move,46,-0.75
large_up_move,47,-0.8525
large_up_move,48,-0.91
large_up_move,49,-0.935
large_up_move,50,-0.8975
large_up_move,51,-0.9575
large_up_move,52,-0.85
large_up_move,53,-0.7475
large_up_move,54,-0.6025
large_up_move,55,-0.495
large_up_move,56,-0.755
large_up_move,57,-0.925
large_up_move,58,-0.725
large_up_move,59,-0.74
large_up_move,60,-0.615
large_up_move,61,-0.8175
large_up_move,62,-0.7975
large_up_move,63,-0.875
large_up_move,64,-0.8725
large_up_move,65,-0.5475
large_up_move,66,-0.81
large_up_move,67,-0.9725
large_up_move,68,-0.8275
large_up_move,69,-0.8225
large_up_move,70,-0.8575
large_up_move,71,-0.85
large_up_move,72,-0.765
large_up_move,73,-0.7325
large_up_move,74,-0.865
large_up_move,75,-0.8975
large_up_move,76,-0.735
large_up_move,77,-0.7175
large_up_move,78,-0.7225
large_up_move,79,-0.63
large_up_move,80,-0.545
large_down_move,-20,3.1325
large_down_move,-19,3.1675
large_down_move,-18,3.3875
large_down_move,-17,3.2875
large_down_move,-16,3.17
large_down_move,-15,3.455
large_down_move,-14,3.275
large_down_move,-13,3.415
large_down_move,-12,3.85
large_down_move,-11,3.7075
large_down_move,-10,3.8
large_down_move,-9,3.5175
large_down_move,-8,3.565
large_down_move,-7,3.635
large_down_move,-6,4.05
large_down_move,-5,4.2025
large_down_move,-4,4.27
large_down_move,-3,4.3325
large_down_move,-2,4.255
large_down_move,-1,4.775
large_down_move,0,0.0
large_down_move,1,0.8025
large_down_move,2,0.8375
large_down_move,3,0.88
large_down_move,4,0.965
large_down_move,5,0.75
large_down_move,6,0.465
large_down_move,7,0.955
large_down_move,8,1.095
large_down_move,9,0.775
large_down_move,10,0.8225
large_down_move,11,0.95
large_down_move,12,0.85
large_down_move,13,1.2625
large_down_move,14,1.15
large_down_move,15,1.245
large_down_move,16,1.2775
large_down_move,17,1.235
large_down_move,18,1.3425
large_down_move,19,1.4675
large_down_move,20,1.3575
large_down_move,21,1.395
large_down_move,22,1.6075
large_down_move,23,1.55
large_down_move,24,1.47
large_down_move,25,1.4075
large_down_move,26,1.665
large_down_move,27,1.6125
large_down_move,28,1.72
large_down_move,29,2.01
large_down_move,30,1.785
large_down_move,31,1.8425
large_down_move,32,1.885
large_down_move,33,1.725
large_down_move,34,1.675
large_down_move,35,1.4425
large_down_move,36,1.345
large_down_move,37,1.52
large_down_move,38,1.4075
large_down_move,39,1.62
large_down_move,40,1.645
large_down_move,41,1.6275
large_down_move,42,1.69
large_down_move,43,1.3625
large_down_move,44,1.315
large_down_move,45,1.535
large_down_move,46,1.4425
large_down_move,47,1.32
large_down_move,48,1.41
large_down_move,49,1.335
large_down_move,50,1.525
large_down_move,51,1.835
large_down_move,52,1.9575
large_down_move,53,1.92
large_down_move,54,2.115
large_down_move,55,2.2925
large_down_move,56,2.11
large_down_move,57,2.0425
large_down_move,58,1.8525
large_down_move,59,1.655
large_down_move,60,1.7425
large_down_move,61,1.86
large_down_move,62,2.045
large_down_move,63,1.985
large_down_move,64,2.115
large_down_move,65,2.06
large_down_move,66,2.425
large_down_move,67,2.53
large_down_move,68,2.68
large_down_move,69,2.3725
large_down_move,70,2.455
large_down_move,71,2.3975
large_down_move,72,2.48
large_down_move,73,2.56
large_down_move,74,2.5275
large_down_move,75,2.6825
large_down_move,76,2.79
large_down_move,77,2.9425
large_down_move,78,2.9425
large_down_move,79,3.0325
large_down_move,80,3.1125
spread_tightened,-20,-0.8825
spread_tightened,-19,-0.78
spread_tightened,-18,-0.5925
spread_tightened,-17,-0.625
spread_tightened,-16,-0.445
spread_tightened,-15,-0.315
spread_tightened,-14,-0.095
spread_tightened,-13,-0.18
spread_tightened,-12,-0.3475
spread_tightened,-11,-0.335
spread_tightened,-10,-0.215
spread_tightened,-9,-0.2175
spread_tightened,-8,-0.29
spread_tightened,-7,0.2275
spread_tightened,-6,-0.07
spread_tightened,-5,0.0275
spread_tightened,-4,-0.125
spread_tightened,-3,-0.0975
spread_tightened,-2,-0.045
spread_tightened,-1,-0.1525
spread_tightened,0,0.0
spread_tightened,1,0.1125
spread_tightened,2,0.1575
spread_tightened,3,0.16
spread_tightened,4,0.125
spread_tightened,5,0.32
spread_tightened,6,0.32
spread_tightened,7,0.3125
spread_tightened,8,0.285
spread_tightened,9,0.5175
spread_tightened,10,0.45
spread_tightened,11,0.4375
spread_tightened,12,0.2975
spread_tightened,13,0.3325
spread_tightened,14,0.3125
spread_tightened,15,0.425
spread_tightened,16,0.24
spread_tightened,17,0.25
spread_tightened,18,0.37
spread_tightened,19,0.56
spread_tightened,20,0.3575
spread_tightened,21,0.52
spread_tightened,22,0.49
spread_tightened,23,0.66
spread_tightened,24,0.5675
spread_tightened,25,0.5275
spread_tightened,26,0.21
spread_tightened,27,0.195
spread_tightened,28,0.135
spread_tightened,29,0.3725
spread_tightened,30,0.515
spread_tightened,31,0.415
spread_tightened,32,0.48
spread_tightened,33,0.6475
spread_tightened,34,0.645
spread_tightened,35,0.415
spread_tightened,36,0.4575
spread_tightened,37,0.585
spread_tightened,38,0.4175
spread_tightened,39,0.5325
spread_tightened,40,0.5825
spread_tightened,41,0.8275
spread_tightened,42,0.6675
spread_tightened,43,0.635
spread_tightened,44,0.8225
spread_tightened,45,0.7625
spread_tightened,46,0.7275
spread_tightened,47,0.67
spread_tightened,48,0.67
spread_tightened,49,0.3675
spread_tightened,50,0.3625
spread_tightened,51,0.43
spread_tightened,52,0.47
spread_tightened,53,0.5475
spread_tightened,54,0.3425
spread_tightened,55,0.565
spread_tightened,56,0.645
spread_tightened,57,0.31
spread_tightened,58,0.175
spread_tightened,59,0.32
spread_tightened,60,0.4475
spread_tightened,61,0.47
spread_tightened,62,0.645
spread_tightened,63,0.76
spread_tightened,64,0.555
spread_tightened,65,0.885
spread_tightened,66,0.65
spread_tightened,67,0.515
spread_tightened,68,0.44
spread_tightened,69,0.535
spread_tightened,70,0.64
spread_tightened,71,0.3975
spread_tightened,72,0.53
spread_tightened,73,0.4425
spread_tightened,74,0.53
spread_tightened,75,0.375
spread_tightened,76,0.32
spread_tightened,77,0.165
spread_tightened,78,0.4075
spread_tightened,79,0.5075
spread_tightened,80,0.655
spread_widened,-20,-0.0775
spread_widened,-19,-0.12
spread_widened,-18,-0.18
spread_widened,-17,-0.1075
spread_widened,-16,-0.0025
spread_widened,-15,0.345
spread_widened,-14,0.3475
spread_widened,-13,0.265
spread_widened,-12,0.3225
spread_widened,-11,0.235
spread_widened,-10,0.155
spread_widened,-9,0.0
spread_widened,-8,0.21
spread_widened,-7,0.3225
spread_widened,-6,0.3425
spread_widened,-5,0.2475
spread_widened,-4,0.25
spread_widened,-3,0.225
spread_widened,-2,0.1775
spread_widened,-1,0.1975
spread_widened,0,0.0
spread_widened,1,0.07
spread_widened,2,0.1025
spread_widened,3,-0.0825
spread_widened,4,-0.0475
spread_widened,5,0.0525
spread_widened,6,0.035
spread_widened,7,0.03
spread_widened,8,0.045
spread_widened,9,-0.035
spread_widened,10,0.2125
spread_widened,11,0.135
spread_widened,12,0.405
spread_widened,13,0.4325
spread_widened,14,0.51
spread_widened,15,0.475
spread_widened,16,0.375
spread_widened,17,0.4525
spread_widened,18,0.5275
spread_widened,19,0.585
spread_widened,20,0.52
spread_widened,21,0.555
spread_widened,22,0.4675
spread_widened,23,0.62
spread_widened,24,0.415
spread_widened,25,0.6375
spread_widened,26,0.65
spread_widened,27,0.82
spread_widened,28,0.79
spread_widened,29,0.9925
spread_widened,30,0.795
spread_widened,31,0.7975
spread_widened,32,0.93
spread_widened,33,1.075
spread_widened,34,0.665
spread_widened,35,0.72
spread_widened,36,0.9125
spread_widened,37,0.51
spread_widened,38,0.5425
spread_widened,39,0.515
spread_widened,40,0.6175
spread_widened,41,0.775
spread_widened,42,0.6575
spread_widened,43,0.7
spread_widened,44,0.6
spread_widened,45,0.9225
spread_widened,46,0.82
spread_widened,47,0.8625
spread_widened,48,0.8725
spread_widened,49,0.98
spread_widened,50,0.8075
spread_widened,51,1.0275
spread_widened,52,0.89
spread_widened,53,0.995
spread_widened,54,0.995
spread_widened,55,0.92
spread_widened,56,0.735
spread_widened,57,0.7775
spread_widened,58,0.595
spread_widened,59,0.5875
spread_widened,60,0.65
spread_widened,61,0.5775
spread_widened,62,0.3175
spread_widened,63,0.395
spread_widened,64,0.405
spread_widened,65,0.37
spread_widened,66,0.69
