bucket,count,timestamp_min,timestamp_max,mid_start,mid_end,mid_mean,mid_std,spread_mean,ret1_std,imbalance_L1_mean,future_abs_ret_1_mean,imbalance_corr_future_ret_1,dev500_corr_future_ret_1,future_abs_ret_2_mean,imbalance_corr_future_ret_2,dev500_corr_future_ret_2,future_abs_ret_3_mean,imbalance_corr_future_ret_3,dev500_corr_future_ret_3,future_abs_ret_5_mean,imbalance_corr_future_ret_5,dev500_corr_future_ret_5,future_abs_ret_10_mean,imbalance_corr_future_ret_10,dev500_corr_future_ret_10,future_abs_ret_20_mean,imbalance_corr_future_ret_20,dev500_corr_future_ret_20,future_abs_ret_50_mean,imbalance_corr_future_ret_50,dev500_corr_future_ret_50,future_abs_ret_100_mean,imbalance_corr_future_ret_100,dev500_corr_future_ret_100,future_abs_ret_200_mean,imbalance_corr_future_ret_200,dev500_corr_future_ret_200,future_abs_ret_500_mean,imbalance_corr_future_ret_500,dev500_corr_future_ret_500,future_abs_ret_1000_mean,imbalance_corr_future_ret_1000,dev500_corr_future_ret_1000
10,500,500000,549900,9980.0,9963.0,9964.721,12.342298150964211,15.746,2.075012132663663,-0.0014318852816766394,1.616,0.3074059317336741,-0.07548998175907068,2.16,0.2239525367859115,-0.10284829878339526,2.534,0.19587484379289688,-0.11750966418813803,3.134,0.1540714630866082,-0.14193509863333278,4.292,0.17463064065776346,-0.20085821178307137,5.914,0.11598012724821827,-0.2592999461427548,11.723,0.07878270928010699,-0.4855378518544515,16.493,0.02657472731188494,-0.7360955954257133,14.852,0.06259437190774537,-0.7662231600864274,12.815,0.02893848046062402,-0.5723780651898407,36.423,0.0497825045133443,-0.9074205470790587
11,500,550000,599900,9961.0,9993.0,9968.39,13.464266520902346,15.736,2.1669775225337093,0.0005933237728903362,1.672,0.318083758018936,-0.06660472838165672,2.214,0.2400231555119917,-0.08415623958638714,2.606,0.19049390473068112,-0.09723228862943457,3.368,0.14721748166264273,-0.12658283146009158,4.602,0.11600330760060966,-0.16739183333893312,6.057,0.08102113490649489,-0.21346112099405365,8.209,0.01046139738089447,-0.25024328180568634,12.25,0.08438514111029818,-0.11721141960066615,18.839,0.06797259925441032,-0.11204464253309449,32.754,-0.01976247696431324,-0.7847519343069186,33.769,-0.03339274898881216,-0.8086153759401375
12,500,600000,649900,9991.0,10019.5,10001.144,9.66416349780075,15.708,2.2281427782978724,-0.00042755897726957047,1.682,0.3349122160240096,-0.07859808178242317,2.286,0.23907739381710952,-0.10003266197249296,2.722,0.18432700336721006,-0.1167771855254855,3.418,0.17710368652375352,-0.14008241681956152,4.346,0.11067980564188998,-0.174510536729109,5.875,0.031452330460930725,-0.23396891754053303,9.231,0.030163345546666963,-0.4328402492758852,10.892,0.04490573798766403,-0.6129574995491881,14.897,0.0017691171253684267,-0.8639417202785404,10.175,0.12974093245821547,0.21249996367330337,25.396,-0.01819282067930191,-0.4648480667233721
13,500,650000,699900,10018.0,10021.0,10001.763,12.515774855776247,15.734,2.082586212059737,0.003090812146230103,1.584,0.3157782565823204,-0.06380037520878824,2.13,0.2126388350461263,-0.07410010766641724,2.53,0.16901957580414645,-0.08222958392046031,3.238,0.15441219615592625,-0.10307932052599503,4.324,0.14698946597008056,-0.11905605403066102,6.492,0.11953447675565096,-0.19273693278337128,11.329,0.05318468753572307,-0.3620363725267993,15.852,0.0646813694557554,-0.421778293537044,22.557,0.0659652112249231,-0.8148344072467282,24.689,0.039681577341904244,-0.6321887046523105,10.777,0.005625860197951032,-0.2827908836257647
14,500,700000,749900,10024.0,10021.0,10026.08,12.562253796229474,15.688,2.338790259890681,-0.0027023634320242204,1.768,0.371971823032184,-0.08733555667248419,2.367,0.24107571988932852,-0.10852835431425996,2.765,0.18833738794059304,-0.12094089009299808,3.497,0.14097931826102728,-0.14932141231112275,4.979,0.09010592106634653,-0.219850567116696,6.919,0.05670804531477412,-0.3128881526492858,10.744,0.025510285250629743,-0.533405729915838,14.563,0.033414029451637926,-0.7935245056612258,19.772,0.060652464086618,-0.6410579885856306,19.328,0.07037851423476309,-0.11679434462130425,37.357,0.037062766425965024,-0.8243366559907156
15,500,750000,799900,10024.0,9996.0,10009.104,14.489792689488995,15.768,2.105318201474285,-0.002071165863197092,1.594,0.2847044715542271,-0.07931123187102322,2.325,0.21247710168315256,-0.11014944846912303,2.891,0.15854092292729177,-0.13072640240621233,3.665,0.10621993724137875,-0.16825004911322086,5.299,0.070773092490795,-0.24462745503918598,7.109,0.05344622972662611,-0.33951682160415614,10.903,-0.02165280159631367,-0.6389777657923772,12.666,0.005962832162284836,-0.8421843788241806,16.261,-0.0050744361135626175,-0.8245917142836747,21.923,-0.022063043196476236,-0.7220481491449826,15.104,-0.024122994025681497,-0.6923885693831897
16,500,800000,849900,9997.0,10002.0,9988.723,9.381086320950375,15.726,2.172624356207573,-0.0004671335200746967,1.646,0.25858869384186944,-0.06032575773261752,2.234,0.2669636945727381,-0.06755759455454362,2.688,0.2630239783428641,-0.06958207876763685,3.471,0.21446556296559752,-0.08923292842387111,4.799,0.17659017606411584,-0.13005547573807957,6.115,0.14795961192504098,-0.14139700038171288,9.952,0.0894500623809861,-0.09382169203712523,13.782,0.09405950547005626,-0.1272472939679742,12.683,0.15371914965996736,0.03727597589653052,25.387,0.07903302854107422,-0.41180316801115774,13.287,0.12185848896003368,-0.1412082974996186
17,500,850000,899900,10002.0,10006.0,10014.088,9.61973672557304,15.668,2.2053714713520045,0.002886577279826708,1.664,0.3096007300356939,-0.09209258176186323,2.234,0.25549248888533227,-0.1028945218904202,2.619,0.19385245956818153,-0.11071129213475729,3.206,0.17465219348851518,-0.11830439510329811,4.216,0.11081428850166276,-0.11365172128675476,6.06,0.07728125281283144,-0.03652827014567541,11.415,0.0021263126733381283,-0.05086891683566347,17.044,-0.005171364630224174,-0.2752629354575719,25.852,-0.04348126922211929,-0.2772350799444097,23.382,0.06583910644131463,-0.6991790964697211,19.422,-0.053138466908126035,-0.09027797864489358
18,500,900000,949900,10007.0,10008.0,9991.186,14.246027607905665,15.596,2.257471229651756,7.479885095984152e-05,1.74,0.24351984675267596,-0.03297761400301849,2.342,0.15552317278216696,-0.037355390508984274,2.818,0.15124900247963835,-0.04859935654452353,3.632,0.15514825027823773,-0.06266282252641797,4.952,0.11475221053319656,-0.07436832972902611,6.072,0.1281455356798952,-0.05408477231831839,8.71,0.0869793590078285,-0.06444463982155527,12.865,0.11693326698272932,-0.0536730713952281,18.23,0.13949166335067986,-0.3554877054353807,28.272,0.04930235042314564,-0.9363448344027293,,,
19,500,950000,999900,10008.0,9958.0,10007.058,17.0339351264405,15.664,2.2329290055637183,0.0009973101202203367,1.6753507014028055,0.39755299229205804,0.018510618262103803,2.2289156626506026,0.35797438629206596,0.04420473508846476,2.612676056338028,0.31123782153592705,0.07073040465386278,3.128282828282828,0.23076576236107565,0.110167725842929,3.9683673469387757,0.16215012155643332,0.16432163402274352,5.753125,0.1520286597649334,0.23393389509928503,10.062222222222223,0.1003360821675692,0.2520476426702147,13.12375,0.07598598345321461,0.2877915600371856,21.953333333333333,0.13650004861029127,0.4550577454852312,,,,,,
