event,rel_step,avg_mid_minus_event_mid
wide_spread_top_10pct,12,-1.1475
wide_spread_top_10pct,13,-0.92
wide_spread_top_10pct,14,-0.865
wide_spread_top_10pct,15,-0.805
wide_spread_top_10pct,16,-0.7825
wide_spread_top_10pct,17,-0.6575
wide_spread_top_10pct,18,-0.565
wide_spread_top_10pct,19,-0.5575
wide_spread_top_10pct,20,-0.4775
wide_spread_top_10pct,21,-0.575
wide_spread_top_10pct,22,-0.5
wide_spread_top_10pct,23,-0.4175
wide_spread_top_10pct,24,-0.5325
wide_spread_top_10pct,25,-0.2275
wide_spread_top_10pct,26,-0.0425
wide_spread_top_10pct,27,0.13
wide_spread_top_10pct,28,0.195
wide_spread_top_10pct,29,-0.205
wide_spread_top_10pct,30,-0.065
wide_spread_top_10pct,31,-0.0875
wide_spread_top_10pct,32,-0.175
wide_spread_top_10pct,33,-0.245
wide_spread_top_10pct,34,-0.14
wide_spread_top_10pct,35,-0.0525
wide_spread_top_10pct,36,0.035
wide_spread_top_10pct,37,-0.1925
wide_spread_top_10pct,38,-0.055
wide_spread_top_10pct,39,0.09
wide_spread_top_10pct,40,0.2375
wide_spread_top_10pct,41,0.1925
wide_spread_top_10pct,42,-0.0825
wide_spread_top_10pct,43,0.1375
wide_spread_top_10pct,44,-0.1025
wide_spread_top_10pct,45,-0.135
wide_spread_top_10pct,46,-0.445
wide_spread_top_10pct,47,-0.2925
wide_spread_top_10pct,48,-0.4325
wide_spread_top_10pct,49,-0.295
wide_spread_top_10pct,50,-0.245
wide_spread_top_10pct,51,-0.5775
wide_spread_top_10pct,52,-0.5625
wide_spread_top_10pct,53,-0.655
wide_spread_top_10pct,54,-0.5325
wide_spread_top_10pct,55,-0.495
wide_spread_top_10pct,56,-0.745
wide_spread_top_10pct,57,-0.8175
wide_spread_top_10pct,58,-0.96
wide_spread_top_10pct,59,-0.7925
wide_spread_top_10pct,60,-1.1875
wide_spread_top_10pct,61,-1.2875
wide_spread_top_10pct,62,-1.1175
wide_spread_top_10pct,63,-1.18
wide_spread_top_10pct,64,-1.2025
wide_spread_top_10pct,65,-1.1125
wide_spread_top_10pct,66,-1.1425
wide_spread_top_10pct,67,-1.0825
wide_spread_top_10pct,68,-0.79
wide_spread_top_10pct,69,-0.7375
wide_spread_top_10pct,70,-0.7875
wide_spread_top_10pct,71,-0.74
wide_spread_top_10pct,72,-0.7925
wide_spread_top_10pct,73,-0.66
wide_spread_top_10pct,74,-0.48
wide_spread_top_10pct,75,-0.225
wide_spread_top_10pct,76,-0.19
wide_spread_top_10pct,77,-0.1525
wide_spread_top_10pct,78,-0.08
wide_spread_top_10pct,79,-0.075
wide_spread_top_10pct,80,-0.165
high_bid_imbalance_top_10pct,-20,0.64
high_bid_imbalance_top_10pct,-19,0.5975
high_bid_imbalance_top_10pct,-18,0.5375
high_bid_imbalance_top_10pct,-17,0.6175
high_bid_imbalance_top_10pct,-16,0.4825
high_bid_imbalance_top_10pct,-15,0.405
high_bid_imbalance_top_10pct,-14,0.6475
high_bid_imbalance_top_10pct,-13,0.6
high_bid_imbalance_top_10pct,-12,0.48
high_bid_imbalance_top_10pct,-11,0.47
high_bid_imbalance_top_10pct,-10,0.58
high_bid_imbalance_top_10pct,-9,0.4075
high_bid_imbalance_top_10pct,-8,0.2225
high_bid_imbalance_top_10pct,-7,0.1825
high_bid_imbalance_top_10pct,-6,0.1375
high_bid_imbalance_top_10pct,-5,0.1375
high_bid_imbalance_top_10pct,-4,0.165
high_bid_imbalance_top_10pct,-3,-0.0925
high_bid_imbalance_top_10pct,-2,-0.1125
high_bid_imbalance_top_10pct,-1,0.0825
high_bid_imbalance_top_10pct,0,0.0
high_bid_imbalance_top_10pct,1,0.06
high_bid_imbalance_top_10pct,2,0.29
high_bid_imbalance_top_10pct,3,0.185
high_bid_imbalance_top_10pct,4,0.2425
high_bid_imbalance_top_10pct,5,0.37
high_bid_imbalance_top_10pct,6,0.215
high_bid_imbalance_top_10pct,7,0.425
high_bid_imbalance_top_10pct,8,0.46
high_bid_imbalance_top_10pct,9,0.635
high_bid_imbalance_top_10pct,10,0.3675
high_bid_imbalance_top_10pct,11,0.19
high_bid_imbalance_top_10pct,12,0.185
high_bid_imbalance_top_10pct,13,0.38
high_bid_imbalance_top_10pct,14,0.4925
high_bid_imbalance_top_10pct,15,0.555
high_bid_imbalance_top_10pct,16,0.5925
high_bid_imbalance_top_10pct,17,0.755
high_bid_imbalance_top_10pct,18,0.6275
high_bid_imbalance_top_10pct,19,0.3275
high_bid_imbalance_top_10pct,20,0.75
high_bid_imbalance_top_10pct,21,0.8675
high_bid_imbalance_top_10pct,22,0.9375
high_bid_imbalance_top_10pct,23,0.9075
high_bid_imbalance_top_10pct,24,1.05
high_bid_imbalance_top_10pct,25,0.6975
high_bid_imbalance_top_10pct,26,0.5725
high_bid_imbalance_top_10pct,27,0.7575
high_bid_imbalance_top_10pct,28,0.74
high_bid_imbalance_top_10pct,29,0.61
high_bid_imbalance_top_10pct,30,0.595
high_bid_imbalance_top_10pct,31,0.37
high_bid_imbalance_top_10pct,32,0.445
high_bid_imbalance_top_10pct,33,0.4975
high_bid_imbalance_top_10pct,34,0.3625
high_bid_imbalance_top_10pct,35,0.4225
high_bid_imbalance_top_10pct,36,0.6
high_bid_imbalance_top_10pct,37,0.455
high_bid_imbalance_top_10pct,38,0.5575
high_bid_imbalance_top_10pct,39,0.23
high_bid_imbalance_top_10pct,40,0.345
high_bid_imbalance_top_10pct,41,0.1975
high_bid_imbalance_top_10pct,42,0.195
high_bid_imbalance_top_10pct,43,0.0375
high_bid_imbalance_top_10pct,44,-0.01
high_bid_imbalance_top_10pct,45,-0.0875
high_bid_imbalance_top_10pct,46,-0.0775
high_bid_imbalance_top_10pct,47,-0.34
high_bid_imbalance_top_10pct,48,-0.225
high_bid_imbalance_top_10pct,49,0.035
high_bid_imbalance_top_10pct,50,-0.04
high_bid_imbalance_top_10pct,51,0.085
high_bid_imbalance_top_10pct,52,0.085
high_bid_imbalance_top_10pct,53,-0.0575
high_bid_imbalance_top_10pct,54,0.19
high_bid_imbalance_top_10pct,55,0.2625
high_bid_imbalance_top_10pct,56,0.15
high_bid_imbalance_top_10pct,57,0.3125
high_bid_imbalance_top_10pct,58,0.4525
high_bid_imbalance_top_10pct,59,0.365
high_bid_imbalance_top_10pct,60,0.015
high_bid_imbalance_top_10pct,61,0.18
high_bid_imbalance_top_10pct,62,-0.0075
high_bid_imbalance_top_10pct,63,0.315
high_bid_imbalance_top_10pct,64,0.395
high_bid_imbalance_top_10pct,65,0.565
high_bid_imbalance_top_10pct,66,0.595
high_bid_imbalance_top_10pct,67,0.4825
high_bid_imbalance_top_10pct,68,0.395
high_bid_imbalance_top_10pct,69,0.4925
high_bid_imbalance_top_10pct,70,0.5475
high_bid_imbalance_top_10pct,71,0.6775
high_bid_imbalance_top_10pct,72,0.585
high_bid_imbalance_top_10pct,73,0.6875
high_bid_imbalance_top_10pct,74,0.725
high_bid_imbalance_top_10pct,75,0.7125
high_bid_imbalance_top_10pct,76,0.38
high_bid_imbalance_top_10pct,77,0.6125
high_bid_imbalance_top_10pct,78,0.5125
high_bid_imbalance_top_10pct,79,0.3675
high_bid_imbalance_top_10pct,80,0.205
high_ask_imbalance_bottom_10pct,-20,-0.235
high_ask_imbalance_bottom_10pct,-19,0.1075
high_ask_imbalance_bottom_10pct,-18,0.2925
high_ask_imbalance_bottom_10pct,-17,0.2925
high_ask_imbalance_bottom_10pct,-16,0.2425
high_ask_imbalance_bottom_10pct,-15,0.025
high_ask_imbalance_bottom_10pct,-14,0.1075
high_ask_imbalance_bottom_10pct,-13,0.05
high_ask_imbalance_bottom_10pct,-12,-0.1325
high_ask_imbalance_bottom_10pct,-11,-0.2125
high_ask_imbalance_bottom_10pct,-10,-0.1325
high_ask_imbalance_bottom_10pct,-9,-0.02
high_ask_imbalance_bottom_10pct,-8,-0.35
high_ask_imbalance_bottom_10pct,-7,-0.5175
high_ask_imbalance_bottom_10pct,-6,-0.2475
high_ask_imbalance_bottom_10pct,-5,-0.085
high_ask_imbalance_bottom_10pct,-4,-0.11
high_ask_imbalance_bottom_10pct,-3,-0.05
high_ask_imbalance_bottom_10pct,-2,-0.32
high_ask_imbalance_bottom_10pct,-1,-0.25
high_ask_imbalance_bottom_10pct,0,0.0
high_ask_imbalance_bottom_10pct,1,-0.005
high_ask_imbalance_bottom_10pct,2,0.245
high_ask_imbalance_bottom_10pct,3,-0.16
high_ask_imbalance_bottom_10pct,4,-0.055
high_ask_imbalance_bottom_10pct,5,-0.195
high_ask_imbalance_bottom_10pct,6,-0.25
high_ask_imbalance_bottom_10pct,7,-0.185
high_ask_imbalance_bottom_10pct,8,0.06
high_ask_imbalance_bottom_10pct,9,0.015
high_ask_imbalance_bottom_10pct,10,-0.06
high_ask_imbalance_bottom_10pct,11,0.14
high_ask_imbalance_bottom_10pct,12,0.08
high_ask_imbalance_bottom_10pct,13,0.2225
high_ask_imbalance_bottom_10pct,14,0.0475
high_ask_imbalance_bottom_10pct,15,0.315
high_ask_imbalance_bottom_10pct,16,0.185
high_ask_imbalance_bottom_10pct,17,0.305
high_ask_imbalance_bottom_10pct,18,0.305
high_ask_imbalance_bottom_10pct,19,0.1825
high_ask_imbalance_bottom_10pct,20,0.1725
high_ask_imbalance_bottom_10pct,21,-0.17
high_ask_imbalance_bottom_10pct,22,-0.1125
high_ask_imbalance_bottom_10pct,23,-0.34
high_ask_imbalance_bottom_10pct,24,-0.1
high_ask_imbalance_bottom_10pct,25,-0.0775
high_ask_imbalance_bottom_10pct,26,-0.1725
high_ask_imbalance_bottom_10pct,27,-0.095
high_ask_imbalance_bottom_10pct,28,-0.0475
high_ask_imbalance_bottom_10pct,29,-0.115
high_ask_imbalance_bottom_10pct,30,-0.1725
high_ask_imbalance_bottom_10pct,31,-0.0925
high_ask_imbalance_bottom_10pct,32,0.16
high_ask_imbalance_bottom_10pct,33,0.1025
high_ask_imbalance_bottom_10pct,34,0.01
high_ask_imbalance_bottom_10pct,35,0.08
high_ask_imbalance_bottom_10pct,36,-0.21
high_ask_imbalance_bottom_10pct,37,-0.185
high_ask_imbalance_bottom_10pct,38,-0.2725
high_ask_imbalance_bottom_10pct,39,-0.2825
high_ask_imbalance_bottom_10pct,40,-0.185
high_ask_imbalance_bottom_10pct,41,-0.27
high_ask_imbalance_bottom_10pct,42,-0.47
high_ask_imbalance_bottom_10pct,43,-0.33
high_ask_imbalance_bottom_10pct,44,-0.29
high_ask_imbalance_bottom_10pct,45,-0.2375
high_ask_imbalance_bottom_10pct,46,-0.2825
high_ask_imbalance_bottom_10pct,47,-0.25
high_ask_imbalance_bottom_10pct,48,-0.34
high_ask_imbalance_bottom_10pct,49,-0.3
high_ask_imbalance_bottom_10pct,50,-0.1025
high_ask_imbalance_bottom_10pct,51,0.0075
high_ask_imbalance_bottom_10pct,52,-0.1625
high_ask_imbalance_bottom_10pct,53,-0.175
high_ask_imbalance_bottom_10pct,54,-0.1775
high_ask_imbalance_bottom_10pct,55,-0.39
high_ask_imbalance_bottom_10pct,56,-0.38
high_ask_imbalance_bottom_10pct,57,-0.25
high_ask_imbalance_bottom_10pct,58,-0.0575
high_ask_imbalance_bottom_10pct,59,-0.0575
high_ask_imbalance_bottom_10pct,60,-0.0475
high_ask_imbalance_bottom_10pct,61,0.02
high_ask_imbalance_bottom_10pct,62,-0.0475
high_ask_imbalance_bottom_10pct,63,0.05
high_ask_imbalance_bottom_10pct,64,-0.02
high_ask_imbalance_bottom_10pct,65,-0.065
high_ask_imbalance_bottom_10pct,66,0.0175
high_ask_imbalance_bottom_10pct,67,0.065
high_ask_imbalance_bottom_10pct,68,0.2
high_ask_imbalance_bottom_10pct,69,0.035
high_ask_imbalance_bottom_10pct,70,-0.3
high_ask_imbalance_bottom_10pct,71,-0.455
high_ask_imbalance_bottom_10pct,72,-0.3475
high_ask_imbalance_bottom_10pct,73,-0.3675
high_ask_imbalance_bottom_10pct,74,-0.4675
high_ask_imbalance_bottom_10pct,75,-0.3
high_ask_imbalance_bottom_10pct,76,-0.185
high_ask_imbalance_bottom_10pct,77,-0.3025
high_ask_imbalance_bottom_10pct,78,-0.16
high_ask_imbalance_bottom_10pct,79,-0.105
high_ask_imbalance_bottom_10pct,80,-0.2425
large_up_move,-20,-3.8875
large_up_move,-19,-3.6925
large_up_move,-18,-3.7475
large_up_move,-17,-3.7175
large_up_move,-16,-3.5425
large_up_move,-15,-3.4625
large_up_move,-14,-3.46
large_up_move,-13,-3.4375
large_up_move,-12,-3.4675
large_up_move,-11,-3.5425
large_up_move,-10,-3.59
large_up_move,-9,-3.6675
large_up_move,-8,-3.7025
large_up_move,-7,-3.69
large_up_move,-6,-3.74
large_up_move,-5,-3.8675
large_up_move,-4,-3.9175
large_up_move,-3,-3.8425
large_up_move,-2,-3.9775
large_up_move,-1,-4.7525
large_up_move,0,0.0
large_up_move,1,-0.6975
large_up_move,2,-0.5825
large_up_move,3,-0.4825
large_up_move,4,-0.3025
large_up_move,5,-0.4825
large_up_move,6,-0.525
large_up_move,7,-0.49
large_up_move,8,-0.5325
large_up_move,9,-0.745
large_up_move,10,-0.7
large_up_move,11,-0.8275
large_up_move,12,-0.72
large_up_move,13,-0.855
large_up_move,14,-1.0525
large_up_move,15,-1.1675
large_up_move,16,-1.06
large_up_move,17,-0.9075
large_up_move,18,-0.8975
large_up_move,19,-0.8375
large_up_move,20,-1.0225
large_up_move,21,-0.9625
large_up_move,22,-0.725
large_up_move,23,-0.595
large_up_move,24,-0.7575
large_up_move,25,-0.54
large_up_move,26,-0.5975
large_up_move,27,-0.4875
large_up_move,28,-0.7125
large_up_move,29,-0.675
large_up_move,30,-0.8075
large_up_move,31,-1.03
large_up_move,32,-0.925
large_up_move,33,-0.4675
large_up_move,34,-0.7525
large_up_move,35,-0.525
large_up_move,36,-0.4725
large_up_move,37,-0.5575
large_up_move,38,-0.6375
large_up_move,39,-0.5475
large_up_move,40,-0.7225
large_up_move,41,-0.8175
large_up_move,42,-0.925
large_up_move,43,-0.75
large_up_move,44,-1.05
large_up_move,45,-0.945
large_up_move,46,-1.2
large_up_move,47,-1.4575
large_up_move,48,-1.555
large_up_move,49,-1.55
large_up_move,50,-1.46
large_up_move,51,-1.0825
large_up_move,52,-1.2125
large_up_move,53,-1.325
large_up_move,54,-1.4325
large_up_move,55,-1.52
large_up_move,56,-1.655
large_up_move,57,-1.575
large_up_move,58,-1.64
large_up_move,59,-1.4425
large_up_move,60,-1.2125
large_up_move,61,-1.015
large_up_move,62,-0.87
large_up_move,63,-0.7275
large_up_move,64,-0.6975
large_up_move,65,-0.595
large_up_move,66,-0.6825
large_up_move,67,-0.98
large_up_move,68,-0.8525
large_up_move,69,-0.9625
large_up_move,70,-0.985
large_up_move,71,-1.04
large_up_move,72,-1.22
large_up_move,73,-1.0575
large_up_move,74,-1.19
large_up_move,75,-1.1075
large_up_move,76,-1.2275
large_up_move,77,-1.275
large_up_move,78,-1.0325
large_up_move,79,-1.2025
large_up_move,80,-1.405
large_down_move,-20,3.7425
large_down_move,-19,3.73
large_down_move,-18,3.9325
large_down_move,-17,3.91
large_down_move,-16,3.945
large_down_move,-15,3.86
large_down_move,-14,3.78
large_down_move,-13,3.6575
large_down_move,-12,3.755
large_down_move,-11,3.91
large_down_move,-10,3.9375
large_down_move,-9,3.9625
large_down_move,-8,3.9675
large_down_move,-7,4.04
large_down_move,-6,3.985
large_down_move,-5,3.735
large_down_move,-4,3.8675
large_down_move,-3,3.7925
large_down_move,-2,3.825
large_down_move,-1,4.8025
large_down_move,0,0.0
large_down_move,1,0.9225
large_down_move,2,0.86
large_down_move,3,0.925
large_down_move,4,1.1875
large_down_move,5,1.19
large_down_move,6,1.2875
large_down_move,7,1.3025
large_down_move,8,1.2675
large_down_move,9,1.44
large_down_move,10,1.645
large_down_move,11,1.615
large_down_move,12,1.9075
large_down_move,13,1.795
large_down_move,14,1.885
large_down_move,15,1.8075
large_down_move,16,1.72
large_down_move,17,1.9175
large_down_move,18,2.0475
large_down_move,19,1.8825
large_down_move,20,1.605
large_down_move,21,1.5825
large_down_move,22,1.7975
large_down_move,23,2.045
large_down_move,24,1.87
large_down_move,25,2.0125
large_down_move,26,2.07
large_down_move,27,2.055
large_down_move,28,2.0225
large_down_move,29,2.0175
large_down_move,30,1.9875
large_down_move,31,2.145
large_down_move,32,2.265
large_down_move,33,2.3525
large_down_move,34,2.15
large_down_move,35,2.2575
large_down_move,36,2.4
large_down_move,37,2.2875
large_down_move,38,2.1025
large_down_move,39,1.98
large_down_move,40,1.9
large_down_move,41,1.5475
large_down_move,42,1.7
large_down_move,43,1.6975
large_down_move,44,1.81
large_down_move,45,1.67
large_down_move,46,1.54
large_down_move,47,1.6675
large_down_move,48,1.62
large_down_move,49,1.6575
large_down_move,50,1.6025
large_down_move,51,1.55
large_down_move,52,1.74
large_down_move,53,1.61
large_down_move,54,1.555
large_down_move,55,2.0
large_down_move,56,1.6825
large_down_move,57,1.6375
large_down_move,58,1.49
large_down_move,59,1.5175
large_down_move,60,1.42
large_down_move,61,1.715
large_down_move,62,1.76
large_down_move,63,1.6525
large_down_move,64,1.625
large_down_move,65,1.6425
large_down_move,66,1.5675
large_down_move,67,1.6125
large_down_move,68,1.4425
large_down_move,69,1.3425
large_down_move,70,1.105
large_down_move,71,0.975
large_down_move,72,0.8475
large_down_move,73,1.26
large_down_move,74,1.24
large_down_move,75,1.1975
large_down_move,76,0.98
large_down_move,77,0.8575
large_down_move,78,0.7
large_down_move,79,0.8075
large_down_move,80,1.02
spread_tightened,-20,-0.3025
spread_tightened,-19,-0.2275
spread_tightened,-18,0.03
spread_tightened,-17,-0.005
spread_tightened,-16,-0.0275
spread_tightened,-15,-0.0625
spread_tightened,-14,0.185
spread_tightened,-13,0.1725
spread_tightened,-12,0.4375
spread_tightened,-11,0.3525
spread_tightened,-10,0.215
spread_tightened,-9,0.1925
spread_tightened,-8,0.31
spread_tightened,-7,0.2625
spread_tightened,-6,0.5975
spread_tightened,-5,0.41
spread_tightened,-4,0.37
spread_tightened,-3,0.43
spread_tightened,-2,0.23
spread_tightened,-1,0.365
spread_tightened,0,0.0
spread_tightened,1,0.045
spread_tightened,2,0.3775
spread_tightened,3,0.21
spread_tightened,4,0.1125
spread_tightened,5,-0.0425
spread_tightened,6,-0.045
spread_tightened,7,0.2625
spread_tightened,8,0.2725
spread_tightened,9,0.165
spread_tightened,10,0.0175
spread_tightened,11,-0.115
spread_tightened,12,0.0875
spread_tightened,13,0.24
spread_tightened,14,0.3725
spread_tightened,15,0.305
spread_tightened,16,0.16
spread_tightened,17,0.185
spread_tightened,18,0.1075
spread_tightened,19,0.1025
spread_tightened,20,0.0475
spread_tightened,21,-0.0625
spread_tightened,22,-0.0575
spread_tightened,23,0.0325
spread_tightened,24,0.07
spread_tightened,25,0.115
spread_tightened,26,0.14
spread_tightened,27,0.11
spread_tightened,28,0.14
spread_tightened,29,-0.18
spread_tightened,30,-0.14
spread_tightened,31,-0.3325
spread_tightened,32,-0.26
spread_tightened,33,-0.0675
spread_tightened,34,0.24
spread_tightened,35,0.3175
spread_tightened,36,0.2525
spread_tightened,37,0.34
spread_tightened,38,0.455
spread_tightened,39,0.17
spread_tightened,40,0.2375
spread_tightened,41,0.145
spread_tightened,42,0.085
spread_tightened,43,-0.0225
spread_tightened,44,0.115
spread_tightened,45,0.0525
spread_tightened,46,0.1675
spread_tightened,47,0.2
spread_tightened,48,0.1125
spread_tightened,49,-0.05
spread_tightened,50,-0.12
spread_tightened,51,-0.1325
spread_tightened,52,-0.1025
spread_tightened,53,-0.125
spread_tightened,54,-0.0925
spread_tightened,55,0.3475
spread_tightened,56,0.08
spread_tightened,57,0.15
spread_tightened,58,0.1025
spread_tightened,59,0.2925
spread_tightened,60,0.2125
spread_tightened,61,0.1225
spread_tightened,62,0.065
spread_tightened,63,-0.0925
spread_tightened,64,-0.175
spread_tightened,65,0.105
spread_tightened,66,0.1075
spread_tightened,67,-0.31
spread_tightened,68,-0.3875
spread_tightened,69,-0.4675
spread_tightened,70,-0.2525
spread_tightened,71,-0.235
spread_tightened,72,-0.1975
spread_tightened,73,-0.0125
spread_tightened,74,0.01
spread_tightened,75,-0.2575
spread_tightened,76,-0.2175
spread_tightened,77,-0.4275
spread_tightened,78,-0.4725
spread_tightened,79,-0.55
spread_tightened,80,-0.6425
spread_widened,-20,-0.205
spread_widened,-19,-0.13
spread_widened,-18,-0.0425
spread_widened,-17,0.06
spread_widened,-16,0.1125
spread_widened,-15,0.3475
spread_widened,-14,0.555
spread_widened,-13,0.665
spread_widened,-12,0.5325
spread_widened,-11,0.3675
spread_widened,-10,0.5075
spread_widened,-9,0.305
spread_widened,-8,0.345
spread_widened,-7,0.4875
spread_widened,-6,0.3075
spread_widened,-5,0.12
spread_widened,-4,0.16
spread_widened,-3,0.26
spread_widened,-2,0.04
spread_widened,-1,-0.52
spread_widened,0,0.0
spread_widened,1,-0.11
spread_widened,2,-0.32
spread_widened,3,-0.42
spread_widened,4,-0.4225
spread_widened,5,-0.205
spread_widened,6,-0.2125
spread_widened,7,-0.075
spread_widened,8,0.1475
spread_widened,9,0.0
spread_widened,10,-0.1375
spread_widened,11,0.11
spread_widened,12,0.17
spread_widened,13,0.3325
spread_widened,14,0.3175
spread_widened,15,-0.09
spread_widened,16,-0.015
spread_widened,17,0.035
spread_widened,18,0.055
spread_widened,19,-0.0275
spread_widened,20,-0.0575
spread_widened,21,-0.085
spread_widened,22,-0.17
spread_widened,23,-0.2
spread_widened,24,-0.19
spread_widened,25,-0.075
spread_widened,26,-0.145
spread_widened,27,-0.1325
spread_widened,28,-0.2725
spread_widened,29,-0.225
spread_widened,30,-0.34
spread_widened,31,-0.0575
spread_widened,32,-0.1075
spread_widened,33,0.08
spread_widened,34,0.0025
spread_widened,35,0.085
spread_widened,36,0.045
spread_widened,37,0.13
spread_widened,38,0.3325
spread_widened,39,0.54
spread_widened,40,0.595
spread_widened,41,0.425
spread_widened,42,0.355
spread_widened,43,0.34
spread_widened,44,0.4425
spread_widened,45,0.305
spread_widened,46,0.1725
spread_widened,47,0.155
spread_widened,48,0.23
spread_widened,49,0.0575
spread_widened,50,0.1075
spread_widened,51,0.1325
