timestamp,trade_count,total_qty,signed_qty,avg_trade_price,avg_trade_vs_mid,future_ret_1,future_ret_2,future_ret_3,future_ret_5,future_ret_10,future_ret_20,future_ret_50,future_ret_100,future_ret_200,future_ret_500,future_ret_1000
126800,1,2,2,10015.0,3.5,2.5,2.5,-0.5,-4.5,-1.5,-4.5,-13.5,4.5,-5.5,8.5,-96.5
129400,1,4,4,10009.0,8.0,3.0,2.0,0.0,8.5,5.5,-1.0,6.0,16.0,16.0,8.0,-88.0
137000,1,3,-3,10007.0,-8.0,1.0,1.0,5.0,5.0,7.0,10.0,7.0,-5.0,1.0,-18.0,-101.0
143800,1,5,-5,9996.0,-8.0,-3.0,-6.0,-6.0,-4.0,-4.0,2.0,16.0,8.0,19.0,-16.0,-77.0
145100,1,5,5,10012.0,8.0,0.0,-2.0,-1.0,2.0,7.0,7.0,12.0,5.0,24.0,-20.0,-64.0
145400,1,2,-2,9995.0,-8.0,1.0,3.0,3.0,6.0,5.0,11.0,21.0,5.0,26.0,-19.0,-59.0
149900,1,3,-3,10007.0,-8.0,1.0,1.0,3.0,9.0,7.0,8.0,-3.0,8.0,-3.0,-45.0,-79.0
150600,1,4,4,10028.0,8.0,-1.0,-2.0,2.0,2.0,2.0,-6.0,-9.0,8.0,-12.0,-48.0,-80.0
151400,1,3,-3,10014.0,-8.0,0.0,0.0,-3.0,1.0,-7.0,-6.0,0.0,-2.0,-18.0,-45.0,-88.0
151600,1,6,-6,10014.0,-8.0,-3.0,-3.0,1.0,-4.0,-8.0,-11.0,-1.0,-1.0,-16.0,-46.0,-87.0
153200,1,5,-5,10008.0,-8.0,-1.0,0.0,-2.0,-2.0,-5.0,-6.0,-6.0,6.0,5.0,-48.0,-76.0
157000,1,4,4,10024.0,8.0,-1.0,-4.0,-4.0,-2.0,-9.0,1.0,4.0,5.0,5.0,-33.0,-88.0
161100,1,4,4,10028.0,8.0,-2.0,0.0,0.0,1.0,-1.0,3.0,4.0,-15.0,-9.0,-50.0,-89.0
164600,1,6,-6,10023.0,-8.0,0.0,-4.0,-4.0,-3.0,-2.0,-9.0,-18.0,-14.0,-22.0,-58.0,-116.0
169000,1,2,2,10028.0,8.0,-3.0,-3.0,-2.0,-4.0,-8.0,-13.0,0.0,-9.0,-38.0,-57.0,-97.0
169200,1,5,5,10025.0,8.0,1.0,4.5,-1.0,-5.0,-6.0,-12.0,2.0,-9.0,-34.0,-55.0,-94.0
170100,1,4,4,10020.0,8.0,-1.0,-3.0,-3.0,-4.0,-7.0,-4.0,7.0,0.0,-38.5,-55.0,-89.0
177100,1,3,-3,10011.0,-8.0,0.0,0.0,-6.0,-8.0,-4.0,-9.0,-14.0,-21.0,-33.0,-109.5,-116.0
178100,1,3,-3,10007.0,-8.0,-1.0,0.0,-3.0,-5.0,-5.0,-3.0,-10.0,-18.0,-32.0,-108.0,-111.0
181600,1,5,-5,9996.0,-8.0,2.0,1.0,0.0,1.0,2.0,-5.0,-2.0,-24.0,-28.0,-93.0,-106.0
193400,1,4,4,9993.0,8.0,3.0,5.0,4.0,2.0,7.0,-1.0,-7.0,-18.0,-14.0,-61.0,-67.0
195600,1,5,-5,9972.0,-8.0,0.0,2.0,3.0,0.0,-1.0,8.5,-8.0,0.0,-9.0,-35.0,-38.0
206200,1,3,3,9992.0,8.0,-3.5,0.0,-1.0,1.0,1.5,5.0,-14.0,-8.0,-65.0,-49.0,-38.0
206600,1,3,-3,9976.0,-8.0,1.0,-4.0,-4.0,-2.0,2.0,4.0,-18.0,-6.0,-66.0,-51.0,-43.0
206700,1,5,-5,9981.0,-4.0,-5.0,-5.0,-2.0,0.5,3.0,3.0,-17.0,-7.0,-68.0,-50.0,-46.0
219200,1,4,-4,9954.0,-8.0,-1.0,-7.0,-7.0,-6.0,-5.0,-7.0,-27.0,-53.5,-45.0,-39.0,0.0
221200,1,6,6,9963.0,8.0,-1.0,-3.5,-4.0,-9.0,-11.0,-11.0,-36.0,-48.0,-34.0,-22.0,-1.0
224300,1,4,4,9942.0,8.0,-5.0,-2.0,-5.0,-3.0,-6.0,-16.5,-25.5,-18.0,-5.5,-19.0,16.0
233000,1,3,3,9927.0,8.0,0.0,0.0,1.0,-4.0,-2.0,-1.0,2.0,6.0,22.0,-8.0,36.0
235700,1,6,-6,9906.0,-8.0,-3.0,-3.5,-3.5,-7.5,-6.0,6.0,4.0,29.0,19.0,3.0,27.0
238900,1,4,-4,9910.0,-8.0,-1.0,1.0,-1.0,0.0,1.0,2.0,9.0,20.0,2.0,12.0,37.0
239300,1,2,-2,9909.0,-8.0,1.0,2.0,-1.0,0.0,2.0,6.0,11.5,14.0,10.0,8.5,37.0
239400,1,4,-4,9910.0,-8.0,1.0,-2.0,-1.0,1.0,0.0,2.5,12.0,13.5,10.0,2.0,34.0
239800,1,5,5,9925.0,8.0,2.0,1.0,1.0,2.0,-1.5,9.0,13.0,18.0,8.0,3.0,37.0
243800,1,4,-4,9919.0,-8.0,0.0,0.0,1.0,1.5,3.0,19.5,13.0,10.0,-5.0,-2.0,28.0
254300,1,2,2,9951.0,8.0,1.0,-2.0,-3.0,-1.0,-6.0,-11.0,-16.0,-28.0,-28.0,0.0,22.0
256200,1,5,-5,9927.0,-8.0,-3.0,-2.0,-2.0,0.0,-6.5,-16.0,-2.0,-12.0,-33.0,11.0,40.0
258900,1,2,2,9928.0,8.0,2.0,4.0,4.5,8.0,5.0,9.0,4.5,-1.0,-24.5,23.0,53.0
264200,1,6,6,9927.0,7.5,-4.5,-5.5,-4.5,-4.5,-2.5,3.5,3.5,-9.5,-4.5,22.5,58.5
264700,1,2,-2,9907.0,-8.0,2.0,0.0,-1.0,2.0,8.0,9.0,11.0,-2.0,1.0,29.0,70.0
265200,1,5,-5,9909.0,-8.0,-0.5,1.0,3.0,6.0,6.0,7.0,9.0,-9.5,2.0,31.0,71.0
267900,1,6,6,9926.0,3.5,3.5,0.5,3.5,1.5,-3.5,5.5,-6.0,-21.5,7.5,31.0,73.5
272900,1,5,5,9924.0,7.5,-2.5,-4.5,-0.5,-2.5,-6.5,-4.5,-15.5,-7.5,-2.5,35.5,74.5
273400,1,3,3,9922.0,8.0,-1.0,-0.5,-4.0,-4.0,1.0,-9.0,-11.0,-3.0,4.0,42.0,72.0
273500,1,6,6,9921.0,8.0,0.5,-3.0,-3.0,-2.0,1.0,-8.0,-11.0,-2.0,6.0,40.0,73.0
274400,1,3,-3,9907.0,-8.0,-1.0,-3.0,-2.0,-3.0,-10.0,-18.0,-20.0,3.0,10.0,35.0,68.5
275800,1,6,6,9912.0,8.0,1.0,0.0,-1.0,-2.0,-2.0,-4.0,-2.0,11.0,35.0,44.0,72.0
277000,1,6,6,9911.0,8.0,0.0,-1.0,-1.0,0.0,-2.5,-10.0,-2.5,26.0,49.0,47.0,72.0
277300,1,3,3,9910.0,8.0,-2.0,1.0,1.0,-2.0,1.0,-10.0,0.0,26.5,51.0,45.0,70.0
278800,1,2,-2,9890.0,-7.5,-2.0,-4.5,-6.5,-5.5,-0.5,4.5,16.0,34.5,57.5,53.5,80.0
279900,1,6,-6,9890.0,-8.0,-3.5,3.0,5.0,7.0,4.0,-4.0,18.5,21.5,54.0,52.0,76.5
282200,1,4,-4,9891.0,-8.0,3.0,6.5,7.0,7.0,14.0,16.0,33.0,18.0,48.0,50.0,66.0
283700,1,5,5,9922.0,8.0,-0.5,1.0,-1.0,1.0,2.0,3.0,15.0,9.0,31.0,41.0,63.0
284300,1,6,6,9923.0,8.0,3.0,2.0,2.0,1.0,2.0,3.0,10.5,9.0,28.0,32.0,62.0
288000,1,5,5,9936.0,8.0,4.0,3.0,0.5,1.0,0.0,-7.0,-16.0,27.0,3.0,32.0,53.0
291000,1,3,-3,9905.0,-8.0,0.0,5.0,1.0,0.0,2.0,-1.0,30.0,42.5,22.0,44.0,70.0
292800,1,6,6,9921.0,8.0,1.0,-1.0,-1.0,5.5,12.0,25.0,42.0,28.5,25.0,45.0,70.0
299100,1,3,3,9963.0,8.0,0.0,2.0,0.0,-4.0,0.0,-2.0,-11.0,-18.0,5.5,0.0,11.0
300800,1,4,-4,9946.0,-8.0,1.0,1.5,-1.0,2.0,-7.0,-12.5,-10.0,-16.0,3.0,-5.0,19.5
303800,1,2,-2,9935.0,-8.0,1.0,1.5,1.0,0.0,6.0,1.0,-1.0,1.0,8.0,26.0,40.0
305700,1,6,6,9951.0,7.5,0.5,-0.5,-0.5,2.5,-4.5,-4.0,-4.5,2.5,3.5,30.5,44.5
306100,1,5,5,9952.0,8.0,2.0,-2.0,-4.0,-3.0,-9.0,-9.5,-11.0,3.0,4.0,32.0,42.0
310100,1,4,4,9942.0,8.0,1.0,5.0,-1.0,3.0,-1.0,3.5,16.0,24.5,13.0,49.0,46.0
311800,1,2,2,9945.0,8.0,-1.0,3.0,0.5,2.0,1.0,7.0,10.0,10.0,8.0,48.0,40.0
314800,1,3,3,9953.0,8.0,3.0,3.0,5.0,5.0,2.5,2.0,15.0,-1.0,2.5,41.0,25.0
315400,1,4,4,9956.0,8.0,-2.0,-8.5,-2.0,0.0,4.0,8.0,9.0,0.0,-5.0,43.0,20.0
316900,1,2,2,9954.0,7.5,3.5,6.0,7.5,9.5,7.0,11.5,2.5,6.5,-3.5,50.5,30.5
328900,1,2,2,9958.0,8.0,3.0,2.0,1.0,-1.0,0.0,-10.0,5.0,5.0,5.0,30.0,14.5
332800,1,3,-3,9947.0,-8.0,1.5,0.0,1.0,-1.0,0.0,-7.5,2.0,3.0,6.0,13.0,2.5
338400,1,4,-4,9948.0,-8.0,-1.0,-0.5,-1.0,-1.0,-4.0,3.0,2.0,-5.0,10.0,26.0,16.0
340200,1,2,-2,9951.0,-8.0,-1.0,0.0,4.0,3.0,-1.5,1.0,-10.0,-1.0,26.0,22.0,5.0
342300,1,2,2,9966.0,8.0,2.0,2.0,1.0,0.0,0.0,-6.0,-24.5,1.0,29.0,24.0,2.0
344100,1,3,-3,9942.0,-8.0,2.0,2.0,0.0,0.0,-2.0,-11.0,5.0,15.0,26.0,17.0,13.0
344500,1,3,-3,9942.0,-8.0,0.0,1.0,1.0,-2.0,-2.0,-9.5,0.0,16.0,30.0,17.5,15.0
344600,1,6,6,9958.0,8.0,1.0,1.0,0.0,-2.0,-4.0,-12.0,1.0,18.0,33.0,17.0,17.5
346100,1,2,2,9947.0,8.0,-2.0,3.0,4.0,-1.0,2.5,-1.0,7.0,37.0,57.0,40.0,27.5
347400,1,4,4,9947.0,8.0,-4.0,-3.5,-6.0,-4.0,12.0,12.0,21.0,37.0,58.0,24.0,33.0
351400,1,6,-6,9937.0,-8.0,0.0,2.0,4.0,8.0,15.0,23.0,28.0,43.0,38.0,33.0,33.0
359500,1,5,-5,9972.0,-8.0,-1.0,1.0,0.0,3.0,7.0,6.0,0.0,-1.0,-6.0,-5.0,-20.0
365300,1,2,-2,9984.0,-8.0,-1.0,-3.0,-4.0,-2.0,5.0,7.0,-8.0,-15.0,-11.0,-21.0,-7.0
366500,1,2,2,10001.0,8.0,4.0,5.0,4.0,2.0,4.0,-2.0,-8.0,-11.0,-17.0,-22.0,-6.0
384800,1,4,-4,9978.0,-4.0,-1.0,-2.0,0.0,-1.0,-2.0,-6.0,-6.0,-14.0,2.0,-12.0,21.0
385500,1,5,-5,9972.0,-8.0,1.0,0.0,0.0,0.0,-4.0,3.0,-3.0,-4.0,6.0,-12.0,26.0
387500,1,3,3,9991.0,8.0,2.0,3.0,0.0,-2.0,-3.0,-6.0,0.0,-23.0,1.0,-14.0,21.0
391600,1,2,-2,9970.0,-8.0,2.0,6.0,5.0,3.0,2.0,-1.0,-8.0,-2.0,-3.0,-11.0,15.0
391700,1,2,2,9988.0,8.0,4.0,3.0,2.0,4.0,2.0,-4.0,-12.0,-5.0,-5.0,-12.0,14.0
392400,1,5,5,9990.0,8.0,1.0,-2.0,0.0,3.0,1.0,-15.0,-19.0,-3.0,-4.0,-23.0,22.0
394100,1,6,6,9975.0,8.0,-2.0,-5.0,0.0,0.0,3.5,12.0,-1.0,14.0,-2.0,-4.0,44.0
394300,1,5,5,9970.0,8.0,5.0,5.5,5.0,6.0,12.0,15.0,5.0,23.0,1.0,2.0,48.0
401200,1,5,-5,9966.0,-8.0,1.0,4.0,1.0,1.0,1.0,7.0,11.0,5.0,-3.0,6.0,9.0
408000,1,3,3,9991.0,8.0,-4.0,-5.0,-4.0,-5.5,-5.0,-3.0,-11.0,-9.0,-17.0,-27.0,5.0
409400,1,3,3,9988.0,8.0,-5.0,3.0,3.0,3.0,-7.0,-2.0,-14.0,-17.0,-20.0,-21.0,18.0
410100,1,6,6,9988.0,8.0,-1.0,-3.0,-7.0,-5.0,-2.0,1.0,-14.0,-14.0,-16.0,-13.0,20.0
413100,1,2,2,9977.0,8.0,1.0,2.0,-1.0,-3.0,-4.0,-3.0,4.0,-3.0,-10.0,18.0,26.0
413500,1,5,5,9974.0,7.5,-0.5,-3.5,-3.5,-1.5,-0.5,0.5,3.5,-5.5,-5.5,26.5,28.5
415400,1,6,6,9976.0,8.0,-1.0,-3.0,0.0,0.0,3.0,6.0,0.0,-6.5,0.0,17.0,24.0
416600,1,4,4,9981.0,8.0,1.0,4.0,4.0,3.0,3.0,-7.0,-3.0,-11.0,-1.0,16.0,12.0
420200,1,4,4,9975.0,8.0,-1.0,1.0,3.0,4.0,4.0,4.0,-7.0,-1.0,-3.0,18.0,2.0
421100,1,5,-5,9961.0,-8.0,2.0,5.0,4.0,1.0,1.0,-3.0,-13.0,-3.0,-2.0,17.0,4.0
422200,1,2,-2,9963.0,-8.0,-1.0,-2.0,-4.0,-1.0,-7.0,-14.0,-8.0,-12.0,-11.0,6.0,6.0
423800,1,3,3,9969.0,8.0,3.0,-3.0,-4.0,-7.0,-6.0,-2.0,2.0,-1.0,2.0,14.0,25.0
429500,1,3,3,9968.0,8.0,0.0,-4.0,-0.5,1.0,6.0,5.0,2.0,13.0,35.0,31.0,35.0
430200,1,4,4,9974.0,8.0,-1.0,-1.0,0.0,2.0,1.0,-7.0,5.0,-2.0,18.0,33.0,25.0
430700,1,4,4,9976.0,8.0,-3.0,-4.0,-1.0,-1.0,-4.0,-11.0,0.0,0.0,11.0,34.0,27.0
433900,1,4,4,9970.0,8.0,1.0,3.0,2.5,2.0,7.5,8.0,13.0,2.0,3.0,40.0,21.0
436200,1,2,-2,9968.0,-8.0,-2.0,-1.0,-2.0,-4.0,-8.0,-7.0,-9.0,-11.0,-19.0,27.0,-9.0
443400,1,4,4,9969.0,8.0,0.5,0.0,-1.0,3.0,3.0,6.0,15.0,4.0,31.0,46.0,10.0
445300,1,2,2,9974.0,8.0,1.0,3.0,2.0,4.0,-1.0,5.0,16.0,-14.0,19.0,34.0,5.0
449000,1,6,-6,9979.0,-8.0,1.0,1.0,5.0,8.0,-1.0,-8.5,-24.0,-30.0,-9.0,-5.0,-13.0
450900,1,6,6,9988.0,8.0,-1.5,-2.0,0.0,-2.0,-5.0,-15.0,-30.0,-5.0,2.0,3.0,-18.0
452000,1,3,-3,9965.0,-8.0,0.0,0.0,-1.0,-3.0,-11.0,-10.0,-18.0,7.0,4.0,8.0,-9.0
452800,1,4,4,9974.0,8.0,-1.0,-4.0,0.0,0.0,-2.0,-7.0,-9.0,17.0,11.0,10.5,0.0
478900,1,3,3,9997.0,8.0,2.0,1.0,3.0,2.0,9.0,13.0,13.0,3.0,-7.0,6.0,-6.0
480900,1,2,-2,9994.0,-8.0,0.0,-1.0,1.0,2.0,5.0,3.0,3.0,-3.0,-19.0,-6.0,-12.0
481400,1,2,-2,9996.0,-8.0,3.0,5.0,2.0,3.0,1.0,-1.5,-5.0,-15.0,-20.0,-18.0,-12.0
482400,1,3,3,10013.0,8.0,-1.0,-3.0,0.0,0.0,-2.5,0.0,-2.0,-1.0,-28.0,-28.0,-18.0
488200,1,2,-2,9994.0,-8.0,-1.0,-5.0,-4.0,-9.0,-14.0,-10.0,4.0,-16.0,-11.0,-24.5,4.0
488700,1,5,-5,9985.0,-8.0,1.0,-1.0,-3.0,-5.0,-1.0,4.0,15.0,-10.0,-2.0,-25.0,15.0
493800,1,6,6,10020.0,8.0,2.0,-2.0,-1.0,-2.0,-9.0,-18.0,-25.0,-31.0,-18.0,-45.0,8.0
495700,1,3,-3,9985.0,-8.0,1.0,3.0,1.0,2.0,3.0,-12.0,-12.0,-12.5,1.0,-21.0,19.0
498500,1,4,-4,9977.0,-8.0,-1.0,-2.0,2.0,-3.0,-5.0,0.0,-2.0,7.0,-4.0,-14.0,24.0
500600,1,5,-5,9976.0,-8.0,-3.0,-2.0,-1.0,0.0,0.0,-8.0,-4.0,13.0,-12.0,-20.0,27.0
501600,1,4,-4,9976.0,-8.0,0.0,-1.0,1.5,-4.5,-8.0,-1.0,0.0,4.0,-10.0,-26.5,37.0
503600,1,2,-2,9975.0,-8.0,-2.0,-2.0,-3.0,-2.0,4.0,-3.0,9.0,12.0,-6.5,-22.0,45.0
511000,1,6,-6,9989.0,-8.0,2.0,0.0,-2.0,-5.0,-10.0,-3.0,-3.0,-24.0,-1.0,-9.0,37.0
512800,1,4,-4,9982.0,-7.5,0.5,4.5,5.5,7.5,4.5,3.5,-11.5,-12.5,-16.5,0.5,48.5
516500,1,5,-5,9977.0,-8.0,0.0,-2.0,-3.0,-9.0,-10.0,-4.0,-12.0,-4.0,-20.5,-17.0,44.0
519800,1,6,6,9982.0,8.0,0.0,-4.0,-4.0,-3.0,-2.0,-1.0,5.0,19.0,0.0,14.0,43.0
524600,1,5,-5,9969.0,-8.0,-2.0,2.0,0.0,-1.0,0.0,0.0,16.0,-13.0,-13.0,10.0,45.0
526300,1,3,-3,9966.0,-8.0,2.0,7.0,3.0,3.0,3.0,12.0,17.0,-8.0,-5.0,22.0,44.0
530900,1,3,-3,9988.0,-8.0,0.0,-1.0,-5.0,-10.0,-11.5,-20.0,-30.0,-26.0,-34.0,-6.0,21.0
534700,1,3,-3,9958.0,-7.5,5.5,2.5,1.5,3.5,7.5,0.5,3.0,0.5,-7.5,43.5,33.5
534900,1,3,3,9976.0,8.0,-1.0,1.0,1.0,4.0,-2.0,1.0,3.0,2.0,-7.0,45.0,35.0
535100,1,2,-2,9961.0,-8.0,0.0,1.0,3.0,6.0,-4.0,1.0,3.0,3.0,-4.0,39.5,38.0
540500,1,2,2,9982.0,8.0,-2.0,-2.0,-4.0,-2.0,-3.0,4.0,-2.0,-8.0,13.0,34.0,39.0
540600,1,2,2,9980.0,8.0,0.0,-2.0,-2.0,0.0,0.0,6.0,-2.0,-8.0,14.0,39.0,36.0
543800,1,6,6,9975.0,8.0,1.0,0.0,-2.0,2.0,2.0,2.0,5.0,-7.0,18.0,53.0,60.0
544400,1,6,6,9976.0,4.5,-6.5,-7.5,-5.5,-1.5,-1.5,-2.0,-2.0,-15.5,12.5,43.5,53.5
547000,1,6,-6,9969.0,-8.0,1.0,0.0,0.0,0.0,-2.0,-3.0,-13.0,-12.0,-4.0,25.0,63.0
548500,1,6,-6,9963.0,-8.0,1.0,2.0,1.0,3.0,0.0,-5.0,-11.0,3.0,8.0,38.0,70.0
553400,1,2,2,9968.0,8.0,0.0,1.0,-2.0,-1.0,-4.0,4.0,12.0,25.0,24.0,69.0,76.0
556000,1,5,5,9976.0,8.0,0.0,-1.0,1.0,2.0,-3.0,-3.5,20.0,7.0,23.0,68.0,66.0
556100,1,5,5,9976.0,8.0,-1.0,1.0,1.0,5.0,-3.0,-5.0,22.0,6.0,24.0,67.0,68.0
561000,1,4,4,9996.0,8.0,2.0,1.0,-1.0,-1.0,2.0,-1.0,-13.0,-4.0,3.0,46.0,52.0
568500,1,2,-2,9971.0,-8.0,0.0,-1.0,-1.5,-3.0,4.0,0.0,5.0,3.5,28.0,48.0,54.0
573800,1,3,3,9989.0,8.0,-1.0,1.0,2.0,0.0,10.0,10.0,-3.0,20.0,39.0,37.0,24.0
574200,1,6,6,9988.0,8.0,1.0,2.0,3.0,8.0,14.0,13.0,6.0,22.0,39.0,40.0,26.0
576700,1,5,5,10000.0,8.0,0.0,-2.0,-2.0,-5.0,-3.0,-15.0,-1.0,18.0,10.0,24.0,16.0
578300,1,6,6,9992.0,7.5,-6.0,-2.0,0.5,-6.5,0.5,0.5,5.5,20.5,30.5,41.5,20.5
581600,1,2,2,10000.0,8.0,-1.0,-1.0,-3.0,-5.0,-4.0,2.0,19.0,16.0,29.0,15.0,21.0
582600,1,4,-4,9980.0,-8.0,-1.0,-4.0,-6.5,0.0,6.0,22.0,17.0,20.0,38.0,19.0,24.0
585200,1,6,-6,10005.0,-8.0,-1.0,3.0,2.0,3.0,-4.5,-6.0,-10.0,-1.0,21.0,-5.0,-12.0
587700,1,4,4,10013.0,8.0,0.0,-1.0,0.0,1.0,3.0,7.0,6.0,1.0,32.0,4.0,6.0
588400,1,6,6,10015.0,8.0,0.0,3.0,1.0,-2.0,4.0,3.0,18.0,5.0,31.0,6.0,3.0
588800,1,2,2,10016.0,8.0,-3.0,-6.5,0.0,1.0,0.0,3.0,12.0,6.0,24.5,2.0,9.0
589300,1,3,-3,10001.0,-8.0,2.0,2.0,3.0,-1.0,-1.0,-2.0,7.0,3.0,30.0,4.0,0.0
592200,1,4,4,10020.0,8.5,0.5,-3.5,-4.5,-0.5,3.5,7.5,-9.5,11.5,17.5,0.5,-6.5
596100,1,3,-3,10002.0,-8.0,0.0,-2.0,1.0,-6.0,-3.0,1.0,7.0,25.0,22.0,32.0,-4.0
596600,1,6,6,10012.0,8.0,-2.0,-2.0,-2.0,3.0,2.0,2.5,17.0,28.0,23.0,30.0,9.0
597500,1,4,4,10015.0,8.0,-1.0,-1.0,-2.0,1.0,2.0,1.0,20.0,31.0,15.0,31.0,3.0
601600,1,6,-6,10013.0,-8.0,3.0,1.0,-1.0,-1.0,5.0,7.0,11.0,14.0,6.0,16.0,0.0
604400,1,3,3,10043.0,8.0,0.0,1.0,2.0,1.0,3.0,-2.0,8.0,-1.5,-15.0,-3.0,-18.0
608900,1,2,-2,10031.0,-8.0,-3.0,-4.0,-2.0,4.0,-6.0,-2.0,-6.0,-21.0,-6.0,-4.0,-16.5
610900,1,5,-5,10029.0,-8.0,-3.0,-3.0,-2.0,0.0,-4.0,0.0,-3.0,-14.0,-20.0,0.0,-3.0
620000,1,5,-5,10010.0,-8.0,0.0,1.0,3.0,5.0,3.0,10.0,10.0,6.0,-9.0,11.0,21.0
630700,1,3,-3,10010.0,-8.0,-1.0,-1.0,0.0,-2.0,-8.0,-13.0,-9.0,-12.0,25.0,-17.0,10.0
631400,1,3,-3,10002.0,-8.0,-1.0,-3.0,0.0,3.0,-2.0,-2.0,-6.0,-3.0,25.0,-2.0,15.0
633100,1,6,6,10017.0,8.0,0.0,-2.0,-1.0,1.0,-7.0,-2.0,2.0,14.0,27.0,0.0,13.0
634300,1,4,4,10009.0,8.0,-2.0,-3.0,0.0,2.0,7.0,3.0,12.0,22.0,31.0,1.0,22.0
640000,1,2,-2,10001.0,-8.0,0.0,1.0,1.0,4.0,-1.0,1.0,15.0,28.0,31.0,-2.0,0.0
645000,1,4,-4,10016.0,-8.0,0.0,1.0,3.0,5.0,18.5,16.0,13.0,7.0,3.0,-11.5,-15.0
650000,1,4,-4,10029.0,-8.0,4.0,3.0,3.5,8.0,4.0,2.5,-6.0,3.0,-8.0,-28.0,-32.0
655500,1,3,-3,10024.0,-8.5,1.5,2.5,1.5,1.5,2.5,5.5,7.5,-8.5,-22.5,-10.5,-28.5
659500,1,5,5,10046.0,8.0,0.0,1.0,2.0,2.0,2.0,-3.0,-10.0,-8.0,-42.0,-12.0,-14.0
661900,1,6,-6,10024.0,-8.0,0.5,1.5,1.0,2.0,0.0,-1.0,-8.0,-22.0,-20.0,5.0,2.0
663000,1,2,-2,10025.0,-8.0,-1.0,1.0,0.0,3.0,-4.0,-6.0,2.0,-25.0,-24.0,9.0,4.5
674000,1,2,2,10015.0,8.0,-3.0,-1.0,-4.0,-1.0,-1.0,-3.0,-9.0,-6.0,-2.0,44.0,30.5
