timestamp,buyer,seller,symbol,currency,price,quantity,mid_price,best_bid,best_ask,spread,imbalance_L1,microprice_L1,micro_edge_L1,future_ret_1,future_ret_2,future_ret_3,future_ret_5,future_ret_10,future_ret_20,future_ret_50,future_ret_100,future_ret_200,future_ret_500,future_ret_1000,trade_vs_mid,trade_vs_microprice,side_guess,signed_qty
129400,,,HYDROGEL_PACK,XIRECS,10009.0,4,10001.0,9993,10009,16,0.0,10001.0,0.0,3.0,2.0,0.0,8.5,5.5,-1.0,6.0,16.0,16.0,8.0,-88.0,8.0,8.0,buyer_initiated,4
137000,,,HYDROGEL_PACK,XIRECS,10007.0,3,10015.0,10007,10023,16,0.0,10015.0,0.0,1.0,1.0,5.0,5.0,7.0,10.0,7.0,-5.0,1.0,-18.0,-101.0,-8.0,-8.0,seller_initiated,-3
143800,,,HYDROGEL_PACK,XIRECS,9996.0,5,10004.0,9996,10012,16,0.0,10004.0,0.0,-3.0,-6.0,-6.0,-4.0,-4.0,2.0,16.0,8.0,19.0,-16.0,-77.0,-8.0,-8.0,seller_initiated,-5
145100,,,HYDROGEL_PACK,XIRECS,10012.0,5,10004.0,9996,10012,16,0.0,10004.0,0.0,0.0,-2.0,-1.0,2.0,7.0,7.0,12.0,5.0,24.0,-20.0,-64.0,8.0,8.0,buyer_initiated,5
145400,,,HYDROGEL_PACK,XIRECS,9995.0,2,10003.0,9995,10011,16,0.0,10003.0,0.0,1.0,3.0,3.0,6.0,5.0,11.0,21.0,5.0,26.0,-19.0,-59.0,-8.0,-8.0,seller_initiated,-2
149900,,,HYDROGEL_PACK,XIRECS,10007.0,3,10015.0,10007,10023,16,0.0,10015.0,0.0,1.0,1.0,3.0,9.0,7.0,8.0,-3.0,8.0,-3.0,-45.0,-79.0,-8.0,-8.0,seller_initiated,-3
150600,,,HYDROGEL_PACK,XIRECS,10028.0,4,10020.0,10012,10028,16,0.0,10020.0,0.0,-1.0,-2.0,2.0,2.0,2.0,-6.0,-9.0,8.0,-12.0,-48.0,-80.0,8.0,8.0,buyer_initiated,4
151400,,,HYDROGEL_PACK,XIRECS,10014.0,3,10022.0,10014,10030,16,0.0,10022.0,0.0,0.0,0.0,-3.0,1.0,-7.0,-6.0,0.0,-2.0,-18.0,-45.0,-88.0,-8.0,-8.0,seller_initiated,-3
151600,,,HYDROGEL_PACK,XIRECS,10014.0,6,10022.0,10014,10030,16,0.0,10022.0,0.0,-3.0,-3.0,1.0,-4.0,-8.0,-11.0,-1.0,-1.0,-16.0,-46.0,-87.0,-8.0,-8.0,seller_initiated,-6
153200,,,HYDROGEL_PACK,XIRECS,10008.0,5,10016.0,10008,10024,16,0.0,10016.0,0.0,-1.0,0.0,-2.0,-2.0,-5.0,-6.0,-6.0,6.0,5.0,-48.0,-76.0,-8.0,-8.0,seller_initiated,-5
157000,,,HYDROGEL_PACK,XIRECS,10024.0,4,10016.0,10008,10024,16,0.0,10016.0,0.0,-1.0,-4.0,-4.0,-2.0,-9.0,1.0,4.0,5.0,5.0,-33.0,-88.0,8.0,8.0,buyer_initiated,4
161100,,,HYDROGEL_PACK,XIRECS,10028.0,4,10020.0,10012,10028,16,0.0,10020.0,0.0,-2.0,0.0,0.0,1.0,-1.0,3.0,4.0,-15.0,-9.0,-50.0,-89.0,8.0,8.0,buyer_initiated,4
164600,,,HYDROGEL_PACK,XIRECS,10023.0,6,10031.0,10023,10039,16,0.0,10031.0,0.0,0.0,-4.0,-4.0,-3.0,-2.0,-9.0,-18.0,-14.0,-22.0,-58.0,-116.0,-8.0,-8.0,seller_initiated,-6
169000,,,HYDROGEL_PACK,XIRECS,10028.0,2,10020.0,10012,10028,16,0.0,10020.0,0.0,-3.0,-3.0,-2.0,-4.0,-8.0,-13.0,0.0,-9.0,-38.0,-57.0,-97.0,8.0,8.0,buyer_initiated,2
169200,,,HYDROGEL_PACK,XIRECS,10025.0,5,10017.0,10009,10025,16,0.0,10017.0,0.0,1.0,4.5,-1.0,-5.0,-6.0,-12.0,2.0,-9.0,-34.0,-55.0,-94.0,8.0,8.0,buyer_initiated,5
170100,,,HYDROGEL_PACK,XIRECS,10020.0,4,10012.0,10004,10020,16,0.0,10012.0,0.0,-1.0,-3.0,-3.0,-4.0,-7.0,-4.0,7.0,0.0,-38.5,-55.0,-89.0,8.0,8.0,buyer_initiated,4
177100,,,HYDROGEL_PACK,XIRECS,10011.0,3,10019.0,10011,10027,16,0.0,10019.0,0.0,0.0,0.0,-6.0,-8.0,-4.0,-9.0,-14.0,-21.0,-33.0,-109.5,-116.0,-8.0,-8.0,seller_initiated,-3
178100,,,HYDROGEL_PACK,XIRECS,10007.0,3,10015.0,10007,10023,16,0.0,10015.0,0.0,-1.0,0.0,-3.0,-5.0,-5.0,-3.0,-10.0,-18.0,-32.0,-108.0,-111.0,-8.0,-8.0,seller_initiated,-3
181600,,,HYDROGEL_PACK,XIRECS,9996.0,5,10004.0,9996,10012,16,0.0,10004.0,0.0,2.0,1.0,0.0,1.0,2.0,-5.0,-2.0,-24.0,-28.0,-93.0,-106.0,-8.0,-8.0,seller_initiated,-5
193400,,,HYDROGEL_PACK,XIRECS,9993.0,4,9985.0,9977,9993,16,0.0,9985.0,0.0,3.0,5.0,4.0,2.0,7.0,-1.0,-7.0,-18.0,-14.0,-61.0,-67.0,8.0,8.0,buyer_initiated,4
195600,,,HYDROGEL_PACK,XIRECS,9972.0,5,9980.0,9972,9988,16,0.0,9980.0,0.0,0.0,2.0,3.0,0.0,-1.0,8.5,-8.0,0.0,-9.0,-35.0,-38.0,-8.0,-8.0,seller_initiated,-5
206200,,,HYDROGEL_PACK,XIRECS,9992.0,3,9984.0,9976,9992,16,0.0,9984.0,0.0,-3.5,0.0,-1.0,1.0,1.5,5.0,-14.0,-8.0,-65.0,-49.0,-38.0,8.0,8.0,buyer_initiated,3
206600,,,HYDROGEL_PACK,XIRECS,9976.0,3,9984.0,9976,9992,16,0.0,9984.0,0.0,1.0,-4.0,-4.0,-2.0,2.0,4.0,-18.0,-6.0,-66.0,-51.0,-43.0,-8.0,-8.0,seller_initiated,-3
206700,,,HYDROGEL_PACK,XIRECS,9981.0,5,9985.0,9981,9989,8,-0.47368421052631576,9983.105263157895,-1.894736842104976,-5.0,-5.0,-2.0,0.5,3.0,3.0,-17.0,-7.0,-68.0,-50.0,-46.0,-4.0,-2.105263157895024,seller_initiated,-5
219200,,,HYDROGEL_PACK,XIRECS,9954.0,4,9962.0,9954,9970,16,0.0,9962.0,0.0,-1.0,-7.0,-7.0,-6.0,-5.0,-7.0,-27.0,-53.5,-45.0,-39.0,0.0,-8.0,-8.0,seller_initiated,-4
221200,,,HYDROGEL_PACK,XIRECS,9963.0,6,9955.0,9947,9963,16,0.0,9955.0,0.0,-1.0,-3.5,-4.0,-9.0,-11.0,-11.0,-36.0,-48.0,-34.0,-22.0,-1.0,8.0,8.0,buyer_initiated,6
224300,,,HYDROGEL_PACK,XIRECS,9942.0,4,9934.0,9926,9942,16,0.0,9934.0,0.0,-5.0,-2.0,-5.0,-3.0,-6.0,-16.5,-25.5,-18.0,-5.5,-19.0,16.0,8.0,8.0,buyer_initiated,4
233000,,,HYDROGEL_PACK,XIRECS,9927.0,3,9919.0,9911,9927,16,0.0,9919.0,0.0,0.0,0.0,1.0,-4.0,-2.0,-1.0,2.0,6.0,22.0,-8.0,36.0,8.0,8.0,buyer_initiated,3
235700,,,HYDROGEL_PACK,XIRECS,9906.0,6,9914.0,9906,9922,16,0.0,9914.0,0.0,-3.0,-3.5,-3.5,-7.5,-6.0,6.0,4.0,29.0,19.0,3.0,27.0,-8.0,-8.0,seller_initiated,-6
238900,,,HYDROGEL_PACK,XIRECS,9910.0,4,9918.0,9910,9926,16,0.0,9918.0,0.0,-1.0,1.0,-1.0,0.0,1.0,2.0,9.0,20.0,2.0,12.0,37.0,-8.0,-8.0,seller_initiated,-4
239300,,,HYDROGEL_PACK,XIRECS,9909.0,2,9917.0,9909,9925,16,0.0,9917.0,0.0,1.0,2.0,-1.0,0.0,2.0,6.0,11.5,14.0,10.0,8.5,37.0,-8.0,-8.0,seller_initiated,-2
239400,,,HYDROGEL_PACK,XIRECS,9910.0,4,9918.0,9910,9926,16,0.0,9918.0,0.0,1.0,-2.0,-1.0,1.0,0.0,2.5,12.0,13.5,10.0,2.0,34.0,-8.0,-8.0,seller_initiated,-4
239800,,,HYDROGEL_PACK,XIRECS,9925.0,5,9917.0,9909,9925,16,0.0,9917.0,0.0,2.0,1.0,1.0,2.0,-1.5,9.0,13.0,18.0,8.0,3.0,37.0,8.0,8.0,buyer_initiated,5
243800,,,HYDROGEL_PACK,XIRECS,9919.0,4,9927.0,9919,9935,16,0.0,9927.0,0.0,0.0,0.0,1.0,1.5,3.0,19.5,13.0,10.0,-5.0,-2.0,28.0,-8.0,-8.0,seller_initiated,-4
254300,,,HYDROGEL_PACK,XIRECS,9951.0,2,9943.0,9935,9951,16,0.0,9943.0,0.0,1.0,-2.0,-3.0,-1.0,-6.0,-11.0,-16.0,-28.0,-28.0,0.0,22.0,8.0,8.0,buyer_initiated,2
256200,,,HYDROGEL_PACK,XIRECS,9927.0,5,9935.0,9927,9943,16,0.0,9935.0,0.0,-3.0,-2.0,-2.0,0.0,-6.5,-16.0,-2.0,-12.0,-33.0,11.0,40.0,-8.0,-8.0,seller_initiated,-5
258900,,,HYDROGEL_PACK,XIRECS,9928.0,2,9920.0,9912,9928,16,0.0,9920.0,0.0,2.0,4.0,4.5,8.0,5.0,9.0,4.5,-1.0,-24.5,23.0,53.0,8.0,8.0,buyer_initiated,2
264200,,,HYDROGEL_PACK,XIRECS,9927.0,6,9919.5,9912,9927,15,0.0,9919.5,0.0,-4.5,-5.5,-4.5,-4.5,-2.5,3.5,3.5,-9.5,-4.5,22.5,58.5,7.5,7.5,buyer_initiated,6
264700,,,HYDROGEL_PACK,XIRECS,9907.0,2,9915.0,9907,9923,16,0.0,9915.0,0.0,2.0,0.0,-1.0,2.0,8.0,9.0,11.0,-2.0,1.0,29.0,70.0,-8.0,-8.0,seller_initiated,-2
265200,,,HYDROGEL_PACK,XIRECS,9909.0,5,9917.0,9909,9925,16,0.0,9917.0,0.0,-0.5,1.0,3.0,6.0,6.0,7.0,9.0,-9.5,2.0,31.0,71.0,-8.0,-8.0,seller_initiated,-5
267900,,,HYDROGEL_PACK,XIRECS,9926.0,6,9922.5,9919,9926,7,0.09090909090909091,9922.818181818182,0.31818181818198354,3.5,0.5,3.5,1.5,-3.5,5.5,-6.0,-21.5,7.5,31.0,73.5,3.5,3.1818181818180165,buyer_initiated,6
272900,,,HYDROGEL_PACK,XIRECS,9924.0,5,9916.5,9909,9924,15,0.0,9916.5,0.0,-2.5,-4.5,-0.5,-2.5,-6.5,-4.5,-15.5,-7.5,-2.5,35.5,74.5,7.5,7.5,buyer_initiated,5
273400,,,HYDROGEL_PACK,XIRECS,9922.0,3,9914.0,9906,9922,16,0.0,9914.0,0.0,-1.0,-0.5,-4.0,-4.0,1.0,-9.0,-11.0,-3.0,4.0,42.0,72.0,8.0,8.0,buyer_initiated,3
273500,,,HYDROGEL_PACK,XIRECS,9921.0,6,9913.0,9905,9921,16,0.0,9913.0,0.0,0.5,-3.0,-3.0,-2.0,1.0,-8.0,-11.0,-2.0,6.0,40.0,73.0,8.0,8.0,buyer_initiated,6
274400,,,HYDROGEL_PACK,XIRECS,9907.0,3,9915.0,9907,9923,16,0.0,9915.0,0.0,-1.0,-3.0,-2.0,-3.0,-10.0,-18.0,-20.0,3.0,10.0,35.0,68.5,-8.0,-8.0,seller_initiated,-3
275800,,,HYDROGEL_PACK,XIRECS,9912.0,6,9904.0,9896,9912,16,0.0,9904.0,0.0,1.0,0.0,-1.0,-2.0,-2.0,-4.0,-2.0,11.0,35.0,44.0,72.0,8.0,8.0,buyer_initiated,6
277000,,,HYDROGEL_PACK,XIRECS,9911.0,6,9903.0,9895,9911,16,0.0,9903.0,0.0,0.0,-1.0,-1.0,0.0,-2.5,-10.0,-2.5,26.0,49.0,47.0,72.0,8.0,8.0,buyer_initiated,6
277300,,,HYDROGEL_PACK,XIRECS,9910.0,3,9902.0,9894,9910,16,0.0,9902.0,0.0,-2.0,1.0,1.0,-2.0,1.0,-10.0,0.0,26.5,51.0,45.0,70.0,8.0,8.0,buyer_initiated,3
278800,,,HYDROGEL_PACK,XIRECS,9890.0,2,9897.5,9890,9905,15,0.0,9897.5,0.0,-2.0,-4.5,-6.5,-5.5,-0.5,4.5,16.0,34.5,57.5,53.5,80.0,-7.5,-7.5,seller_initiated,-2
279900,,,HYDROGEL_PACK,XIRECS,9890.0,6,9898.0,9890,9906,16,0.0,9898.0,0.0,-3.5,3.0,5.0,7.0,4.0,-4.0,18.5,21.5,54.0,52.0,76.5,-8.0,-8.0,seller_initiated,-6
282200,,,HYDROGEL_PACK,XIRECS,9891.0,4,9899.0,9891,9907,16,0.0,9899.0,0.0,3.0,6.5,7.0,7.0,14.0,16.0,33.0,18.0,48.0,50.0,66.0,-8.0,-8.0,seller_initiated,-4
283700,,,HYDROGEL_PACK,XIRECS,9922.0,5,9914.0,9906,9922,16,0.0,9914.0,0.0,-0.5,1.0,-1.0,1.0,2.0,3.0,15.0,9.0,31.0,41.0,63.0,8.0,8.0,buyer_initiated,5
284300,,,HYDROGEL_PACK,XIRECS,9923.0,6,9915.0,9907,9923,16,0.0,9915.0,0.0,3.0,2.0,2.0,1.0,2.0,3.0,10.5,9.0,28.0,32.0,62.0,8.0,8.0,buyer_initiated,6
288000,,,HYDROGEL_PACK,XIRECS,9936.0,5,9928.0,9920,9936,16,0.0,9928.0,0.0,4.0,3.0,0.5,1.0,0.0,-7.0,-16.0,27.0,3.0,32.0,53.0,8.0,8.0,buyer_initiated,5
291000,,,HYDROGEL_PACK,XIRECS,9905.0,3,9913.0,9905,9921,16,0.0,9913.0,0.0,0.0,5.0,1.0,0.0,2.0,-1.0,30.0,42.5,22.0,44.0,70.0,-8.0,-8.0,seller_initiated,-3
292800,,,HYDROGEL_PACK,XIRECS,9921.0,6,9913.0,9905,9921,16,0.0,9913.0,0.0,1.0,-1.0,-1.0,5.5,12.0,25.0,42.0,28.5,25.0,45.0,70.0,8.0,8.0,buyer_initiated,6
299100,,,HYDROGEL_PACK,XIRECS,9963.0,3,9955.0,9947,9963,16,0.0,9955.0,0.0,0.0,2.0,0.0,-4.0,0.0,-2.0,-11.0,-18.0,5.5,0.0,11.0,8.0,8.0,buyer_initiated,3
300800,,,HYDROGEL_PACK,XIRECS,9946.0,4,9954.0,9946,9962,16,0.0,9954.0,0.0,1.0,1.5,-1.0,2.0,-7.0,-12.5,-10.0,-16.0,3.0,-5.0,19.5,-8.0,-8.0,seller_initiated,-4
303800,,,HYDROGEL_PACK,XIRECS,9935.0,2,9943.0,9935,9951,16,0.0,9943.0,0.0,1.0,1.5,1.0,0.0,6.0,1.0,-1.0,1.0,8.0,26.0,40.0,-8.0,-8.0,seller_initiated,-2
305700,,,HYDROGEL_PACK,XIRECS,9951.0,6,9943.5,9936,9951,15,0.0,9943.5,0.0,0.5,-0.5,-0.5,2.5,-4.5,-4.0,-4.5,2.5,3.5,30.5,44.5,7.5,7.5,buyer_initiated,6
306100,,,HYDROGEL_PACK,XIRECS,9952.0,5,9944.0,9936,9952,16,0.0,9944.0,0.0,2.0,-2.0,-4.0,-3.0,-9.0,-9.5,-11.0,3.0,4.0,32.0,42.0,8.0,8.0,buyer_initiated,5
310100,,,HYDROGEL_PACK,XIRECS,9942.0,4,9934.0,9926,9942,16,0.0,9934.0,0.0,1.0,5.0,-1.0,3.0,-1.0,3.5,16.0,24.5,13.0,49.0,46.0,8.0,8.0,buyer_initiated,4
311800,,,HYDROGEL_PACK,XIRECS,9945.0,2,9937.0,9929,9945,16,0.0,9937.0,0.0,-1.0,3.0,0.5,2.0,1.0,7.0,10.0,10.0,8.0,48.0,40.0,8.0,8.0,buyer_initiated,2
314800,,,HYDROGEL_PACK,XIRECS,9953.0,3,9945.0,9937,9953,16,0.0,9945.0,0.0,3.0,3.0,5.0,5.0,2.5,2.0,15.0,-1.0,2.5,41.0,25.0,8.0,8.0,buyer_initiated,3
315400,,,HYDROGEL_PACK,XIRECS,9956.0,4,9948.0,9940,9956,16,0.0,9948.0,0.0,-2.0,-8.5,-2.0,0.0,4.0,8.0,9.0,0.0,-5.0,43.0,20.0,8.0,8.0,buyer_initiated,4
316900,,,HYDROGEL_PACK,XIRECS,9954.0,2,9946.5,9939,9954,15,0.0,9946.5,0.0,3.5,6.0,7.5,9.5,7.0,11.5,2.5,6.5,-3.5,50.5,30.5,7.5,7.5,buyer_initiated,2
328900,,,HYDROGEL_PACK,XIRECS,9958.0,2,9950.0,9942,9958,16,0.0,9950.0,0.0,3.0,2.0,1.0,-1.0,0.0,-10.0,5.0,5.0,5.0,30.0,14.5,8.0,8.0,buyer_initiated,2
332800,,,HYDROGEL_PACK,XIRECS,9947.0,3,9955.0,9947,9963,16,0.0,9955.0,0.0,1.5,0.0,1.0,-1.0,0.0,-7.5,2.0,3.0,6.0,13.0,2.5,-8.0,-8.0,seller_initiated,-3
338400,,,HYDROGEL_PACK,XIRECS,9948.0,4,9956.0,9948,9964,16,0.0,9956.0,0.0,-1.0,-0.5,-1.0,-1.0,-4.0,3.0,2.0,-5.0,10.0,26.0,16.0,-8.0,-8.0,seller_initiated,-4
340200,,,HYDROGEL_PACK,XIRECS,9951.0,2,9959.0,9951,9967,16,0.0,9959.0,0.0,-1.0,0.0,4.0,3.0,-1.5,1.0,-10.0,-1.0,26.0,22.0,5.0,-8.0,-8.0,seller_initiated,-2
342300,,,HYDROGEL_PACK,XIRECS,9966.0,2,9958.0,9950,9966,16,0.0,9958.0,0.0,2.0,2.0,1.0,0.0,0.0,-6.0,-24.5,1.0,29.0,24.0,2.0,8.0,8.0,buyer_initiated,2
344100,,,HYDROGEL_PACK,XIRECS,9942.0,3,9950.0,9942,9958,16,0.0,9950.0,0.0,2.0,2.0,0.0,0.0,-2.0,-11.0,5.0,15.0,26.0,17.0,13.0,-8.0,-8.0,seller_initiated,-3
344500,,,HYDROGEL_PACK,XIRECS,9942.0,3,9950.0,9942,9958,16,0.0,9950.0,0.0,0.0,1.0,1.0,-2.0,-2.0,-9.5,0.0,16.0,30.0,17.5,15.0,-8.0,-8.0,seller_initiated,-3
344600,,,HYDROGEL_PACK,XIRECS,9958.0,6,9950.0,9942,9958,16,0.0,9950.0,0.0,1.0,1.0,0.0,-2.0,-4.0,-12.0,1.0,18.0,33.0,17.0,17.5,8.0,8.0,buyer_initiated,6
346100,,,HYDROGEL_PACK,XIRECS,9947.0,2,9939.0,9931,9947,16,0.0,9939.0,0.0,-2.0,3.0,4.0,-1.0,2.5,-1.0,7.0,37.0,57.0,40.0,27.5,8.0,8.0,buyer_initiated,2
347400,,,HYDROGEL_PACK,XIRECS,9947.0,4,9939.0,9931,9947,16,0.0,9939.0,0.0,-4.0,-3.5,-6.0,-4.0,12.0,12.0,21.0,37.0,58.0,24.0,33.0,8.0,8.0,buyer_initiated,4
351400,,,HYDROGEL_PACK,XIRECS,9937.0,6,9945.0,9937,9953,16,0.0,9945.0,0.0,0.0,2.0,4.0,8.0,15.0,23.0,28.0,43.0,38.0,33.0,33.0,-8.0,-8.0,seller_initiated,-6
359500,,,HYDROGEL_PACK,XIRECS,9972.0,5,9980.0,9972,9988,16,0.0,9980.0,0.0,-1.0,1.0,0.0,3.0,7.0,6.0,0.0,-1.0,-6.0,-5.0,-20.0,-8.0,-8.0,seller_initiated,-5
365300,,,HYDROGEL_PACK,XIRECS,9984.0,2,9992.0,9984,10000,16,0.0,9992.0,0.0,-1.0,-3.0,-4.0,-2.0,5.0,7.0,-8.0,-15.0,-11.0,-21.0,-7.0,-8.0,-8.0,seller_initiated,-2
366500,,,HYDROGEL_PACK,XIRECS,10001.0,2,9993.0,9985,10001,16,0.0,9993.0,0.0,4.0,5.0,4.0,2.0,4.0,-2.0,-8.0,-11.0,-17.0,-22.0,-6.0,8.0,8.0,buyer_initiated,2
384800,,,HYDROGEL_PACK,XIRECS,9978.0,4,9982.0,9978,9986,8,-0.3,9980.8,-1.2000000000007276,-1.0,-2.0,0.0,-1.0,-2.0,-6.0,-6.0,-14.0,2.0,-12.0,21.0,-4.0,-2.7999999999992724,seller_initiated,-4
385500,,,HYDROGEL_PACK,XIRECS,9972.0,5,9980.0,9972,9988,16,0.0,9980.0,0.0,1.0,0.0,0.0,0.0,-4.0,3.0,-3.0,-4.0,6.0,-12.0,26.0,-8.0,-8.0,seller_initiated,-5
