column,dtype,missing_count,missing_pct,present_pct,n_unique
book_wap_mid_L3,float64,0,0.0,1.0,6749
book_wap_edge_L3,float64,0,0.0,1.0,422
mid_change,float64,1,0.0001,0.9999,43
bid_change,float64,1,0.0001,0.9999,26
ask_change,float64,1,0.0001,0.9999,29
spread_change,float64,1,0.0001,0.9999,14
bid_size_1_change,float64,1,0.0001,0.9999,23
ask_size_1_change,float64,1,0.0001,0.9999,23
mid_changed,int64,0,0.0,1.0,2
bid_changed,int64,0,0.0,1.0,2
ask_changed,int64,0,0.0,1.0,2
spread_changed,int64,0,0.0,1.0,2
bid_size_1_changed,int64,0,0.0,1.0,2
ask_size_1_changed,int64,0,0.0,1.0,2
past_ret_1,float64,1,0.0001,0.9999,43
future_ret_1,float64,1,0.0001,0.9999,43
future_abs_ret_1,float64,1,0.0001,0.9999,23
future_up_1,int64,0,0.0,1.0,2
past_ret_2,float64,2,0.0002,0.9998,47
future_ret_2,float64,2,0.0002,0.9998,47
future_abs_ret_2,float64,2,0.0002,0.9998,25
future_up_2,int64,0,0.0,1.0,2
past_ret_3,float64,3,0.0003,0.9997,52
future_ret_3,float64,3,0.0003,0.9997,52
future_abs_ret_3,float64,3,0.0003,0.9997,27
future_up_3,int64,0,0.0,1.0,2
past_ret_5,float64,5,0.0005,0.9995,60
future_ret_5,float64,5,0.0005,0.9995,60
future_abs_ret_5,float64,5,0.0005,0.9995,32
future_up_5,int64,0,0.0,1.0,2
past_ret_10,float64,10,0.001,0.999,82
future_ret_10,float64,10,0.001,0.999,82
future_abs_ret_10,float64,10,0.001,0.999,42
future_up_10,int64,0,0.0,1.0,2
past_ret_20,float64,20,0.002,0.998,107
future_ret_20,float64,20,0.002,0.998,107
future_abs_ret_20,float64,20,0.002,0.998,57
future_up_20,int64,0,0.0,1.0,2
past_ret_50,float64,50,0.005,0.995,149
future_ret_50,float64,50,0.005,0.995,149
future_abs_ret_50,float64,50,0.005,0.995,78
future_up_50,int64,0,0.0,1.0,2
past_ret_100,float64,100,0.01,0.99,201
future_ret_100,float64,100,0.01,0.99,201
future_abs_ret_100,float64,100,0.01,0.99,109
future_up_100,int64,0,0.0,1.0,2
past_ret_200,float64,200,0.02,0.98,277
future_ret_200,float64,200,0.02,0.98,277
future_abs_ret_200,float64,200,0.02,0.98,153
future_up_200,int64,0,0.0,1.0,2
past_ret_500,float64,500,0.05,0.95,337
future_ret_500,float64,500,0.05,0.95,337
future_abs_ret_500,float64,500,0.05,0.95,186
future_up_500,int64,0,0.0,1.0,2
past_ret_1000,float64,1000,0.1,0.9,377
future_ret_1000,float64,1000,0.1,0.9,377
future_abs_ret_1000,float64,1000,0.1,0.9,210
future_up_1000,int64,0,0.0,1.0,2
roll_mean_10,float64,2,0.0002,0.9998,2689
roll_median_10,float64,2,0.0002,0.9998,595
roll_std_mid_10,float64,2,0.0002,0.9998,9359
roll_vol_ret1_10,float64,3,0.0003,0.9997,7140
dev_roll_mean_10,float64,2,0.0002,0.9998,392
dev_roll_median_10,float64,2,0.0002,0.9998,96
z_roll_mean_10,float64,2,0.0002,0.9998,9781
ema_10,float64,2,0.0002,0.9998,9998
dev_ema_10,float64,2,0.0002,0.9998,9998
roll_mean_20,float64,3,0.0003,0.9997,4287
roll_median_20,float64,3,0.0003,0.9997,580
roll_std_mid_20,float64,3,0.0003,0.9997,9526
roll_vol_ret1_20,float64,4,0.0004,0.9996,7890
dev_roll_mean_20,float64,3,0.0003,0.9997,1008
dev_roll_median_20,float64,3,0.0003,0.9997,135
z_roll_mean_20,float64,3,0.0003,0.9997,9883
ema_20,float64,3,0.0003,0.9997,9997
dev_ema_20,float64,3,0.0003,0.9997,9997
roll_mean_50,float64,9,0.0009,0.9991,6545
roll_median_50,float64,9,0.0009,0.9991,557
roll_std_mid_50,float64,9,0.0009,0.9991,9723
roll_vol_ret1_50,float64,10,0.001,0.999,7853
dev_roll_mean_50,float64,9,0.0009,0.9991,3086
dev_roll_median_50,float64,9,0.0009,0.9991,187
z_roll_mean_50,float64,9,0.0009,0.9991,9935
ema_50,float64,9,0.0009,0.9991,9991
dev_ema_50,float64,9,0.0009,0.9991,9991
roll_mean_100,float64,19,0.0019,0.9981,7742
roll_median_100,float64,19,0.0019,0.9981,540
roll_std_mid_100,float64,19,0.0019,0.9981,9757
roll_vol_ret1_100,float64,20,0.002,0.998,8394
dev_roll_mean_100,float64,19,0.0019,0.9981,5787
dev_roll_median_100,float64,19,0.0019,0.9981,248
z_roll_mean_100,float64,19,0.0019,0.9981,9932
ema_100,float64,19,0.0019,0.9981,9981
dev_ema_100,float64,19,0.0019,0.9981,9981
roll_mean_200,float64,19,0.0019,0.9981,8491
roll_median_200,float64,19,0.0019,0.9981,491
roll_std_mid_200,float64,19,0.0019,0.9981,9804
roll_vol_ret1_200,float64,20,0.002,0.998,8475
dev_roll_mean_200,float64,19,0.0019,0.9981,7930
dev_roll_median_200,float64,19,0.0019,0.9981,333
z_roll_mean_200,float64,19,0.0019,0.9981,9954
ema_200,float64,19,0.0019,0.9981,9981
dev_ema_200,float64,19,0.0019,0.9981,9981
roll_mean_500,float64,19,0.0019,0.9981,9216
roll_median_500,float64,19,0.0019,0.9981,446
roll_std_mid_500,float64,19,0.0019,0.9981,9883
roll_vol_ret1_500,float64,20,0.002,0.998,8722
dev_roll_mean_500,float64,19,0.0019,0.9981,9334
dev_roll_median_500,float64,19,0.0019,0.9981,428
z_roll_mean_500,float64,19,0.0019,0.9981,9964
ema_500,float64,19,0.0019,0.9981,9981
dev_ema_500,float64,19,0.0019,0.9981,9981
roll_mean_1000,float64,19,0.0019,0.9981,9616
roll_median_1000,float64,19,0.0019,0.9981,399
roll_std_mid_1000,float64,19,0.0019,0.9981,9923
roll_vol_ret1_1000,float64,20,0.002,0.998,8783
dev_roll_mean_1000,float64,19,0.0019,0.9981,9741
dev_roll_median_1000,float64,19,0.0019,0.9981,449
z_roll_mean_1000,float64,19,0.0019,0.9981,9971
ema_1000,float64,19,0.0019,0.9981,9981
dev_ema_1000,float64,19,0.0019,0.9981,9981
global_mean,float64,0,0.0,1.0,1
dev_global_mean,float64,0,0.0,1.0,325
z_global_mean,float64,0,0.0,1.0,325
row_index,int64,0,0.0,1.0,10000
time_bucket_10,int64,0,0.0,1.0,10
time_bucket_20,int64,0,0.0,1.0,20
