bucket,count,timestamp_min,timestamp_max,mid_start,mid_end,mid_mean,mid_std,spread_mean,ret1_std,imbalance_L1_mean,future_abs_ret_1_mean,imbalance_corr_future_ret_1,dev500_corr_future_ret_1,future_abs_ret_2_mean,imbalance_corr_future_ret_2,dev500_corr_future_ret_2,future_abs_ret_3_mean,imbalance_corr_future_ret_3,dev500_corr_future_ret_3,future_abs_ret_5_mean,imbalance_corr_future_ret_5,dev500_corr_future_ret_5,future_abs_ret_10_mean,imbalance_corr_future_ret_10,dev500_corr_future_ret_10,future_abs_ret_20_mean,imbalance_corr_future_ret_20,dev500_corr_future_ret_20,future_abs_ret_50_mean,imbalance_corr_future_ret_50,dev500_corr_future_ret_50,future_abs_ret_100_mean,imbalance_corr_future_ret_100,dev500_corr_future_ret_100,future_abs_ret_200_mean,imbalance_corr_future_ret_200,dev500_corr_future_ret_200,future_abs_ret_500_mean,imbalance_corr_future_ret_500,dev500_corr_future_ret_500,future_abs_ret_1000_mean,imbalance_corr_future_ret_1000,dev500_corr_future_ret_1000
10,500,500000,549900,9999.0,10012.0,10010.826,8.123528015267116,15.672,2.199748573718176,-0.0014929994617637638,1.724,0.2714496257163336,-0.04708588628746086,2.252,0.1926916427737437,-0.05230134061707371,2.708,0.16086603092584079,-0.05832758607846206,3.406,0.15273668240283958,-0.06316627074768136,4.734,0.14267250079925667,-0.08289027385072839,5.922,0.1913394238106578,-0.10467199317588911,6.325,0.1295848120581905,-0.08961273271579684,7.909,0.17811903606596105,0.17349397381683884,9.685,0.129537554247587,0.5658447683973555,10.727,0.09636739272520928,0.16896858285658178,13.337,0.08468006974051769,0.2308087614143097
11,500,550000,599900,10008.0,10023.0,10008.515,8.641563993659542,15.746,2.1238025035648436,-0.0017813310013000416,1.612,0.3503366960829467,-0.09065953470494169,2.098,0.2676927324760881,-0.10813430405866745,2.444,0.23479992597200403,-0.12071544693235906,3.036,0.18083935467854495,-0.13922304983193076,4.08,0.1330226043759987,-0.16850083667108845,5.324,0.10537854612610527,-0.23950714882134083,8.501,0.1075726927663069,-0.4717265474461625,11.342,0.10925201948397306,-0.55613098661737,13.913,0.07124122137608598,-0.7784764606564181,15.392,0.09805726060641098,-0.6942693087813004,10.882,0.040721601546732086,-0.1768957368189694
12,500,600000,649900,10024.0,10001.0,10012.615,12.623588434749443,15.778,2.0793536069763823,0.001937181411639616,1.616,0.28857049432290177,-0.06202408009208213,2.214,0.24413722562244167,-0.08479876807540121,2.676,0.15877983892524566,-0.10387179703300478,3.462,0.10254629151332081,-0.1329326997743051,5.044,0.07346839884944464,-0.19634096114405106,6.989,0.08427121505185066,-0.2717879821976445,12.359,0.09024497911679091,-0.3828034315441094,18.142,0.05072556973099482,-0.6408654573010306,21.335,0.001547538146893781,-0.8814078390173878,23.214,-0.05824443688982634,-0.9515196713343543,39.293,0.020768603862026655,-0.7791328030280901
13,500,650000,699900,9997.0,10047.0,10005.171,14.498505865939752,15.59,2.3061162903655528,0.00029852216179447323,1.771,0.32856651407997667,0.0009152431225487016,2.333,0.20864739534168583,0.012922406078747476,2.803,0.17269582480799225,0.017757095832236752,3.611,0.14682635795718124,0.018175135977734656,4.854,0.05392572136445566,0.03991357388060674,7.071,0.049494042703211304,0.042747659125595874,12.32,0.04730842275632582,-0.1342366344389907,19.777,0.04847248690009696,-0.32142378190508025,25.803,0.024819116360318628,-0.35998672087559874,46.737,0.04083766184272381,-0.7731524330045793,54.318,-0.0011233311357417525,-0.93380921911605
14,500,700000,749900,10050.5,10053.0,10051.908,11.44221939876784,15.868,2.1084941297025184,0.005241353383458647,1.552,0.31426336185030623,-0.05328845872893884,2.156,0.21654272222259527,-0.061461062743964345,2.696,0.2331886758998353,-0.07340883311904019,3.498,0.17863143358056285,-0.08588673996349791,4.745,0.0778640883407627,-0.11901443765128451,6.398,0.02864242076135188,-0.1763478318476564,10.632,0.016250336098377394,-0.29884721018452864,15.592,0.05279943524064892,-0.5392645574522809,16.79,0.03142213801141539,-0.4752376944817937,12.559,0.03149480945977481,-0.018484113441245526,37.032,0.0328136455031965,-0.8444942365290012
15,500,750000,799900,10053.5,10021.0,10058.291,11.993602962581681,15.774,2.03425179383513,-0.0021343350432191464,1.584,0.36017459311720634,0.002745626381094846,2.074,0.2768889294223208,0.01631516111054598,2.578,0.25346508526304046,0.03005991361244743,3.218,0.1647994853913764,0.057283242767888605,4.487,0.10872820246647216,0.10898012986807747,6.147,0.04531782801282577,0.2235380405558059,11.177,0.05300661206471922,0.24989787689390694,15.625,0.07219360488074822,0.24955911934544117,27.691,0.00918349693480061,0.03308983102915683,43.763,-0.02275873804522846,-0.8719911689251711,37.486,0.02364467264440746,-0.03642245107771161
16,500,800000,849900,10015.5,10037.0,10015.092,12.11697892862381,15.8,2.134499514254502,0.00340159258488778,1.613,0.2515251960728801,-0.011088780879741557,2.237,0.18772902397953986,-0.005299967417832605,2.731,0.12305638794927852,-0.007233414872398657,3.387,0.0712161389189618,-0.008938531831705274,4.656,0.011814407474614066,-0.018592759455006967,6.269,-0.0036126442734862917,-0.018639412404881116,8.949,-0.023572192379372112,0.044501477677293386,13.802,-0.0790432855455603,0.2985168431474055,20.482,-0.0666816597139275,0.3190163220747248,34.051,0.05783263635406826,-0.9393771740350191,15.177,0.03208285025107001,-0.7725438791047585
17,500,850000,899900,10037.0,10000.0,10023.423,27.686778186938717,15.806,2.0768125338126215,0.001180750896849968,1.594,0.26324136586025637,-0.0065342474809156,2.188,0.21273417923797122,-0.007152006771548733,2.708,0.207524964349691,-0.00811093195033254,3.616,0.16150680755759,-0.007991086807099802,5.614,0.15508086530475118,-0.02656256078519777,8.721,0.11879167385221753,-0.07127123811901298,15.255,0.08341946579642598,-0.18104983312856965,21.263,0.047172211500716196,-0.44173497188372857,32.653,0.04082460384687676,-0.8340458049494762,22.918,0.035138258028974266,-0.8998603514195931,28.618,0.028880767025795624,-0.8442419345561787
18,500,900000,949900,10000.0,10029.0,10012.435,10.927263388897545,15.686,2.238673562321509,0.001539473237460854,1.698,0.26605744782632645,-0.1087641719756023,2.258,0.26052118825648996,-0.14312698219042486,2.752,0.17894998338468193,-0.17429485559414845,3.516,0.13346328366362,-0.23928587654895622,5.148,0.09319450734450194,-0.34996368152438817,7.617,0.0865513393476434,-0.5012108105445962,10.582,0.0827596205805691,-0.6375114207570267,13.817,0.08363233565465003,-0.8254583973111352,15.378,0.013481056486614204,-0.6802165401852094,12.844,0.10468622913469598,-0.616367589479641,,,
19,500,950000,999900,10033.0,10015.0,10014.803,13.044501102688294,15.814,2.1418195025639126,-0.0012509631922944617,1.6272545090180361,0.31369082729062553,-0.09018384062850272,2.281124497991968,0.17325779184899812,-0.11950799305925043,2.762575452716298,0.16616186736651914,-0.14198788411370267,3.6303030303030304,0.1603840198967822,-0.1809178298587396,5.002040816326531,0.07777833441634069,-0.24735596193461243,7.610416666666667,0.0809457911862743,-0.37525005517181637,13.04111111111111,0.04744775755022275,-0.6110340180436137,16.22125,0.033419316529103356,-0.6860913293004367,22.453333333333333,0.02833276532302385,-0.9093005332060308,,,,,,
