timestamp,buyer,seller,symbol,currency,price,quantity,day,mid_at_trade,mid_next,mid_fwd_10,mid_fwd_100,mid_fwd_500
50300,Mark 38,Mark 14,VEV_4000,XIRECS,1257.0,3,1,1246.5,1246.5,1245.5,1247.5,1246.5
50700,Mark 01,Mark 22,VEV_5400,XIRECS,16.0,5,1,16.5,16.0,16.5,16.5,16.5
50700,Mark 01,Mark 22,VEV_5500,XIRECS,7.0,5,1,7.5,7.0,7.5,7.5,7.5
50700,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,5,1,0.5,0.5,0.5,0.5,0.5
50700,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,5,1,0.5,0.5,0.5,0.5,0.5
51700,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5243.0,4,1,5245.5,5247.5,5246.0,5245.5,5248.5
52400,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9961.0,5,1,9969.0,9971.0,9965.0,9940.0,9952.0
52800,Mark 01,Mark 22,VEV_5400,XIRECS,16.0,3,1,16.5,16.5,16.0,16.0,16.5
52800,Mark 01,Mark 22,VEV_5500,XIRECS,7.0,3,1,7.5,7.5,7.5,7.5,7.5
52800,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,3,1,0.5,0.5,0.5,0.5,0.5
52800,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,3,1,0.5,0.5,0.5,0.5,0.5
53000,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9961.0,4,1,9969.0,9968.5,9960.0,9942.5,9945.0
53400,Mark 14,Mark 22,VEV_5500,XIRECS,7.0,2,1,7.5,7.5,7.5,7.5,7.5
53400,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,2,1,0.5,0.5,0.5,0.5,0.5
53400,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,2,1,0.5,0.5,0.5,0.5,0.5
53800,Mark 38,Mark 14,VEV_4000,XIRECS,1255.0,2,1,1244.5,1244.5,1244.5,1242.5,1247.5
54400,Mark 14,Mark 38,VEV_4000,XIRECS,1234.0,3,1,1244.5,1243.5,1247.5,1244.5,1249.5
57600,Mark 38,Mark 14,VEV_4000,XIRECS,1257.0,3,1,1246.5,1247.5,1244.5,1246.5,1261.5
59300,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9949.0,4,1,9957.0,9957.0,9953.0,9957.5,9968.0
59600,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5244.0,4,1,5246.5,5246.5,5248.5,5244.5,5270.5
60300,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5245.0,5,1,5247.5,5248.5,5245.5,5242.5,5267.5
61100,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9961.0,2,1,9953.0,9952.0,9945.0,9963.0,9959.0
61400,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9962.0,2,1,9954.0,9954.0,9940.0,9961.0,9957.0
62100,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5243.0,6,1,5245.5,5243.5,5242.0,5243.5,5263.5
62600,Mark 38,Mark 14,VEV_4000,XIRECS,1254.0,1,1,1243.5,1243.0,1245.5,1238.5,1263.0
63100,Mark 38,Mark 14,VEV_4000,XIRECS,1252.0,3,1,1242.0,1242.5,1241.5,1238.5,1260.5
63200,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9950.0,5,1,9942.0,9940.0,9940.0,9971.0,9950.0
63200,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5240.0,8,1,5242.5,5242.5,5242.5,5237.5,5260.0
64200,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5245.0,6,1,5242.5,5242.5,5244.5,5237.0,5264.5
64300,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9933.0,4,1,9941.0,9940.5,9939.0,9983.0,9945.0
65400,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9930.0,4,1,9938.0,9939.0,9948.5,9983.0,9946.0
65700,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5240.0,8,1,5242.5,5241.5,5242.5,5237.5,5256.5
65900,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9935.0,2,1,9942.5,9942.0,9949.0,9983.0,9947.0
67700,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5250.0,4,1,5248.5,5247.0,5245.5,5237.5,5257.5
68000,Mark 38,Mark 14,VEV_4000,XIRECS,1258.0,2,1,1247.5,1246.5,1244.5,1238.5,1257.5
69500,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9952.0,2,1,9959.5,9962.0,9955.0,9983.0,9956.0
70500,Mark 14,Mark 38,VEV_4000,XIRECS,1232.0,1,1,1242.0,1242.5,1240.5,1237.5,1259.0
73400,Mark 22,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5237.0,8,1,5235.5,5236.5,5237.5,5235.5,5264.5
73400,Mark 55,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5236.0,6,1,5235.5,5236.5,5237.5,5235.5,5264.5
73500,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9966.0,3,1,9974.0,9978.0,9980.0,9975.0,9949.0
74100,Mark 01,Mark 22,VEV_5300,XIRECS,42.0,3,1,43.0,43.0,44.0,41.0,53.5
74100,Mark 01,Mark 22,VEV_5400,XIRECS,14.0,3,1,14.5,15.0,15.5,14.0,20.0
74100,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,3,1,6.5,6.5,6.5,6.5,8.5
74100,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,3,1,0.5,0.5,0.5,0.5,0.5
74100,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,3,1,0.5,0.5,0.5,0.5,0.5
74300,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5238.0,6,1,5235.5,5237.5,5240.5,5232.5,5262.0
74400,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5235.0,4,1,5237.5,5237.5,5239.5,5232.5,5261.5
76600,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9995.0,3,1,9987.0,9990.0,9993.0,9964.0,9949.0
77300,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5241.0,8,1,5238.5,5238.5,5239.5,5239.5,5264.5
78300,Mark 14,Mark 38,VEV_4000,XIRECS,1229.0,3,1,1239.5,1238.5,1239.5,1240.5,1264.5
78400,Mark 67,Mark 22,VELVETFRUIT_EXTRACT,XIRECS,5238.0,7,1,5237.0,5241.0,5239.5,5242.5,5263.5
78500,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10000.0,4,1,9992.0,9990.0,9983.0,9960.0,9962.0
79000,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9982.0,3,1,9989.5,9991.0,9984.0,9967.0,9961.0
79800,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9994.0,6,1,9986.0,9986.0,9985.0,9965.0,9959.0
81300,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9970.0,6,1,9978.0,9973.0,9969.0,9958.0,9949.0
81700,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9980.0,3,1,9972.0,9970.0,9980.5,9958.0,9951.0
81900,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9978.0,2,1,9970.0,9970.0,9969.0,9959.0,9948.5
82300,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9977.0,3,1,9969.0,9971.0,9975.0,9964.0,9956.0
82300,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5235.0,3,1,5237.5,5238.5,5234.0,5242.5,5264.0
83200,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5237.0,7,1,5234.0,5234.0,5230.5,5244.5,5263.5
84300,Mark 38,Mark 14,VEV_4000,XIRECS,1243.0,1,1,1232.5,1232.5,1229.5,1243.5,1262.5
84600,Mark 67,Mark 22,VELVETFRUIT_EXTRACT,XIRECS,5233.0,8,1,5232.0,5234.0,5235.5,5244.5,5261.5
85300,Mark 14,Mark 22,VEV_5300,XIRECS,42.0,2,1,43.0,42.0,43.5,46.0,51.5
85300,Mark 01,Mark 22,VEV_5400,XIRECS,14.0,2,1,14.5,14.5,15.0,16.0,19.0
85300,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,2,1,6.5,6.5,6.5,7.0,8.5
85300,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,2,1,0.5,0.5,0.5,0.5,0.5
85300,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,2,1,0.5,0.5,0.5,0.5,0.5
86100,Mark 01,Mark 22,VEV_5400,XIRECS,14.0,5,1,15.0,15.0,15.0,15.5,20.0
86100,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,5,1,6.5,6.5,6.5,6.5,8.5
86100,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,5,1,0.5,0.5,0.5,0.5,0.5
86100,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,5,1,0.5,0.5,0.5,0.5,0.5
87900,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5239.0,3,1,5241.5,5240.5,5242.0,5242.5,5257.5
88500,Mark 67,Mark 22,VELVETFRUIT_EXTRACT,XIRECS,5242.0,6,1,5241.0,5243.0,5243.5,5245.5,5257.5
89300,Mark 14,Mark 38,VEV_4000,XIRECS,1232.0,3,1,1242.5,1242.5,1243.5,1245.5,1258.5
89800,Mark 01,Mark 22,VEV_5300,XIRECS,45.0,4,1,46.0,46.0,45.5,47.0,51.0
89800,Mark 01,Mark 22,VEV_5400,XIRECS,15.0,4,1,16.0,16.0,15.5,17.0,19.0
89800,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,4,1,0.5,0.5,0.5,0.5,0.5
89800,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,4,1,0.5,0.5,0.5,0.5,0.5
91100,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5244.0,6,1,5241.5,5242.5,5240.5,5248.5,5258.5
92000,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5243.0,8,1,5240.5,5240.5,5244.0,5244.0,5259.5
92100,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9955.0,4,1,9963.0,9965.0,9965.0,9952.0,9966.0
92500,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9956.0,2,1,9964.0,9966.0,9969.0,9949.5,9962.0
93700,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5246.0,6,1,5243.5,5243.5,5244.5,5246.5,5264.0
93800,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5246.0,7,1,5243.5,5244.5,5244.5,5247.5,5264.0
94400,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9974.0,4,1,9966.0,9964.0,9963.5,9954.0,9955.0
97100,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9950.0,2,1,9958.0,9958.0,9951.0,9960.0,9958.0
98600,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9962.0,2,1,9954.0,9954.0,9948.0,9964.0,9964.0
99000,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9961.0,3,1,9953.0,9952.0,9945.0,9964.0,9965.0
100500,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5248.0,4,1,5245.5,5246.0,5249.5,5267.5,5265.5
101400,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9936.0,5,1,9944.0,9943.0,9952.0,9957.0,9953.0
101500,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9935.0,6,1,9943.0,9943.0,9949.5,9957.0,9954.0
102500,Mark 14,Mark 38,VEV_4000,XIRECS,1235.0,1,1,1245.5,1246.5,1246.5,1263.0,1257.5
102800,Mark 14,Mark 38,VEV_4000,XIRECS,1236.0,1,1,1246.5,1247.5,1247.5,1261.5,1256.5
103100,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9952.0,4,1,9944.0,9945.0,9951.0,9950.0,9955.0
103500,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9940.0,3,1,9948.0,9951.0,9952.0,9947.0,9958.0
104400,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5252.0,6,1,5249.5,5249.5,5255.5,5265.5,5254.5
107100,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9952.0,5,1,9960.0,9963.0,9954.0,9959.0,9964.0
107900,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5267.0,3,1,5264.0,5262.5,5266.5,5257.5,5255.0
109000,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5265.0,12,1,5264.5,5266.5,5270.0,5257.5,5254.5
109100,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9957.0,2,1,9965.0,9965.0,9960.0,9952.0,9962.0
110100,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5265.0,4,1,5267.5,5267.5,5264.5,5258.5,5252.5
112000,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5260.0,3,1,5262.5,5263.5,5260.0,5263.5,5254.5
112700,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9948.0,2,1,9956.0,9952.0,9949.0,9947.0,9970.0
113900,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9956.0,2,1,9948.0,9947.0,9951.0,9942.0,9961.0
115500,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9937.0,3,1,9945.0,9945.0,9946.5,9946.0,9968.5
118800,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5257.0,3,1,5259.5,5259.5,5259.0,5264.5,5249.5
119400,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9962.0,3,1,9954.0,9956.0,9954.0,9959.0,9966.0
120300,Mark 01,Mark 22,VEV_5400,XIRECS,18.0,4,1,18.5,18.5,19.5,19.5,17.5
120300,Mark 01,Mark 22,VEV_5500,XIRECS,8.0,4,1,8.5,8.5,8.5,8.5,7.5
120300,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,4,1,0.5,0.5,0.5,0.5,0.5
120300,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,4,1,0.5,0.5,0.5,0.5,0.5
120700,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9958.0,2,1,9950.0,9949.0,9954.0,9955.5,9976.0
123300,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5262.0,7,1,5264.5,5264.5,5262.0,5264.0,5249.0
125600,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5265.0,3,1,5262.5,5261.5,5266.0,5260.5,5246.5
126000,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9953.0,4,1,9945.0,9946.0,9949.0,9953.0,9992.0
127200,Mark 01,Mark 22,VEV_5500,XIRECS,8.0,3,1,8.5,8.5,8.5,8.5,7.5
127200,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,3,1,0.5,0.5,0.5,0.5,0.5
127200,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,3,1,0.5,0.5,0.5,0.5,0.5
129100,Mark 38,Mark 14,VEV_4000,XIRECS,1275.0,3,1,1264.0,1264.5,1263.0,1257.5,1247.5
129500,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9967.0,6,1,9959.0,9957.0,9956.0,9964.0,9998.0
129800,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9951.0,4,1,9959.0,9958.0,9954.0,9968.0,9998.0
130800,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9946.0,5,1,9954.0,9952.0,9951.0,9961.0,10003.0
131300,Mark 49,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5265.0,5,1,5266.5,5265.5,5264.0,5258.5,5247.5
131800,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5261.0,5,1,5264.0,5262.5,5264.5,5259.5,5244.5
132600,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5263.0,10,1,5262.0,5263.5,5266.0,5262.5,5246.5
133100,Mark 14,Mark 38,VEV_4000,XIRECS,1253.0,3,1,1263.5,1263.5,1265.0,1265.0,1245.5
133700,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9948.0,4,1,9956.0,9955.0,9957.0,9954.0,10013.0
134000,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5264.0,8,1,5266.5,5265.5,5261.5,5262.0,5242.5
134500,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9944.0,6,1,9952.0,9956.0,9955.0,9953.0,10018.0
135200,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5264.0,8,1,5261.0,5259.5,5264.5,5260.5,5241.5
135500,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5257.0,7,1,5259.5,5260.5,5262.5,5261.5,5236.5
135900,Mark 01,Mark 22,VEV_5300,XIRECS,52.0,3,1,53.0,53.0,53.0,52.5,42.0
135900,Mark 01,Mark 22,VEV_5400,XIRECS,19.0,3,1,20.0,20.0,19.5,19.5,15.0
135900,Mark 01,Mark 22,VEV_5500,XIRECS,8.0,3,1,8.5,8.5,8.5,8.5,6.5
135900,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,3,1,0.5,0.5,0.5,0.5,0.5
135900,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,3,1,0.5,0.5,0.5,0.5,0.5
137000,Mark 14,Mark 38,VEV_4000,XIRECS,1252.0,3,1,1262.5,1261.5,1256.5,1265.0,1233.5
137300,Mark 14,Mark 38,VEV_4000,XIRECS,1251.0,3,1,1261.5,1261.5,1256.5,1267.5,1231.5
137600,Mark 38,Mark 14,VEV_4000,XIRECS,1269.0,3,1,1258.5,1260.0,1258.5,1268.5,1232.0
137800,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9942.0,3,1,9950.0,9953.0,9967.0,9966.0,10026.0
