mark,symbol,h,n,mean_ret,t_stat,win_rate,avg_qty
Mark 01,VEV_5500,1,299,-0.015050167224080268,-2.076139962251376,0.016722408026755852,3.4849498327759196
Mark 01,VEV_5500,2,299,-0.013377926421404682,-1.637578942189051,0.023411371237458192,3.4849498327759196
Mark 01,VEV_5500,5,299,-0.020066889632107024,-1.5273947271756931,0.056856187290969896,3.4849498327759196
Mark 01,VEV_5500,10,299,-0.016722408026755852,-0.9805174022160555,0.07357859531772576,3.4849498327759196
Mark 01,VEV_5500,50,299,0.030100334448160536,0.8952360801964346,0.2140468227424749,3.4849498327759196
Mark 01,VEV_5500,100,299,-0.01839464882943144,-0.44441477414364644,0.2408026755852843,3.4849498327759196
Mark 01,VEV_6000,1,317,0.0,0.0,0.0,3.4858044164037856
Mark 01,VEV_6000,2,317,0.0,0.0,0.0,3.4858044164037856
Mark 01,VEV_6000,5,317,0.0,0.0,0.0,3.4858044164037856
Mark 01,VEV_6000,10,317,0.0,0.0,0.0,3.4858044164037856
Mark 01,VEV_6000,50,317,0.0,0.0,0.0,3.4858044164037856
Mark 01,VEV_6000,100,317,0.0,0.0,0.0,3.4858044164037856
Mark 01,VEV_6500,1,317,0.0,0.0,0.0,3.4858044164037856
Mark 01,VEV_6500,2,317,0.0,0.0,0.0,3.4858044164037856
Mark 01,VEV_6500,5,317,0.0,0.0,0.0,3.4858044164037856
Mark 01,VEV_6500,10,317,0.0,0.0,0.0,3.4858044164037856
Mark 01,VEV_6500,50,317,0.0,0.0,0.0,3.4858044164037856
Mark 01,VEV_6500,100,317,0.0,0.0,0.0,3.4858044164037856
Mark 14,HYDROGEL_PACK,1,1003,0.15304087736789632,2.332170399291622,0.4456630109670987,4.009970089730808
Mark 14,HYDROGEL_PACK,2,1003,0.20139581256231306,2.3026780213445064,0.4765702891326022,4.009970089730808
Mark 14,HYDROGEL_PACK,5,1003,0.12213359920239282,0.8890777763570368,0.45663010967098705,4.009970089730808
Mark 14,HYDROGEL_PACK,10,1003,0.17098703888334996,0.8714228182861519,0.48255234297108673,4.009970089730808
Mark 14,HYDROGEL_PACK,50,1003,0.8698903290129611,2.0653957432742764,0.5094715852442672,4.009970089730808
Mark 14,HYDROGEL_PACK,100,1003,0.6819541375872383,1.1884365258925687,0.48953140578265203,4.009970089730808
Mark 14,VELVETFRUIT_EXTRACT,1,647,-0.12828438948995363,-2.8781338648798993,0.30602782071097373,5.446676970633694
Mark 14,VELVETFRUIT_EXTRACT,2,647,-0.12596599690880989,-2.1524274055194477,0.357032457496136,5.446676970633694
Mark 14,VELVETFRUIT_EXTRACT,5,647,-0.14992272024729522,-1.7659377437625328,0.38794435857805254,5.446676970633694
Mark 14,VELVETFRUIT_EXTRACT,10,647,-0.21020092735703247,-1.844958655245151,0.401854714064915,5.446676970633694
Mark 14,VELVETFRUIT_EXTRACT,50,647,-0.6800618238021638,-2.7170172154552,0.43894899536321486,5.446676970633694
Mark 14,VELVETFRUIT_EXTRACT,100,647,-1.1483771251931993,-3.3301583309927127,0.43431221020092736,5.446676970633694
Mark 14,VEV_4000,1,439,-0.004555808656036446,-0.0735126739647366,0.3553530751708428,1.9817767653758542
Mark 14,VEV_4000,2,439,-0.12870159453302962,-1.6905087496260094,0.34851936218678814,1.9817767653758542
Mark 14,VEV_4000,5,439,-0.1480637813211845,-1.397670903039844,0.39863325740318906,1.9817767653758542
Mark 14,VEV_4000,10,439,-0.07972665148063782,-0.5365029659614299,0.4214123006833713,1.9817767653758542
Mark 14,VEV_4000,50,439,-0.004555808656036446,-0.01443555536409317,0.48519362186788156,1.9817767653758542
Mark 14,VEV_4000,100,439,0.1548974943052392,0.3659957477837883,0.46697038724373574,1.9817767653758542
Mark 14,VEV_5200,1,33,0.12121212121212122,1.0338730716019815,0.42424242424242425,3.696969696969697
Mark 14,VEV_5200,2,33,-0.09090909090909091,-0.7016464154456235,0.3939393939393939,3.696969696969697
Mark 14,VEV_5200,5,33,-0.24242424242424243,-1.4250399015019133,0.3333333333333333,3.696969696969697
Mark 14,VEV_5200,10,33,-0.13636363636363635,-0.44393726130029104,0.3939393939393939,3.696969696969697
Mark 14,VEV_5200,50,33,0.19696969696969696,0.21040219892611647,0.48484848484848486,3.696969696969697
Mark 14,VEV_5200,100,33,-0.09090909090909091,-0.08208546896238408,0.5151515151515151,3.696969696969697
Mark 14,VEV_5300,1,30,-0.25,-2.548045783229343,0.16666666666666666,3.5
Mark 14,VEV_5300,2,30,-0.18333333333333332,-1.432915738334112,0.3,3.5
Mark 14,VEV_5300,5,30,-0.4166666666666667,-2.532968456878179,0.2,3.5
Mark 14,VEV_5300,10,30,-0.15,-0.7170194380835332,0.3333333333333333,3.5
Mark 14,VEV_5300,50,30,0.4166666666666667,0.8042039409195556,0.5333333333333333,3.5
Mark 14,VEV_5300,100,30,0.65,1.1549231186364701,0.5333333333333333,3.5
Mark 14,VEV_5400,1,13,-0.3076923076923077,-4.381780460041329,0.0,3.6923076923076925
Mark 14,VEV_5400,2,13,-0.38461538461538464,-3.8254602783800298,0.0,3.6923076923076925
Mark 14,VEV_5400,5,13,-0.38461538461538464,-3.3333333333333335,0.0,3.6923076923076925
Mark 14,VEV_5400,10,13,-0.5,-3.33809184158512,0.0,3.6923076923076925
Mark 14,VEV_5400,50,13,-0.7692307692307693,-1.3682378751501219,0.38461538461538464,3.6923076923076925
Mark 14,VEV_5400,100,13,-0.8846153846153846,-1.4624684667275758,0.46153846153846156,3.6923076923076925
Mark 22,HYDROGEL_PACK,1,19,-3.1315789473684212,-6.975903542950536,0.05263157894736842,3.8947368421052633
Mark 22,HYDROGEL_PACK,2,19,-3.6578947368421053,-7.272272609378,0.0,3.8947368421052633
Mark 22,HYDROGEL_PACK,5,19,-2.8947368421052633,-3.034170097668822,0.2631578947368421,3.8947368421052633
Mark 22,HYDROGEL_PACK,10,19,-4.342105263157895,-2.838973013397101,0.2631578947368421,3.8947368421052633
Mark 22,HYDROGEL_PACK,50,19,-7.2631578947368425,-2.274416309073019,0.3157894736842105,3.8947368421052633
Mark 22,HYDROGEL_PACK,100,19,-5.394736842105263,-1.1958306113454567,0.3157894736842105,3.8947368421052633
Mark 22,VELVETFRUIT_EXTRACT,1,126,-1.2738095238095237,-9.119288742013099,0.15079365079365079,6.690476190476191
Mark 22,VELVETFRUIT_EXTRACT,2,126,-1.2777777777777777,-8.106866444190649,0.19047619047619047,6.690476190476191
Mark 22,VELVETFRUIT_EXTRACT,5,126,-1.3174603174603174,-5.715662470874237,0.2222222222222222,6.690476190476191
Mark 22,VELVETFRUIT_EXTRACT,10,126,-1.1507936507936507,-3.746352311921076,0.3253968253968254,6.690476190476191
Mark 22,VELVETFRUIT_EXTRACT,50,126,-1.4682539682539681,-2.594791377895186,0.40476190476190477,6.690476190476191
Mark 22,VELVETFRUIT_EXTRACT,100,126,0.05555555555555555,0.06451394248110255,0.5158730158730159,6.690476190476191
Mark 22,VEV_5200,1,47,-0.1276595744680851,-1.39007987312802,0.2765957446808511,3.4468085106382977
Mark 22,VEV_5200,2,47,0.05319148936170213,0.5200586116472332,0.3404255319148936,3.4468085106382977
Mark 22,VEV_5200,5,47,0.24468085106382978,1.6606342931742566,0.5319148936170213,3.4468085106382977
Mark 22,VEV_5200,10,47,-0.0425531914893617,-0.15745209243455077,0.5106382978723404,3.4468085106382977
Mark 22,VEV_5200,50,47,-0.5957446808510638,-0.7587564682149521,0.46808510638297873,3.4468085106382977
Mark 22,VEV_5200,100,47,-0.648936170212766,-0.687196761529679,0.425531914893617,3.4468085106382977
Mark 22,VEV_5300,1,164,0.13109756097560976,3.7351257261515007,0.3048780487804878,3.341463414634146
Mark 22,VEV_5300,2,164,0.1676829268292683,3.778782661312554,0.3353658536585366,3.341463414634146
Mark 22,VEV_5300,5,164,0.1951219512195122,3.2266356541621772,0.3902439024390244,3.341463414634146
Mark 22,VEV_5300,10,164,0.14939024390243902,1.6952541330894633,0.42073170731707316,3.341463414634146
Mark 22,VEV_5300,50,164,-0.08231707317073171,-0.40989094568191764,0.40853658536585363,3.341463414634146
Mark 22,VEV_5300,100,164,-0.19817073170731708,-0.7658643261475917,0.42073170731707316,3.341463414634146
Mark 22,VEV_5400,1,276,0.043478260869565216,2.9507836265226377,0.15217391304347827,3.4746376811594204
Mark 22,VEV_5400,2,276,0.043478260869565216,2.225137705727976,0.2028985507246377,3.4746376811594204
Mark 22,VEV_5400,5,276,0.030797101449275364,1.3172502999536526,0.21739130434782608,3.4746376811594204
Mark 22,VEV_5400,10,276,0.028985507246376812,0.8913130356431729,0.2608695652173913,3.4746376811594204
Mark 22,VEV_5400,50,276,-0.08695652173913043,-1.1739805054151256,0.3333333333333333,3.4746376811594204
Mark 22,VEV_5400,100,276,0.021739130434782608,0.23854231948075866,0.40942028985507245,3.4746376811594204
Mark 22,VEV_5500,1,306,0.0196078431372549,2.581988897471611,0.05555555555555555,3.4934640522875817
Mark 22,VEV_5500,2,306,0.017973856209150325,2.129137589801355,0.05555555555555555,3.4934640522875817
Mark 22,VEV_5500,5,306,0.026143790849673203,1.9207508139484648,0.09477124183006536,3.4934640522875817
Mark 22,VEV_5500,10,306,0.0196078431372549,1.1553320399514129,0.09477124183006536,3.4934640522875817
Mark 22,VEV_5500,50,306,-0.0196078431372549,-0.5877187792927914,0.17320261437908496,3.4934640522875817
Mark 22,VEV_5500,100,306,0.03104575163398693,0.7558480438580716,0.24509803921568626,3.4934640522875817
Mark 22,VEV_6000,1,317,0.0,0.0,0.0,3.4858044164037856
Mark 22,VEV_6000,2,317,0.0,0.0,0.0,3.4858044164037856
Mark 22,VEV_6000,5,317,0.0,0.0,0.0,3.4858044164037856
Mark 22,VEV_6000,10,317,0.0,0.0,0.0,3.4858044164037856
Mark 22,VEV_6000,50,317,0.0,0.0,0.0,3.4858044164037856
Mark 22,VEV_6000,100,317,0.0,0.0,0.0,3.4858044164037856
Mark 22,VEV_6500,1,317,0.0,0.0,0.0,3.4858044164037856
Mark 22,VEV_6500,2,317,0.0,0.0,0.0,3.4858044164037856
Mark 22,VEV_6500,5,317,0.0,0.0,0.0,3.4858044164037856
Mark 22,VEV_6500,10,317,0.0,0.0,0.0,3.4858044164037856
Mark 22,VEV_6500,50,317,0.0,0.0,0.0,3.4858044164037856
Mark 22,VEV_6500,100,317,0.0,0.0,0.0,3.4858044164037856
Mark 38,HYDROGEL_PACK,1,1022,-0.09197651663405088,-1.3855993746027275,0.3786692759295499,4.007827788649706
Mark 38,HYDROGEL_PACK,2,1022,-0.12964774951076322,-1.475874691359805,0.41682974559686886,4.007827788649706
Mark 38,HYDROGEL_PACK,5,1022,-0.06604696673189824,-0.48380772279825557,0.4608610567514677,4.007827788649706
Mark 38,HYDROGEL_PACK,10,1022,-0.08708414872798434,-0.4454886201376217,0.46966731898238745,4.007827788649706
Mark 38,HYDROGEL_PACK,50,1022,-0.7186888454011742,-1.7161608175906196,0.4657534246575342,4.007827788649706
Mark 38,HYDROGEL_PACK,100,1022,-0.5689823874755382,-0.9988762688681786,0.4931506849315068,4.007827788649706
Mark 38,VEV_4000,1,442,0.05203619909502263,0.7641859815045621,0.3914027149321267,1.9819004524886878
Mark 38,VEV_4000,2,442,0.15723981900452488,2.0310083944336417,0.4411764705882353,1.9819004524886878
Mark 38,VEV_4000,5,442,0.17194570135746606,1.6174139855107694,0.4751131221719457,1.9819004524886878
Mark 38,VEV_4000,10,442,0.09502262443438914,0.6421246576663819,0.47285067873303166,1.9819004524886878
Mark 38,VEV_4000,50,442,0.003393665158371041,0.01079908425885022,0.48868778280542985,1.9819004524886878
Mark 38,VEV_4000,100,442,-0.11085972850678733,-0.2607546677651989,0.5,1.9819004524886878
Mark 49,VELVETFRUIT_EXTRACT,1,122,-1.8114754098360655,-19.036974284111185,0.03278688524590164,9.721311475409836
Mark 49,VELVETFRUIT_EXTRACT,2,122,-1.819672131147541,-14.938644068164777,0.040983606557377046,9.721311475409836
Mark 49,VELVETFRUIT_EXTRACT,5,122,-1.819672131147541,-9.685749165829975,0.13934426229508196,9.721311475409836
Mark 49,VELVETFRUIT_EXTRACT,10,122,-2.1188524590163933,-7.819038288709469,0.18032786885245902,9.721311475409836
Mark 49,VELVETFRUIT_EXTRACT,50,122,-1.7868852459016393,-3.0593429929308997,0.38524590163934425,9.721311475409836
Mark 49,VELVETFRUIT_EXTRACT,100,122,-2.0737704918032787,-2.5944582167160015,0.39344262295081966,9.721311475409836
Mark 55,VELVETFRUIT_EXTRACT,1,1198,0.022954924874791317,0.6914134072519121,0.38647746243739567,5.468280467445743
Mark 55,VELVETFRUIT_EXTRACT,2,1198,0.04674457429048414,1.0761984710567367,0.4065108514190317,5.468280467445743
Mark 55,VELVETFRUIT_EXTRACT,5,1198,0.07345575959933222,1.164944960489555,0.44156928213689484,5.468280467445743
Mark 55,VELVETFRUIT_EXTRACT,10,1198,0.02671118530884808,0.30937626941364665,0.4749582637729549,5.468280467445743
Mark 55,VELVETFRUIT_EXTRACT,50,1198,0.39232053422370616,2.0738381202880234,0.5150250417362271,5.468280467445743
Mark 55,VELVETFRUIT_EXTRACT,100,1198,0.7120200333889817,2.7180722519859564,0.5191986644407346,5.468280467445743
Mark 67,VELVETFRUIT_EXTRACT,1,165,1.9696969696969697,26.207931435027312,0.9575757575757575,9.151515151515152
Mark 67,VELVETFRUIT_EXTRACT,2,165,1.9454545454545455,19.733294813562082,0.9030303030303031,9.151515151515152
Mark 67,VELVETFRUIT_EXTRACT,5,165,1.9454545454545455,12.941467482109264,0.8303030303030303,9.151515151515152
Mark 67,VELVETFRUIT_EXTRACT,10,165,2.242424242424242,10.15761406160881,0.7575757575757576,9.151515151515152
Mark 67,VELVETFRUIT_EXTRACT,50,165,1.9181818181818182,3.9172081010782844,0.5878787878787879,9.151515151515152
Mark 67,VELVETFRUIT_EXTRACT,100,165,1.5666666666666667,2.128770387170151,0.5454545454545454,9.151515151515152
