column,dtype,missing_count,missing_pct,present_pct,n_unique
book_wap_mid_L3,float64,0,0.0,1.0,6359
book_wap_edge_L3,float64,0,0.0,1.0,446
mid_change,float64,1,0.0001,0.9999,39
bid_change,float64,1,0.0001,0.9999,25
ask_change,float64,1,0.0001,0.9999,28
spread_change,float64,1,0.0001,0.9999,13
bid_size_1_change,float64,1,0.0001,0.9999,23
ask_size_1_change,float64,1,0.0001,0.9999,23
mid_changed,int64,0,0.0,1.0,2
bid_changed,int64,0,0.0,1.0,2
ask_changed,int64,0,0.0,1.0,2
spread_changed,int64,0,0.0,1.0,2
bid_size_1_changed,int64,0,0.0,1.0,2
ask_size_1_changed,int64,0,0.0,1.0,2
past_ret_1,float64,1,0.0001,0.9999,39
future_ret_1,float64,1,0.0001,0.9999,39
future_abs_ret_1,float64,1,0.0001,0.9999,21
future_up_1,int64,0,0.0,1.0,2
past_ret_2,float64,2,0.0002,0.9998,45
future_ret_2,float64,2,0.0002,0.9998,45
future_abs_ret_2,float64,2,0.0002,0.9998,26
future_up_2,int64,0,0.0,1.0,2
past_ret_3,float64,3,0.0003,0.9997,53
future_ret_3,float64,3,0.0003,0.9997,53
future_abs_ret_3,float64,3,0.0003,0.9997,28
future_up_3,int64,0,0.0,1.0,2
past_ret_5,float64,5,0.0005,0.9995,66
future_ret_5,float64,5,0.0005,0.9995,66
future_abs_ret_5,float64,5,0.0005,0.9995,34
future_up_5,int64,0,0.0,1.0,2
past_ret_10,float64,10,0.001,0.999,82
future_ret_10,float64,10,0.001,0.999,82
future_abs_ret_10,float64,10,0.001,0.999,43
future_up_10,int64,0,0.0,1.0,2
past_ret_20,float64,20,0.002,0.998,103
future_ret_20,float64,20,0.002,0.998,103
future_abs_ret_20,float64,20,0.002,0.998,54
future_up_20,int64,0,0.0,1.0,2
past_ret_50,float64,50,0.005,0.995,149
future_ret_50,float64,50,0.005,0.995,149
future_abs_ret_50,float64,50,0.005,0.995,81
future_up_50,int64,0,0.0,1.0,2
past_ret_100,float64,100,0.01,0.99,199
future_ret_100,float64,100,0.01,0.99,199
future_abs_ret_100,float64,100,0.01,0.99,104
future_up_100,int64,0,0.0,1.0,2
past_ret_200,float64,200,0.02,0.98,246
future_ret_200,float64,200,0.02,0.98,246
future_abs_ret_200,float64,200,0.02,0.98,133
future_up_200,int64,0,0.0,1.0,2
past_ret_500,float64,500,0.05,0.95,304
future_ret_500,float64,500,0.05,0.95,304
future_abs_ret_500,float64,500,0.05,0.95,168
future_up_500,int64,0,0.0,1.0,2
past_ret_1000,float64,1000,0.1,0.9,357
future_ret_1000,float64,1000,0.1,0.9,357
future_abs_ret_1000,float64,1000,0.1,0.9,209
future_up_1000,int64,0,0.0,1.0,2
roll_mean_10,float64,2,0.0002,0.9998,2102
roll_median_10,float64,2,0.0002,0.9998,453
roll_std_mid_10,float64,2,0.0002,0.9998,9265
roll_vol_ret1_10,float64,3,0.0003,0.9997,6276
dev_roll_mean_10,float64,2,0.0002,0.9998,403
dev_roll_median_10,float64,2,0.0002,0.9998,102
z_roll_mean_10,float64,2,0.0002,0.9998,9793
ema_10,float64,2,0.0002,0.9998,9998
dev_ema_10,float64,2,0.0002,0.9998,9998
roll_mean_20,float64,3,0.0003,0.9997,3667
roll_median_20,float64,3,0.0003,0.9997,442
roll_std_mid_20,float64,3,0.0003,0.9997,9499
roll_vol_ret1_20,float64,4,0.0004,0.9996,7594
dev_roll_mean_20,float64,3,0.0003,0.9997,975
dev_roll_median_20,float64,3,0.0003,0.9997,129
z_roll_mean_20,float64,3,0.0003,0.9997,9872
ema_20,float64,3,0.0003,0.9997,9997
dev_ema_20,float64,3,0.0003,0.9997,9997
roll_mean_50,float64,9,0.0009,0.9991,6018
roll_median_50,float64,9,0.0009,0.9991,428
roll_std_mid_50,float64,9,0.0009,0.9991,9725
roll_vol_ret1_50,float64,10,0.001,0.999,8200
dev_roll_mean_50,float64,9,0.0009,0.9991,2965
dev_roll_median_50,float64,9,0.0009,0.9991,192
z_roll_mean_50,float64,9,0.0009,0.9991,9933
ema_50,float64,9,0.0009,0.9991,9991
dev_ema_50,float64,9,0.0009,0.9991,9991
roll_mean_100,float64,19,0.0019,0.9981,7464
roll_median_100,float64,19,0.0019,0.9981,399
roll_std_mid_100,float64,19,0.0019,0.9981,9781
roll_vol_ret1_100,float64,20,0.002,0.998,8464
dev_roll_mean_100,float64,19,0.0019,0.9981,5638
dev_roll_median_100,float64,19,0.0019,0.9981,252
z_roll_mean_100,float64,19,0.0019,0.9981,9943
ema_100,float64,19,0.0019,0.9981,9981
dev_ema_100,float64,19,0.0019,0.9981,9981
roll_mean_200,float64,19,0.0019,0.9981,8490
roll_median_200,float64,19,0.0019,0.9981,367
roll_std_mid_200,float64,19,0.0019,0.9981,9836
roll_vol_ret1_200,float64,20,0.002,0.998,8483
dev_roll_mean_200,float64,19,0.0019,0.9981,7964
dev_roll_median_200,float64,19,0.0019,0.9981,291
z_roll_mean_200,float64,19,0.0019,0.9981,9952
ema_200,float64,19,0.0019,0.9981,9981
dev_ema_200,float64,19,0.0019,0.9981,9981
roll_mean_500,float64,19,0.0019,0.9981,9133
roll_median_500,float64,19,0.0019,0.9981,299
roll_std_mid_500,float64,19,0.0019,0.9981,9839
roll_vol_ret1_500,float64,20,0.002,0.998,8635
dev_roll_mean_500,float64,19,0.0019,0.9981,9284
dev_roll_median_500,float64,19,0.0019,0.9981,338
z_roll_mean_500,float64,19,0.0019,0.9981,9949
ema_500,float64,19,0.0019,0.9981,9981
dev_ema_500,float64,19,0.0019,0.9981,9981
roll_mean_1000,float64,19,0.0019,0.9981,9455
roll_median_1000,float64,19,0.0019,0.9981,249
roll_std_mid_1000,float64,19,0.0019,0.9981,9884
roll_vol_ret1_1000,float64,20,0.002,0.998,8699
dev_roll_mean_1000,float64,19,0.0019,0.9981,9685
dev_roll_median_1000,float64,19,0.0019,0.9981,367
z_roll_mean_1000,float64,19,0.0019,0.9981,9956
ema_1000,float64,19,0.0019,0.9981,9981
dev_ema_1000,float64,19,0.0019,0.9981,9981
global_mean,float64,0,0.0,1.0,1
dev_global_mean,float64,0,0.0,1.0,258
z_global_mean,float64,0,0.0,1.0,258
row_index,int64,0,0.0,1.0,10000
time_bucket_10,int64,0,0.0,1.0,10
time_bucket_20,int64,0,0.0,1.0,20
