bucket,count,timestamp_min,timestamp_max,mid_start,mid_end,mid_mean,mid_std,spread_mean,ret1_std,imbalance_L1_mean,future_abs_ret_1_mean,imbalance_corr_future_ret_1,dev500_corr_future_ret_1,future_abs_ret_2_mean,imbalance_corr_future_ret_2,dev500_corr_future_ret_2,future_abs_ret_3_mean,imbalance_corr_future_ret_3,dev500_corr_future_ret_3,future_abs_ret_5_mean,imbalance_corr_future_ret_5,dev500_corr_future_ret_5,future_abs_ret_10_mean,imbalance_corr_future_ret_10,dev500_corr_future_ret_10,future_abs_ret_20_mean,imbalance_corr_future_ret_20,dev500_corr_future_ret_20,future_abs_ret_50_mean,imbalance_corr_future_ret_50,dev500_corr_future_ret_50,future_abs_ret_100_mean,imbalance_corr_future_ret_100,dev500_corr_future_ret_100,future_abs_ret_200_mean,imbalance_corr_future_ret_200,dev500_corr_future_ret_200,future_abs_ret_500_mean,imbalance_corr_future_ret_500,dev500_corr_future_ret_500,future_abs_ret_1000_mean,imbalance_corr_future_ret_1000,dev500_corr_future_ret_1000
10,500,500000,549900,9977.0,9966.5,9980.243,9.101490276350408,15.642,2.183645487534655,0.0013087719298245613,1.694,0.2700736179641072,-0.12412632523111922,2.27,0.19877401948365772,-0.1619902782022218,2.77,0.19578157439882213,-0.19540568624747268,3.416,0.18521451739943104,-0.2423716024517839,4.8,0.15085226682947553,-0.32364332898586085,6.124,0.13761372635514368,-0.38365248220255127,8.405,0.04103878616247879,-0.49653691925758786,10.531,0.06574619694198298,-0.5844503143684749,10.308,0.0077158734685109035,-0.5053887483368001,20.26,-0.0521897583850219,-0.6847216642624318,43.401,0.011108168115313514,-0.2266330893794167
11,500,550000,599900,9966.0,10011.0,9988.941,16.991422420496274,15.662,2.2845168053809837,0.001215451565828467,1.73,0.3789593349977848,-0.07262178896444721,2.326,0.2994345018863131,-0.09824151104785626,2.812,0.1994162584157154,-0.11494584192048216,3.574,0.18119441640767364,-0.1465391297642794,5.028,0.09287518348900224,-0.20468388708116667,6.83,0.062303071293653575,-0.2941294926589512,10.027,0.08169566365895142,-0.36190493355990266,14.669,0.019788629285256605,-0.2862311223482013,22.399,0.10976215538401125,-0.09000196154955756,35.533,-0.06509571413165305,-0.9087632709400202,31.891,-0.09900828318527928,-0.9263505420273657
12,500,600000,649900,10007.0,10034.0,10023.644,10.858871681182016,15.92,2.056536575257231,0.004562132604237867,1.598,0.21066785814543673,-0.03983148338993653,2.26,0.0677686434536016,-0.0525095116985654,2.82,0.09458507445450062,-0.06658505890117979,3.655,0.08939648956840962,-0.08519259902113913,4.911,0.01788890045729042,-0.11136272672736218,6.305,0.03513461160462568,-0.16046802580214015,9.227,0.0008712784616359213,-0.32523936503736894,13.405,-0.0393538880682739,-0.5861528018610406,16.258,-0.0034001992119263055,-0.8264328647913196,11.37,0.07459849065894814,0.1332456897546313,14.389,0.0183266733686091,-0.3216003199613015
13,500,650000,699900,10037.0,10008.0,10017.51,14.256767193920343,15.908,1.9847353346724583,-0.00012952432619951803,1.53,0.25740478227971086,-0.08062285684541047,2.144,0.14732062503079538,-0.11461365325301813,2.634,0.13357189295618682,-0.14309828156390464,3.491,0.081687413182232,-0.19017516794129427,4.639,0.06557815211745684,-0.2666453746502771,6.527,0.09178752540660294,-0.36236271802507836,7.402,0.05953701075848202,-0.463349707870748,11.373,0.056646329625764415,-0.6377740869997234,21.477,0.08170797272979319,-0.8075264643927906,15.961,0.09038383920886855,-0.6709006705929785,18.744,0.09850952706736338,-0.6028275040286587
14,500,700000,749900,10009.0,10006.0,10025.047,15.109198083732537,15.806,2.0555862593769882,-0.0006516635889498996,1.592,0.2379494379291697,-0.035239833585046974,2.114,0.16781404930605243,-0.041207672018554575,2.653,0.15191875131299615,-0.04787339308636043,3.195,0.02758929517741606,-0.05819761280496016,4.404,0.012703191097404773,-0.08648297057272272,6.372,-0.0014270456381942874,-0.1324456041170602,9.784,-0.03295403166523953,-0.1327333446264755,13.901,0.04604879744554205,-0.3368479846999728,25.206,0.014901291636436782,-0.7937164056317492,8.965,-0.02139205780302757,0.09172163004726691,12.296,0.035605543291922885,-0.7808497611831068
15,500,750000,799900,10005.0,9990.0,10019.408,18.701176540742456,15.736,2.231576992116447,0.006454462242562928,1.742,0.31222192524087405,-0.04419297359990036,2.388,0.19619954366258235,-0.055172214784553995,2.811,0.15195604269533994,-0.06398309353712037,3.641,0.13986978320613738,-0.0805785110912473,5.032,0.07717284987176305,-0.11441998709319146,6.981,0.021095028186059496,-0.16989961820113586,11.899,-0.030615666777642013,-0.388752428256831,19.386,-0.013713611020831686,-0.5944204512475932,27.348,-0.01571868116050518,-0.8882205933078468,13.245,0.003342197942669624,-0.7776009493123934,26.826,-0.014128852037519362,-0.895980533829391
16,500,800000,849900,9989.0,9999.0,10019.373,11.317399793068736,15.834,2.182017047777947,0.003985097712894186,1.67,0.318762155335184,-0.1028005158471577,2.348,0.2946619786248405,-0.14511790924636633,2.83,0.27808799974653603,-0.1749474522639946,3.511,0.18255675215148995,-0.22121477529505026,4.523,0.11718490330718838,-0.2755220790970651,6.466,0.01577101228590991,-0.3784734711905459,8.799,0.028502554487103312,-0.5335379598121331,11.118,0.07535343566585659,-0.7017084342926104,16.3,0.09909723630115021,-0.7758901714924834,26.531,0.10514187204064404,-0.9254579849438628,18.414,0.1168234943985421,-0.7740192837526291
17,500,850000,899900,9999.0,10009.0,9996.058,10.358727841051234,15.628,2.2152685682912847,0.00017896317947468842,1.7,0.32701023668614826,-0.09087649045255132,2.154,0.2253780795890608,-0.09518241662409915,2.572,0.2098723870329201,-0.10552315699973382,3.119,0.12815205290270562,-0.1006555242400904,4.025,0.09285087186986839,-0.06689241836856416,5.649,0.05921076348768196,-0.040499627656292454,8.556,0.019064033813735882,-0.08974215607177298,11.12,0.011404371115719748,-0.15696808611028046,14.149,-0.0008857022358989791,-0.30075053944805397,12.109,0.06003062701162088,-0.45152513637599856,14.414,-0.009341426415639157,-0.229705549488601
18,500,900000,949900,10005.0,9989.0,10002.855,8.92910593876741,15.578,2.3255572306150047,-0.0024897972766528423,1.748,0.34823193196026037,-0.0973106063989766,2.244,0.2992755268639161,-0.11258673631235948,2.664,0.26716078308991603,-0.12546600069669206,3.376,0.20802611620691663,-0.1451079709769822,4.65,0.1775356426456543,-0.20833952772433117,6.389,0.13553492003955486,-0.2869467013953483,9.299,0.11017670483638958,-0.4251516905383235,13.034,0.08446649687791274,-0.6874382136503563,12.393,0.07283624116845752,-0.716144486176802,13.515,0.06117834481466263,-0.8570486973141037,,,
19,500,950000,999900,9987.0,10010.0,10002.108,11.003203031568027,15.74,2.19062403605335,-0.0011983918954170678,1.6753507014028055,0.2758557752279332,-0.09389571292619879,2.3052208835341363,0.15869474435782113,-0.128724111865473,2.8551307847082494,0.13321840006070784,-0.16126756216677304,3.7333333333333334,0.08216353394028768,-0.21007633691631772,5.238775510204082,0.01836627048621265,-0.2937003850597312,6.788541666666666,-0.05822390952780061,-0.35824778044626343,9.75,0.02692709306981986,-0.531990333385549,13.34,0.0007183582208579054,-0.6888187411232549,13.976666666666667,0.02248601011850712,-0.6740767023567925,,,,,,
