day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss;S;K;TTE_days;T_years;IV;Delta;Gamma;Vega;Theta;Rho
1;100;VEV_6000;0;19;;;;;1;19;;;;;0.5;0.0;5245.5;6000.0;6.9999;0.0279996;0.31448188003758626;0.00574359572651052;5.9256989838720005e-05;14.35690488496518;-80.62590965129243;0.8295730275229523
1;100;VEV_6500;0;14;;;;;1;14;;;;;0.5;0.0;5245.5;6500.0;6.9999;0.0279996;0.47547431162982157;0.003960870948468108;2.8138268019722055e-05;10.307421363202934;-87.5175730608193;0.5677408489858807
1;100;VEV_5300;46;19;;;;;48;19;;;;;47.0;0.0;5245.5;5300.0;6.9999;0.0279996;0.201566219287613;0.38606386271103227;0.0021623135442752767;335.78556964680314;-1208.6427621295227;55.385952532623406
1;100;VEV_5400;16;19;;;;;17;19;;;;;16.5;0.0;5245.5;5400.0;6.9999;0.0279996;0.18961582482268646;0.18431749783715312;0.0016001515452617795;233.75521285340946;-791.5057267211296;26.609068042357645
1;100;VEV_4000;1235;7;1233.0;20.0;;;1256;7;1259.0;20.0;;;1245.5;0.0;5245.5;4000.0;6.9999;0.0279996;0.0;1.0;0.0;0.0;0.0;0.0
1;100;VEV_5100;164;6;163.0;19.0;;;168;25;;;;;166.0;0.0;5245.5;5100.0;6.9999;0.0279996;0.2046662014724739;0.7991281128298331;0.0015625170189360522;246.3749195614065;-900.452487262664;112.72153211316235
1;100;VEV_5200;95;6;94.0;19.0;;;98;25;;;;;96.5;0.0;5245.5;5200.0;6.9999;0.0279996;0.20496624830395335;0.606866777775218;0.0021374616302082716;337.52526670012793;-1235.3977846704327;86.42971639108757
1;100;VEV_5500;7;19;;;;;8;19;;;;;7.5;0.0;5245.5;5500.0;6.9999;0.0279996;0.20827591114704078;0.0897969757826354;0.000886809179465337;142.29670140643475;-529.2392594651994;12.9786556090841
1;100;VEV_4500;738;6;736.0;19.0;;;754;6;756.0;19.0;;;746.0;0.0;5245.5;4500.0;6.9999;0.0279996;0.3592095480912652;0.9950656876960503;4.53245492619477e-05;12.54316039292885;-80.4587025596835;125.25948836784377
1;200;VEV_6500;0;15;;;;;1;15;;;;;0.5;0.0;5246.5;6500.0;6.9998;0.0279992;0.4750934570920173;0.003963054137837564;2.8169557355155925e-05;10.314401891335187;-87.50794401966621;0.568164345225786
1;200;VEV_5300;46;20;;;;;48;5;49.0;15.0;;;47.0;0.0;5246.5;5300.0;6.9998;0.0279992;0.2004164845348339;0.3875289467467124;0.002176714660518482;336.21719411747335;-1203.3105961097078;55.611188398490256
1;200;VEV_5400;16;20;;;;;17;5;18.0;15.0;;;16.5;0.0;5246.5;5400.0;6.9998;0.0279992;0.18882828099859394;0.18488920797408526;0.001609627361618665;234.24879342447184;-789.8939431901226;26.697831612828228
1;200;VEV_4000;1236;13;1233.0;26.0;;;1257;13;1259.0;26.0;;;1246.5;0.0;5246.5;4000.0;6.9998;0.0279992;0.0;1.0;0.0;0.0;0.0;0.0
1;200;VEV_5100;164;8;163.0;23.0;;;168;8;169.0;23.0;;;166.0;0.0;5246.5;5100.0;6.9998;0.0279992;0.2013881265384668;0.8043519795985341;0.001562607392344388;242.53181311499816;-872.2218397169748;113.5096712808581
1;200;VEV_5200;95;31;;;;;98;31;;;;;96.5;0.0;5246.5;5200.0;6.9998;0.0279992;0.20316360787350526;0.6098292368746157;0.002151463420810134;336.8719576672702;-1222.1799606969728;86.88065218008177
1;200;VEV_5500;7;20;;;;;8;20;;;;;7.5;0.0;5246.5;5500.0;6.9998;0.0279992;0.20764620984433446;0.09000809587420444;0.0008908887847218662;142.5714206709054;-528.6653749827801;13.011997518132297
1;200;VEV_4500;738;8;736.0;23.0;;;754;8;756.0;23.0;;;746.0;0.0;5246.5;4500.0;6.9998;0.0279992;0.0;1.0;0.0;0.0;0.0;0.0
1;200;VEV_5000;249;31;;;;;255;8;256.0;23.0;;;252.0;0.0;5246.5;5000.0;6.9998;0.0279992;0.1976939364417457;0.9293939447024258;0.0007787811526241451;118.65710789362474;-418.9010890718952;129.47013001241103
1;200;VEV_6000;0;20;;;;;1;20;;;;;0.5;0.0;5246.5;6000.0;6.9998;0.0279992;0.3140840817607293;0.005749172486519351;5.937227189701705e-05;14.371912719494281;-80.60924972227255;0.8305412061879051
1;300;VEV_5500;7;21;;;;;8;21;;;;;7.5;0.0;5247.5;5500.0;6.9997;0.0279988;0.2070162382786429;0.09022047499737945;0.0008950016353340873;142.84747048309555;-528.08952503375;13.045535273033844
1;300;VEV_4500;739;9;738.0;17.0;;;755;9;757.0;17.0;;;747.0;0.0;5247.5;4500.0;6.9997;0.0279988;0.0;1.0;0.0;0.0;0.0;0.0
1;300;VEV_5000;251;9;250.0;17.0;;;257;26;;;;;254.0;0.0;5247.5;5000.0;6.9997;0.0279988;0.2063877879544393;0.9216515171437702;0.0008075074276293018;128.4916289559478;-473.5757080817865;128.3007585743307
1;300;VEV_6000;0;21;;;;;1;21;;;;;0.5;0.0;5247.5;6000.0;6.9997;0.0279988;0.3136863103579454;0.005754762736415047;5.948794349304145e-05;14.386953316202725;-80.5925665216302;0.8315116511205111
1;300;VEV_6500;0;18;;;;;1;18;;;;;0.5;0.0;5247.5;6500.0;6.9997;0.0279988;0.4747126482631128;0.003965240639153281;2.8200911175760383e-05;10.32139162294705;-87.49830619687097;0.5685884379904872
1;300;VEV_5300;47;21;;;;;49;21;;;;;48.0;0.0;5247.5;5300.0;6.9997;0.0279988;0.2022323609333486;0.3907875255642227;0.002161939936586057;337.08434938240316;-1217.362240690407;56.07200794210276
1;300;VEV_5400;16;21;;;;;18;21;;;;;17.0;0.0;5247.5;5400.0;6.9997;0.0279988;0.19016009344074847;0.18823964663402448;0.0016159323627248702;236.91189890865246;-804.5199943157298;27.1808863348827
1;300;VEV_4000;1237;15;1234.0;16.0;;;1258;15;1260.0;16.0;;;1247.5;0.0;5247.5;4000.0;6.9997;0.0279988;0.0;1.0;0.0;0.0;0.0;0.0
1;300;VEV_5100;165;9;164.0;17.0;;;169;9;170.0;17.0;;;167.0;0.0;5247.5;5100.0;6.9997;0.0279988;0.2021956581571325;0.8050005593608585;0.0015529451156690557;242.08743307390003;-874.1272458453217;113.59786349837009
1;300;VEV_5200;96;9;95.0;17.0;;;99;26;;;;;97.5;0.0;5247.5;5200.0;6.9997;0.0279988;0.2043214644679071;0.611435760653929;0.0021363630452859573;336.53742119320725;-1227.9422465685848;87.10452310189696
1;400;VEV_5000;251;10;250.0;22.0;;;257;32;;;;;254.0;0.0;5247.5;5000.0;6.9996;0.0279984;0.20638926223189774;0.9216515171437762;0.0008075074276292786;128.4907111159766;-473.5824738356177;128.2989256277971
1;400;VEV_6000;0;25;;;;;1;25;;;;;0.5;0.0;5247.5;6000.0;6.9996;0.0279984;0.313688551094487;0.005754762736414988;5.948794349304098e-05;14.386850547478927;-80.59371790980185;0.8314997718735192
1;400;VEV_6500;0;14;;;;;1;14;;;;;0.5;0.0;5247.5;6500.0;6.9996;0.0279984;0.4747160392494061;0.003965240639153461;2.820091117576139e-05;10.321317895298527;-87.49955624410919;0.5685803149504118
1;400;VEV_5300;47;25;;;;;49;25;;;;;48.0;0.0;5247.5;5300.0;6.9996;0.0279984;0.20223380552760056;0.39078752556422214;0.002161939936586065;337.08194152525687;-1217.379632573376;56.071206879086525
1;400;VEV_5400;16;25;;;;;18;25;;;;;17.0;0.0;5247.5;5400.0;6.9996;0.0279984;0.19016145179989755;0.18823964663402198;0.001615932362724873;236.91020660222978;-804.5314881152796;27.18049801986406
1;400;VEV_4000;1237;7;1234.0;15.0;;;1258;7;1260.0;15.0;;;1247.5;0.0;5247.5;4000.0;6.9996;0.0279984;0.0;1.0;0.0;0.0;0.0;0.0
1;400;VEV_5100;165;10;164.0;22.0;;;169;10;170.0;22.0;;;167.0;0.0;5247.5;5100.0;6.9996;0.0279984;0.20219710248920764;0.8050005593608595;0.001552945115669058;242.08570379766087;-874.1397340910123;113.59624060219615
1;400;VEV_5200;96;10;95.0;22.0;;;99;32;;;;;97.5;0.0;5247.5;5200.0;6.9996;0.0279984;0.2043229239851282;0.6114357606539287;0.0021363630452859504;336.5350172428725;-1227.9597896031426;87.10327869823529
1;400;VEV_5500;7;25;;;;;8;25;;;;;7.5;0.0;5247.5;5500.0;6.9996;0.0279984;0.20701771704527974;0.09022047499738045;0.0008950016353340909;142.84645009664675;-528.0970696009467;13.04534890025695
1;400;VEV_4500;739;10;738.0;22.0;;;755;10;757.0;22.0;;;747.0;0.0;5247.5;4500.0;6.9996;0.0279984;0.0;1.0;0.0;0.0;0.0;0.0
1;500;VEV_5000;250;28;;;;;256;6;257.0;22.0;;;253.0;0.0;5247.5;5000.0;6.9995;0.027998000000000002;0.19829298330221842;0.9295870295888614;0.0007746646829329896;118.42762159034979;-419.37578381557023;129.49097224161588
1;500;VEV_6000;0;21;;;;;1;21;;;;;0.5;0.0;5247.5;6000.0;6.9995;0.027998000000000002;0.3136907918790489;0.005754762736415103;5.94879434930419e-05;14.386747778021418;-80.59486933087516;0.8314878926265525
1;500;VEV_5400;16;21;;;;;18;21;;;;;17.0;0.0;5247.5;5400.0;6.9995;0.027998000000000002;0.19016281018815898;0.18823964663402304;0.0016159323627248719;236.90851428372127;-804.5429822432678;27.180109704845925
1;500;VEV_6500;0;19;;;;;1;19;;;;;0.5;0.0;5247.5;6500.0;6.9995;0.027998000000000002;0.4747194303083631;0.003965240639153305;2.8200911175760532e-05;10.321244167122558;-87.50080632705793;0.5685721919102881
1;500;VEV_5300;47;21;;;;;49;21;;;;;48.0;0.0;5247.5;5300.0;6.9995;0.027998000000000002;0.20223525015281107;0.39078752556422214;0.002161939936586065;337.0795336509107;-1217.3970249532972;56.07040581607038
1;500;VEV_4000;1237;7;1234.0;20.0;;;1258;7;1260.0;20.0;;;1247.5;0.0;5247.5;4000.0;6.9995;0.027998000000000002;0.0;1.0;0.0;0.0;0.0;0.0
1;500;VEV_5200;96;6;95.0;22.0;;;98;6;99.0;22.0;;;97.0;0.0;5247.5;5200.0;6.9995;0.027998000000000002;0.20283825995524415;0.612134798747314;0.0021509008246682598;336.3583133663919;-1218.4144404014512;87.21873562523002
1;500;VEV_5100;165;6;164.0;22.0;;;169;28;;;;;167.0;0.0;5247.5;5100.0;6.9995;0.027998000000000002;0.20219854685223085;0.805000559360865;0.0015529451156690685;242.0839745090656;-874.1522226935058;113.59461770602292
1;500;VEV_4500;739;6;737.0;22.0;;;755;6;757.0;22.0;;;747.0;0.0;5247.5;4500.0;6.9995;0.027998000000000002;0.0;1.0;0.0;0.0;0.0;0.0
1;500;VEV_5500;7;21;;;;;8;21;;;;;7.5;0.0;5247.5;5500.0;6.9995;0.027998000000000002;0.20701919584360207;0.09022047499737657;0.0008950016353340776;142.84542970290326;-528.1046143836849;13.045162527479368
1;600;VEV_5400;16;23;;;;;18;23;;;;;17.0;0.0;5245.0;5400.0;6.9994;0.027997599999999997;0.1921481473010574;0.18679696689993652;0.0015924206180312722;235.67080372688102;-808.7069661162267;26.954691958706235
1;600;VEV_6500;0;16;;;;;1;16;;;;;0.5;0.0;5245.0;6500.0;6.9994;0.027997599999999997;0.4756834441176227;0.003959780593492769;2.8122647477240524e-05;10.303529736076872;-87.52926164073683;0.5674847322422363
1;600;VEV_5300;47;6;46.0;17.0;;;49;23;;;;;48.0;0.0;5245.0;5300.0;6.9994;0.027997599999999997;0.20512602469129745;0.38714598861977534;0.0021267989576230517;336.01525284633243;-1230.917526002396;55.50750169499545
1;600;VEV_4000;1236;12;1234.0;18.0;;;1257;12;1260.0;18.0;;;1246.5;0.0;5245.0;4000.0;6.9994;0.027997599999999997;0.6802009620374817;0.9926116580416423;3.4235962369000096e-05;17.93624682598052;-217.88032449877272;110.86344470444415
1;600;VEV_5200;95;25;;;;;98;12;99.0;13.0;;;96.5;0.0;5245.0;5200.0;6.9994;0.027997599999999997;0.20587109328228648;0.605404936571518;0.0021305245177979304;337.8264867891703;-1242.0476786403194;86.20037974754722
1;600;VEV_5100;164;25;;;;;169;25;;;;;166.5;0.0;5245.0;5100.0;6.9994;0.027997599999999997;0.2082947335137108;0.7944043525983902;0.001556950145176094;249.78409737609175;-929.163785447964;111.99462286060903
1;600;VEV_4500;739;12;737.0;13.0;;;755;12;757.0;13.0;;;747.0;0.0;5245.0;4500.0;6.9994;0.027997599999999997;0.4274719644173604;0.9852817671588429;9.931275682242015e-05;32.698246550633165;-249.62110477330808;123.77187039806266
1;600;VEV_5500;7;23;;;;;8;23;;;;;7.5;0.0;5245.0;5500.0;6.9994;0.027997599999999997;0.2085988562205782;0.08969188416323892;0.000884781723857697;142.15425236121885;-529.5670780610068;12.96103906677534
1;600;VEV_5000;250;12;249.0;13.0;;;256;12;257.0;13.0;;;253.0;0.0;5245.0;5000.0;6.9994;0.027997599999999997;0.21591727130674132;0.9102278003312965;0.000855361431724879;142.24887378676888;-548.5110987101784;126.58120400910363
1;600;VEV_6000;0;23;;;;;1;23;;;;;0.5;0.0;5245.0;6000.0;6.9994;0.027997599999999997;0.3146931525579236;0.005740812389824459;5.9199494318935855e-05;14.348849475836047;-80.640566997349;0.8290246422232567
1;700;VEV_4500;737;6;736.0;15.0;;;753;6;755.0;15.0;;;745.0;0.0;5245.5;4500.0;6.9993;0.0279972;0.0;1.0;0.0;0.0;0.0;0.0
1;700;VEV_5500;7;21;;;;;8;21;;;;;7.5;0.0;5245.5;5500.0;6.9993;0.0279972;0.2082848379589139;0.08979697578263424;0.0008868091794653332;142.29060275856148;-529.2846273670789;12.977543136996408
1;700;VEV_5000;249;6;248.0;15.0;;;255;21;;;;;252.0;0.0;5245.5;5000.0;6.9993;0.0279972;0.20517311325175333;0.9212286852025957;0.0008159430445248418;128.96405361906866;-472.54647569382587;128.23571705625497
1;700;VEV_6000;0;21;;;;;1;21;;;;;0.5;0.0;5245.5;6000.0;6.9993;0.0279972;0.3144953588915022;0.005743595726510271;5.925698983871806e-05;14.356289567065067;-80.63282113469306;0.8295019202475974
1;700;VEV_5400;16;21;;;;;17;21;;;;;16.5;0.0;5245.5;5400.0;6.9993;0.0279972;0.18962395185373723;0.184317497837156;0.0016001515452617764;233.74519441505493;-791.5735768541643;26.606787232514286
1;700;VEV_6500;0;18;;;;;1;18;;;;;0.5;0.0;5245.5;6500.0;6.9993;0.0279972;0.47549469070154066;0.003960870948468007;2.8138268019721513e-05;10.30697960079542;-87.52507531730508;0.5676921847893217
1;700;VEV_5300;46;21;;;;;48;21;;;;;47.0;0.0;5245.5;5300.0;6.9993;0.0279972;0.20157485851866913;0.38606386271103244;0.0021623135442752745;335.77117832269295;-1208.7463704413951;55.38120509744301
1;700;VEV_4000;1235;12;1232.0;30.0;;;1256;12;1258.0;30.0;;;1245.5;0.0;5245.5;4000.0;6.9993;0.0279972;0.0;1.0;0.0;0.0;0.0;0.0
1;700;VEV_5200;94;21;;;;;97;6;98.0;15.0;;;95.5;0.0;5245.5;5200.0;6.9993;0.0279972;0.20201076855662334;0.6082040974965425;0.0021667679405474043;337.19047998115974;-1216.4807196964482;86.64670307884661
1;700;VEV_5100;163;21;;;;;168;21;;;;;165.5;0.0;5245.5;5100.0;6.9993;0.0279972;0.20263857429076643;0.8013895748296036;0.0015675062352151705;244.69200564506704;-885.5178225726958;113.05798548428112
1;800;VEV_5000;249;7;248.0;12.0;;;255;7;256.0;12.0;;;252.0;0.0;5245.5;5000.0;6.9992;0.0279968;0.20517457893626115;0.9212286852025975;0.0008159430445248345;128.9631323518378;-472.55322712934395;128.23388493422794
1;800;VEV_6000;0;24;;;;;1;24;;;;;0.5;0.0;5245.5;6000.0;6.9992;0.0279968;0.3144976055356586;0.00574359572651029;5.9256989838718176e-05;14.356187011517797;-80.63397316379852;0.8294900690350466
1;800;VEV_5400;16;24;;;;;17;24;;;;;16.5;0.0;5245.5;5400.0;6.9992;0.0279968;0.18962530646050793;0.18431749783715268;0.0016001515452617801;233.74352463357906;-791.5848863406123;26.606407097539847
1;800;VEV_6500;0;11;;;;;1;11;;;;;0.5;0.0;5245.5;6500.0;6.9992;0.0279968;0.4754980874682612;0.003960870948468148;2.8138268019722278e-05;10.306905971887032;-87.52632581844146;0.5676840740899187
1;800;VEV_5300;46;24;;;;;48;24;;;;;47.0;0.0;5245.5;5300.0;6.9992;0.0279968;0.20157629849851313;0.3860638627110322;0.002162313544275278;335.7687797087056;-1208.7636402203739;55.38041385824623
1;800;VEV_4000;1235;12;1233.0;22.0;;;1256;12;1259.0;22.0;;;1245.5;0.0;5245.5;4000.0;6.9992;0.0279968;0.0;1.0;0.0;0.0;0.0;0.0
1;800;VEV_5200;95;7;94.0;12.0;;;97;7;98.0;12.0;;;96.0;0.0;5245.5;5200.0;6.9992;0.0279968;0.2034947064020174;0.607530220355986;0.002152015567285702;337.3499906125786;-1226.013996142952;86.53250302530054
1;800;VEV_5100;163;19;;;;;168;19;;;;;165.5;0.0;5245.5;5100.0;6.9992;0.0279968;0.20264002186942534;0.8013895748295996;0.0015675062352151618;244.69025766398863;-885.5304742732379;113.05637020867462
1;800;VEV_4500;738;7;736.0;12.0;;;754;7;755.0;12.0;;;746.0;0.0;5245.5;4500.0;6.9992;0.0279968;0.35922751017249666;0.9950656876960444;4.5324549261988324e-05;12.542533210282777;-80.4667493496709;125.24696224006142
1;800;VEV_5500;7;24;;;;;8;24;;;;;7.5;0.0;5245.5;5500.0;6.9992;0.0279968;0.20828632587249216;0.0897969757826369;0.0008868091794653422;142.28958629183936;-529.2921894402957;12.977357724982195
1;900;VEV_5000;249;9;248.0;12.0;;;255;21;;;;;252.0;0.0;5245.5;5000.0;6.9991;0.0279964;0.205176044652177;0.9212286852026028;0.0008159430445248144;128.96221107802143;-472.5599787577619;128.2320528122015
1;900;VEV_6000;0;22;;;;;1;22;;;;;0.5;0.0;5245.5;6000.0;6.9991;0.0279964;0.3144998522279663;0.005743595726510686;5.9256989838721286e-05;14.356084455238749;-80.63512522582887;0.8294782178225489
1;900;VEV_5400;16;22;;;;;17;22;;;;;16.5;0.0;5245.5;5400.0;6.9991;0.0279964;0.189626661096313;0.18431749783715368;0.001600151545261779;233.74185484017826;-791.5961961502563;26.60602696256603
1;900;VEV_6500;0;17;;;;;1;17;;;;;0.5;0.0;5245.5;6500.0;6.9991;0.0279964;0.4755014843077776;0.003960870948468211;2.8138268019722627e-05;10.306832342452479;-87.52757635530931;0.5676759633905026
1;900;VEV_5300;46;22;;;;;48;22;;;;;47.0;0.0;5245.5;5300.0;6.9991;0.0279964;0.20157773850921815;0.38606386271103227;0.0021623135442752767;335.7663810775832;-1208.7809104928415;55.37962261904949
1;900;VEV_4000;1235;13;1232.0;20.0;;;1256;13;1258.0;20.0;;;1245.5;0.0;5245.5;4000.0;6.9991;0.0279964;0.0;1.0;0.0;0.0;0.0;0.0
1;900;VEV_5200;94;21;;;;;97;9;98.0;12.0;;;95.5;0.0;5245.5;5200.0;6.9991;0.0279964;0.20201365477521357;0.6082040974965431;0.00216676794054742;337.1856624581393;-1216.515480757709;86.64422721117198
1;900;VEV_5100;163;21;;;;;168;21;;;;;165.5;0.0;5245.5;5100.0;6.9991;0.0279964;0.20264146947910053;0.8013895748296038;0.0015675062352151709;244.68850967041723;-885.5431263352511;113.05475493306935
1;900;VEV_4500;737;9;736.0;12.0;;;753;9;755.0;12.0;;;745.0;0.0;5245.5;4500.0;6.9991;0.0279964;0.0;1.0;0.0;0.0;0.0;0.0
1;900;VEV_5500;7;22;;;;;8;22;;;;;7.5;0.0;5245.5;5500.0;6.9991;0.0279964;0.20828781381795156;0.08979697578263224;0.0008868091794653264;142.2885698178473;-529.2997517295507;12.977172312966943
1;1000;VEV_5400;16;27;;;;;18;27;;;;;17.0;0.0;5247.0;5400.0;6.999;0.027996;0.19056680144132926;0.1879487428262442;0.0016111792235297933;236.6514723474032;-805.4349575229643;27.132800832846478
1;1000;VEV_6500;0;13;;;;;1;13;;;;;0.5;0.0;5247.0;6500.0;6.999;0.027996;0.4749284911546948;0.0039641469740473775;2.8185226193450663e-05;10.317342826529313;-87.51250288129164;0.5683154173224535
1;1000;VEV_5300;47;27;;;;;49;27;;;;;48.0;0.0;5247.0;5300.0;6.999;0.027996;0.20282179643129114;0.3900509802087081;0.0021548193212048037;336.85546632277203;-1220.2034365138754;55.95273541836995
1;1000;VEV_4000;1236;11;1234.0;26.0;;;1257;11;1260.0;26.0;;;1246.5;0.0;5247.0;4000.0;6.999;0.027996;0.0;1.0;0.0;0.0;0.0;0.0
1;1000;VEV_5200;95;35;;;;;98;11;99.0;24.0;;;96.5;0.0;5247.0;5200.0;6.999;0.027996;0.20226846615096386;0.6113302910233454;0.0021585284600676618;336.5147257539038;-1215.6436172212884;87.0997564358378
1;1000;VEV_5100;165;11;164.0;24.0;;;169;35;;;;;167.0;0.0;5247.0;5100.0;6.999;0.027996;0.20385908288214266;0.8023735224685624;0.0015530454368346902;244.0238873359906;-888.4570273190876;113.18933621150049
1;1000;VEV_4500;739;11;737.0;24.0;;;755;11;757.0;24.0;;;747.0;0.0;5247.0;4500.0;6.999;0.027996;0.0;1.0;0.0;0.0;0.0;0.0
1;1000;VEV_5500;7;27;;;;;8;27;;;;;7.5;0.0;5247.0;5500.0;6.999;0.027996;0.2073423662851857;0.090114127309875;0.0008929410301785994;142.70163296327246;-528.4343165338794;13.027345812553543
1;1000;VEV_5000;250;35;;;;;256;11;257.0;24.0;;;253.0;0.0;5247.0;5000.0;6.999;0.027996;0.2021302602760026;0.9254380272029653;0.0007941364945668493;123.7213365379738;-446.6321252342398;128.85924211123628
1;1000;VEV_6000;0;27;;;;;1;27;;;;;0.5;0.0;5247.0;6000.0;6.999;0.027996;0.3139020099358134;0.005751965922145778;5.943005888901661e-05;14.37865854073418;-80.60954808039023;0.8309371031571944
1;1100;VEV_4500;739;11;737.0;14.0;;;755;11;757.0;14.0;;;747.0;0.0;5247.5;4500.0;6.9989;0.0279956;0.0;1.0;0.0;0.0;0.0;0.0
1;1100;VEV_5500;7;22;;;;;8;22;;;;;7.5;0.0;5247.5;5500.0;6.9989;0.0279956;0.20702806929911594;0.09022047499738167;0.0008950016353340948;142.8393071873998;-528.1498876078869;13.044044290817986
1;1100;VEV_5000;250;25;;;;;256;11;257.0;14.0;;;253.0;0.0;5247.5;5000.0;6.9989;0.0279956;0.1983014827264266;0.9295870295888633;0.0007746646829329811;118.42254564951087;-419.4117359609357;129.47987222256552
1;1100;VEV_6000;0;22;;;;;1;22;;;;;0.5;0.0;5247.5;6000.0;6.9989;0.0279956;0.3137042375949102;0.005754762736414937;5.948794349304061e-05;14.386131145857291;-80.6017785482639;0.8314166171446258
1;1100;VEV_6500;0;17;;;;;1;17;;;;;0.5;0.0;5247.5;6500.0;6.9989;0.0279956;0.4747397781883104;0.003965240639153183;2.8200911175759845e-05;10.320801787008175;-87.5083075749364;0.5685234536696601
1;1100;VEV_5400;16;22;;;;;18;22;;;;;17.0;0.0;5247.5;5400.0;6.9989;0.0279956;0.19017096112908263;0.18823964663402099;0.0016159323627248745;236.89836011878754;-804.61195390871;27.177779814735924
1;1100;VEV_5300;47;22;;;;;49;22;;;;;48.0;0.0;5247.5;5300.0;6.9989;0.0279956;0.20224391855424712;0.3907875255642219;0.0021619399365860686;337.0650860436126;-1217.501389669889;56.06559943797338
1;1100;VEV_5200;96;11;95.0;14.0;;;98;11;99.0;14.0;;;97.0;0.0;5247.5;5200.0;6.9989;0.0279956;0.20284695420346377;0.6121347987473149;0.0021509008246682784;336.34389667140476;-1218.5188923387782;87.21125919957474
1;1100;VEV_4000;1237;9;1234.0;23.0;;;1258;9;1260.0;23.0;;;1247.5;0.0;5247.5;4000.0;6.9989;0.0279956;0.0;1.0;0.0;0.0;0.0;0.0
1;1100;VEV_5100;165;11;164.0;14.0;;;169;25;;;;;167.0;0.0;5247.5;5100.0;6.9989;0.0279956;0.20220721368045558;0.8050005593608645;0.001552945115669068;242.07359851809733;-874.2271618030284;113.58488032897824
1;1200;VEV_6000;0;22;;;;;1;22;;;;;0.5;0.0;5248.5;6000.0;6.9988;0.0279952;0.3133064705020694;0.005760366525657703;5.960400645162772e-05;14.40120374608883;-80.58507023825996;0.8323892241157953
1;1200;VEV_5000;252;11;251.0;21.0;;;258;32;;;;;255.0;0.0;5248.5;5000.0;6.9988;0.0279952;0.20701059693453056;0.9218610104179416;0.0008033434104760739;128.24717015072352;-474.1620572109788;128.31285010893666
1;1200;VEV_5400;17;22;;;;;18;22;;;;;17.5;0.0;5248.5;5400.0;6.9988;0.0279952;0.1914742175088521;0.19154317565864615;0.0016218950857946962;239.48980968366837;-818.9997555031632;27.654060499527642
1;1200;VEV_5300;47;22;;;;;50;22;;;;;48.5;0.0;5248.5;5300.0;6.9988;0.0279952;0.20256558983926087;0.39313664072970733;0.0021617320891295713;337.69258132986675;-1221.7254551035005;56.40690303559375
