day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss;S;K;TTE_days;T_years;IV;Delta;Gamma;Vega;Theta;Rho
0;200;VEV_4500;742;10;740.0;12.0;;;758;10;760.0;12.0;;;750.0;0.0;5250.5;4500.0;7.9998;0.0319992;0.0;1.0;0.0;0.0;0.0;0.0
0;300;VEV_5000;254;29;;;;;261;29;;;;;257.5;0.0;5250.5;5000.0;7.9997;0.0319988;0.19836171050370247;0.9185585610289372;0.0008088043918172125;141.5260426302246;-438.662510734016;146.0870567197683
0;300;VEV_4000;1240;10;1237.0;29.0;;;1261;10;1263.0;29.0;;;1250.5;0.0;5250.5;4000.0;7.9997;0.0319988;0.0;1.0;0.0;0.0;0.0;0.0
0;300;VEV_5100;170;11;169.0;18.0;;;174;11;175.0;18.0;;;172.0;0.0;5250.5;5100.0;7.9997;0.0319988;0.1990542765096451;0.7980198399271201;0.001506352974517717;264.50463056390646;-822.6992554462881;128.5712798213915
0;300;VEV_6000;0;20;;;;;1;20;;;;;0.5;0.0;5250.5;6000.0;7.9997;0.0319988;0.2923035347166164;0.005771614921256436;5.983731381068992e-05;15.429120608108944;-70.4711815961729;0.9536878879728466
0;300;VEV_5400;23;9;22.0;11.0;;;24;20;;;;;23.5;0.0;5250.5;5400.0;7.9997;0.0319988;0.1999318950451117;0.2214997337110618;0.0015829571796902157;279.18126261439505;-872.1770643833986;36.46213187797556
0;300;VEV_6500;0;15;;;;;1;15;;;;;0.5;0.0;5250.5;6500.0;7.9997;0.0319988;0.44297395612645063;0.003971820087735881;2.8295361372182154e-05;11.056774589198303;-76.53198216457466;0.6513048990114002
0;300;VEV_5500;8;20;;;;;9;20;;;;;8.5;0.0;5250.5;5500.0;7.9997;0.0319988;0.19819396710235904;0.0982245679718462;0.0009305186087255352;162.6861235421146;-503.8221467260675;16.230690338644727
0;300;VEV_5200;101;11;100.0;18.0;;;104;29;;;;;102.5;0.0;5250.5;5200.0;7.9997;0.0319988;0.1999195316060017;0.6133767510688068;0.002038261434860598;359.45963637647407;-1122.9015171764;99.77336656601885
0;300;VEV_5300;52;9;51.0;11.0;;;54;20;;;;;53.0;0.0;5250.5;5300.0;7.9997;0.0319988;0.19968996778443232;0.40329452043411407;0.0020642878822610057;363.63152534085094;-1134.6295420565539;66.06145474780412
0;300;VEV_4500;742;11;740.0;18.0;;;758;11;760.0;18.0;;;750.0;0.0;5250.5;4500.0;7.9997;0.0319988;0.0;1.0;0.0;0.0;0.0;0.0
0;400;VEV_5400;23;6;22.0;13.0;;;24;19;;;;;23.5;0.0;5250.5;5400.0;7.9996;0.0319984;0.19993314467803397;0.22149973371106385;0.0015829571796902105;279.1795176606164;-872.1879671418534;36.46167608423514
0;400;VEV_6500;0;15;;;;;1;15;;;;;0.5;0.0;5250.5;6500.0;7.9996;0.0319984;0.44297672484346134;0.003971820087735973;2.8295361372182672e-05;11.056705481549859;-76.53293886218846;0.6512967573948679
0;400;VEV_5500;8;19;;;;;9;19;;;;;8.5;0.0;5250.5;5500.0;7.9996;0.0319984;0.1981952058727171;0.09822456797184198;0.0009305186087255231;162.68510671252855;-503.8284448177807;16.230487447406382
0;400;VEV_5200;101;8;100.0;23.0;;;104;31;;;;;102.5;0.0;5250.5;5200.0;7.9996;0.0319984;0.1999207811616457;0.6133767510688075;0.002038261434860612;359.4573896624737;-1122.9155541472044;99.7721193521664
0;400;VEV_5300;52;6;51.0;13.0;;;54;19;;;;;53.0;0.0;5250.5;5300.0;7.9996;0.0319984;0.19969121590523703;0.4032945204341143;0.0020642878822610023;363.6292525514856;-1134.643725635011;66.06062894865235
0;400;VEV_4500;742;8;740.0;23.0;;;758;8;760.0;23.0;;;750.0;0.0;5250.5;4500.0;7.9996;0.0319984;0.0;1.0;0.0;0.0;0.0;0.0
0;400;VEV_5000;254;31;;;;;260;8;261.0;23.0;;;257.0;0.0;5250.5;5000.0;7.9996;0.0319984;0.19476777195238162;0.9222762134946406;0.0007951208152773628;136.60915586523322;-415.75611462084197;146.7258236285013
0;400;VEV_4000;1240;10;1237.0;25.0;;;1261;10;1263.0;25.0;;;1250.5;0.0;5250.5;4000.0;7.9996;0.0319984;0.0;1.0;0.0;0.0;0.0;0.0
0;400;VEV_5100;170;8;169.0;23.0;;;174;8;175.0;23.0;;;172.0;0.0;5250.5;5100.0;7.9996;0.0319984;0.19905552065718976;0.7980198399271234;0.001506352974517724;264.5029773428007;-822.7095397011734;128.5696726201243
0;400;VEV_6000;0;19;;;;;1;19;;;;;0.5;0.0;5250.5;6000.0;7.9996;0.0319984;0.29230536169934507;0.005771614921255985;5.983731381068637e-05;15.429024172186354;-70.47206252998384;0.9536759664271163
0;500;VEV_4500;741;7;740.0;20.0;;;757;7;759.0;20.0;;;749.0;0.0;5249.5;4500.0;7.9995;0.031998;0.0;1.0;0.0;0.0;0.0;0.0
0;500;VEV_5000;254;7;253.0;20.0;;;260;27;;;;;257.0;0.0;5249.5;5000.0;7.9995;0.031998;0.2012578551072077;0.9147502492479224;0.0008251953987621391;146.44291052052156;-460.5410661137713;145.43031590679607
0;500;VEV_4000;1239;7;1236.0;30.0;;;1260;7;1262.0;30.0;;;1249.5;0.0;5249.5;4000.0;7.9995;0.031998;0.0;1.0;0.0;0.0;0.0;0.0
0;500;VEV_5100;169;27;;;;;174;27;;;;;171.5;0.0;5249.5;5100.0;7.9995;0.031998;0.2001738056477039;0.7952550796212108;0.0015104356691363527;266.604940486272;-833.9165813740965;128.09412291200852
0;500;VEV_6000;0;22;;;;;1;22;;;;;0.5;0.0;5249.5;6000.0;7.9995;0.031998;0.29268128129603926;0.005765983903952432;5.9720462608558954e-05;15.41263256474631;-70.48860940050957;0.9525335030565377
0;500;VEV_5500;8;22;;;;;9;22;;;;;8.5;0.0;5249.5;5500.0;7.9995;0.031998;0.1988000881136426;0.09799504993758246;0.0009262808956778716;162.37456239976729;-504.40773349096656;16.188588618685543
0;500;VEV_5400;22;22;;;;;24;22;;;;;23.0;0.0;5249.5;5400.0;7.9995;0.031998;0.19892810109962952;0.21871158876576957;0.0015797473834063714;277.1038092394956;-861.3621879412282;36.00179727425859
0;500;VEV_6500;0;17;;;;;1;17;;;;;0.5;0.0;5249.5;6500.0;7.9995;0.031998;0.44333874243789495;0.003969623606783966;2.826381300124965e-05;11.049055378244772;-76.54344516091156;0.6507925748837583
0;500;VEV_5200;100;27;;;;;103;27;;;;;101.5;0.0;5249.5;5200.0;7.9995;0.031998;0.19884484205738184;0.6118498135471941;0.002052033473149446;359.79695624011566;-1117.9412609583806;99.5267582677194
0;500;VEV_5300;51;22;;;;;53;6;54.0;16.0;;;52.0;0.0;5249.5;5300.0;7.9995;0.031998;0.19804567026895142;0.4003130002560052;0.002077862486718101;362.8614810491934;-1122.9318274450266;65.57808014881509
0;600;VEV_5100;168;20;;;;;173;20;;;;;170.5;0.0;5248.5;5100.0;7.9994;0.0319976;0.19940651149713645;0.7946014854367474;0.0015194215271325212;267.0578935324089;-832.141831216581;127.98930876392144
0;600;VEV_4000;1238;13;1235.0;21.0;;;1259;13;1261.0;21.0;;;1248.5;0.0;5248.5;4000.0;7.9994;0.0319976;0.0;1.0;0.0;0.0;0.0;0.0
0;600;VEV_5000;253;7;252.0;13.0;;;259;20;;;;;256.0;0.0;5248.5;5000.0;7.9994;0.0319976;0.20067672611552137;0.91452640854267;0.0008293754323273934;146.7019821863204;-460.0294006395528;145.3936340271059
0;600;VEV_6000;0;22;;;;;1;22;;;;;0.5;0.0;5248.5;6000.0;7.9994;0.0319976;0.2930572357923329;0.005760366525656946;5.960400645162183e-05;15.396276786917365;-70.50513658317597;0.9513937188362321
0;600;VEV_5500;8;22;;;;;9;22;;;;;8.5;0.0;5248.5;5500.0;7.9994;0.0319976;0.19940471631570625;0.09776689079552969;0.000922077281168639;162.06549341835262;-504.9851198160418;16.14693373202758
0;600;VEV_5400;22;22;;;;;24;22;;;;;23.0;0.0;5248.5;5400.0;7.9994;0.0319976;0.19971822095664105;0.2180851676027834;0.0015712093871926753;276.59196649210736;-863.1968566189736;35.889148181217486
0;600;VEV_6500;0;20;;;;;1;20;;;;;0.5;0.0;5248.5;6500.0;7.9994;0.0319976;0.4437008122747553;0.003967430459699164;2.823232966355854e-05;11.041415379866656;-76.55394424440911;0.6502891052263577
0;600;VEV_5300;51;22;;;;;53;22;;;;;52.0;0.0;5248.5;5300.0;7.9994;0.0319976;0.1991487552028211;0.39886300110745465;0.0020647867836048927;362.44375065233515;-1127.9005577520534;65.32093932409207
0;600;VEV_5200;99;20;;;;;102;7;103.0;13.0;;;100.5;0.0;5248.5;5200.0;7.9994;0.0319976;0.19776564502716457;0.6103060323396684;0.0020659831166081576;360.1350792952029;-1112.932630161713;99.27867228460799
0;600;VEV_4500;740;7;739.0;13.0;;;756;7;758.0;13.0;;;748.0;0.0;5248.5;4500.0;7.9994;0.0319976;0.0;1.0;0.0;0.0;0.0;0.0
0;700;VEV_5100;168;25;;;;;173;25;;;;;170.5;0.0;5248.5;5100.0;7.9993;0.031997199999999996;0.19940775789300083;0.7946014854367442;0.0015194215271325134;267.0562242901672;-832.1522338997254;127.98770877756232
0;700;VEV_4000;1238;12;1235.0;20.0;;;1259;12;1261.0;20.0;;;1248.5;0.0;5248.5;4000.0;7.9993;0.031997199999999996;0.0;1.0;0.0;0.0;0.0;0.0
0;700;VEV_5000;253;6;252.0;19.0;;;259;25;;;;;256.0;0.0;5248.5;5000.0;7.9993;0.031997199999999996;0.2006779804508903;0.9145264085426741;0.0008293754323273802;146.70106522728912;-460.0351515102369;145.3918164703645
0;700;VEV_6000;0;21;;;;;1;21;;;;;0.5;0.0;5248.5;6000.0;7.9993;0.031997199999999996;0.29305906755461486;0.005760366525657424;5.9604006451625564e-05;15.396180552670286;-70.50601797451102;0.9513818255228278
0;700;VEV_5500;8;21;;;;;9;21;;;;;8.5;0.0;5248.5;5500.0;7.9993;0.031997199999999996;0.19940596270034402;0.09776689079552636;0.0009220772811686294;162.06448042987495;-504.9914326823953;16.146731880216493
0;700;VEV_5400;22;21;;;;;24;21;;;;;23.0;0.0;5248.5;5400.0;7.9993;0.031997199999999996;0.19971946930085097;0.21808516760278318;0.001571209387192676;276.5902376572514;-863.2076475238848;35.888699533216574
0;700;VEV_6500;0;14;;;;;1;14;;;;;0.5;0.0;5248.5;6500.0;7.9993;0.031997199999999996;0.44370358563883444;0.00396743045969915;2.8232329663558445e-05;11.041346365628755;-76.55490125245008;0.650280976002848
0;700;VEV_5300;51;21;;;;;53;21;;;;;52.0;0.0;5248.5;5300.0;7.9993;0.031997199999999996;0.19914999998757038;0.398863001107455;0.002064786783604888;362.4414852019053;-1127.914657742778;65.32012275110758
0;700;VEV_5200;99;25;;;;;102;6;103.0;19.0;;;100.5;0.0;5248.5;5200.0;7.9993;0.031997199999999996;0.19776688116674504;0.6103060323396685;0.00206598311660816;360.13282827509636;-1112.9465430369653;99.2774312081237
0;700;VEV_4500;740;6;738.0;19.0;;;756;6;758.0;19.0;;;748.0;0.0;5248.5;4500.0;7.9993;0.031997199999999996;0.0;1.0;0.0;0.0;0.0;0.0
0;800;VEV_5500;8;15;;;;;9;15;;;;;8.5;0.0;5247.5;5500.0;7.9992;0.0319968;0.20001034254822309;0.09754007774195123;0.0009179073730854252;161.7568768799452;-505.56693722948216;16.105319161443017
0;800;VEV_5400;22;15;;;;;23;15;;;;;22.5;0.0;5247.5;5400.0;7.9992;0.0319968;0.19869245175286224;0.21527467411076484;0.0015678353902276853;274.468983160716;-852.1932692381383;35.425380384351946
0;800;VEV_6500;0;13;;;;;1;13;;;;;0.5;0.0;5247.5;6500.0;7.9992;0.0319968;0.4440657100589299;0.003965240639152602;2.8200911175756656e-05;11.03371649758508;-76.5653932750939;0.6497782238056952
0;800;VEV_5300;50;15;;;;;53;15;;;;;51.5;0.0;5247.5;5300.0;7.9992;0.0319968;0.19886889192730126;0.3966367557774638;0.0020650214216936524;361.8285704492144;-1124.4319255812259;64.9487485057487
0;800;VEV_5200;99;9;98.0;16.0;;;102;25;;;;;100.5;0.0;5247.5;5200.0;7.9992;0.0319968;0.19945725252036436;0.6074598672917179;0.0020530793996660643;360.80040719162287;-1124.5539855027662;98.77878204952873
0;800;VEV_4500;739;9;737.0;16.0;;;755;9;757.0;16.0;;;747.0;0.0;5247.5;4500.0;7.9992;0.0319968;0.0;1.0;0.0;0.0;0.0;0.0
0;800;VEV_5100;167;25;;;;;172;25;;;;;169.5;0.0;5247.5;5100.0;7.9992;0.0319968;0.1986393050358647;0.7939427303752808;0.001528501582852078;267.51153976992987;-830.3690736100635;127.88207379828866
0;800;VEV_4000;1237;7;1234.0;30.0;;;1258;7;1260.0;30.0;;;1247.5;0.0;5247.5;4000.0;7.9992;0.0319968;0.0;1.0;0.0;0.0;0.0;0.0
0;800;VEV_5000;252;9;251.0;16.0;;;258;25;;;;;255.0;0.0;5247.5;5000.0;7.9992;0.0319968;0.20009634534911172;0.9143012258950269;0.0008335906087910861;146.96144414540612;-459.52170030633346;145.35492490610764
0;800;VEV_6000;0;15;;;;;1;15;;;;;0.5;0.0;5247.5;6000.0;7.9992;0.0319968;0.2934350594081145;0.005754762736415066;5.9487943493041623e-05;15.379860580241408;-70.5225257377559;0.9502447247229484
0;900;VEV_4500;738;12;736.0;19.0;;;754;12;756.0;19.0;;;746.0;0.0;5246.5;4500.0;7.9991;0.0319964;0.0;1.0;0.0;0.0;0.0;0.0
0;900;VEV_5100;167;12;166.0;19.0;;;171;31;;;;;169.0;0.0;5246.5;5100.0;7.9991;0.0319964;0.19973002017649374;0.7911919973282708;0.0015324194321056494;269.56373686438496;-841.3441918899418;127.40930688771837
0;900;VEV_4000;1236;8;1233.0;26.0;;;1257;8;1259.0;26.0;;;1246.5;0.0;5246.5;4000.0;7.9991;0.0319964;0.0;1.0;0.0;0.0;0.0;0.0
0;900;VEV_5000;251;12;250.0;19.0;;;257;31;;;;;254.0;0.0;5246.5;5000.0;7.9991;0.0319964;0.19951420555813246;0.9140746883160702;0.0008378413489932427;147.22314292382242;-459.0064569798137;145.31782117774026
0;900;VEV_6000;0;29;;;;;1;29;;;;;0.5;0.0;5246.5;6000.0;7.9991;0.0319964;0.2938110863304152;0.005749172486518862;5.937227189701325e-05;15.363576187764927;-70.53901391480468;0.9491102834962587
0;900;VEV_5500;8;29;;;;;9;29;;;;;8.5;0.0;5246.5;5500.0;7.9991;0.0319964;0.20061447212144826;0.09731459813959259;0.0009137707851916068;161.45072516584818;-506.14056585696613;16.064145832719028
0;900;VEV_5400;22;29;;;;;23;29;;;;;22.5;0.0;5246.5;5400.0;7.9991;0.0319964;0.19947763441533584;0.21466010389070278;0.0015593803069387773;273.9597280788712;-853.9841745046613;35.31488215075607
0;900;VEV_6500;0;14;;;;;1;14;;;;;0.5;0.0;5246.5;6500.0;7.9991;0.0319964;0.44442788680712936;0.003963054137837294;2.816955735515443e-05;11.026096691626247;-76.57587810488889;0.6492761813045064
0;900;VEV_5300;50;29;;;;;52;29;;;;;51.0;0.0;5246.5;5300.0;7.9991;0.0319964;0.19858113001963332;0.39440328242861855;0.0020652454819131963;361.2019866254135;-1120.8745150924963;64.57631262781938
0;900;VEV_5200;98;31;;;;;101;31;;;;;99.5;0.0;5246.5;5200.0;7.9991;0.0319964;0.19836885475592667;0.6058951157930323;0.0020670255375383906;361.1268669810143;-1119.4434846517058;98.52743361684718
0;1000;VEV_5100;167;31;;;;;171;7;172.0;24.0;;;169.0;0.0;5247.5;5100.0;7.999;0.031996;0.19676695028971436;0.7960673439536781;0.0015335876442462714;265.8651040302564;-817.500089206326;128.25159494315199
0;1000;VEV_4000;1236;8;1234.0;19.0;;;1257;8;1260.0;19.0;;;1246.5;0.0;5247.5;4000.0;7.999;0.031996;0.0;1.0;0.0;0.0;0.0;0.0
0;1000;VEV_5000;251;31;;;;;257;7;258.0;24.0;;;254.0;0.0;5247.5;5000.0;7.999;0.031996;0.19306602783518909;0.9216515171437774;0.0008075074276292745;137.357687254621;-414.4127870808517;146.61739329343825
0;1000;VEV_6000;0;23;;;;;1;23;;;;;0.5;0.0;5247.5;6000.0;7.999;0.031996;0.2934387277819746;0.005754762736414767;5.9487943493039306e-05;15.379668311554898;-70.52428902130609;0.9502209662289315
0;1000;VEV_5500;8;23;;;;;9;23;;;;;8.5;0.0;5247.5;5500.0;7.999;0.031996;0.20001284297443309;0.097540077741954;0.0009179073730854335;161.75485470413133;-505.5795779830239;16.104916488197123
0;1000;VEV_5400;22;23;;;;;23;23;;;;;22.5;0.0;5247.5;5400.0;7.999;0.031996;0.1986949357034788;0.21527467411076534;0.001567835390227684;274.46555193385876;-852.2145767333088;35.424494661270096
0;1000;VEV_6500;0;12;;;;;1;12;;;;;0.5;0.0;5247.5;6500.0;7.999;0.031996;0.4440712615395451;0.003965240639152671;2.8200911175757036e-05;11.033578561473314;-76.56730764922389;0.6497619777255036
0;1000;VEV_5300;50;23;;;;;53;23;;;;;51.5;0.0;5247.5;5300.0;7.999;0.031996;0.19887137808368086;0.3966367557774634;0.0020650214216936585;361.8240471114789;-1124.4600398936507;64.94712462464788
0;1000;VEV_5200;99;7;98.0;24.0;;;102;31;;;;;100.5;0.0;5247.5;5200.0;7.999;0.031996;0.19945974603212688;0.6074598672917172;0.0020530793996660513;360.795896707294;-1124.5821028670828;98.77631233300572
0;1000;VEV_4500;739;7;737.0;24.0;;;755;7;757.0;24.0;;;747.0;0.0;5247.5;4500.0;7.999;0.031996;0.0;1.0;0.0;0.0;0.0;0.0
0;1100;VEV_4000;1238;7;1236.0;16.0;;;1259;7;1262.0;16.0;;;1248.5;0.0;5248.5;4000.0;7.9989;0.0319956;0.0;1.0;0.0;0.0;0.0;0.0
0;1100;VEV_5100;168;20;;;;;173;20;;;;;170.5;0.0;5248.5;5100.0;7.9989;0.0319956;0.1994127437101734;0.7946014854367472;0.0015194215271325208;267.0495472168493;-832.1938472332355;127.98130883212878
0;1100;VEV_5000;253;6;252.0;14.0;;;259;6;260.0;14.0;;;256.0;0.0;5248.5;5000.0;7.9989;0.0319956;0.20068299802760495;0.9145264085426683;0.0008293754323273992;146.6973973338759;-460.0581564310248;145.38454624339514
0;1100;VEV_6500;0;20;;;;;1;20;;;;;0.5;0.0;5248.5;6500.0;7.9989;0.0319956;0.4437146796152268;0.003967430459699332;2.823232966355945e-05;11.0410703043639;-76.55872952390364;0.6502484591088498
0;1100;VEV_6000;0;23;;;;;1;23;;;;;0.5;0.0;5248.5;6000.0;7.9989;0.0319956;0.29306639494722836;0.005760366525657332;5.960400645162482e-05;15.39579560966188;-70.50954376020411;0.9513342522688756
0;1100;VEV_5500;8;23;;;;;9;23;;;;;8.5;0.0;5248.5;5500.0;7.9989;0.0319956;0.19941094847263705;0.09776689079553003;0.0009220772811686397;162.06042841266625;-505.01668572634486;16.145924472974926
0;1100;VEV_5400;22;23;;;;;24;23;;;;;23.0;0.0;5248.5;5400.0;7.9989;0.0319956;0.1997244629117857;0.2180851676027833;0.001571209387192676;276.5833222097642;-863.2508138416301;35.88690494121313
0;1100;VEV_5300;51;23;;;;;53;23;;;;;52.0;0.0;5248.5;5300.0;7.9989;0.0319956;0.19915497935999138;0.3988630011074544;0.002064786783604898;362.4324232585794;-1127.9710612311385;65.3168564591694
0;1100;VEV_5200;100;6;99.0;14.0;;;103;20;;;;;101.5;0.0;5248.5;5200.0;7.9989;0.0319956;0.20054733164109717;0.6090074568158036;0.002039310962982896;360.4632579481975;-1129.6857151634524;99.02240293432901
0;1100;VEV_4500;741;6;739.0;14.0;;;757;6;758.0;14.0;;;749.0;0.0;5248.5;4500.0;7.9989;0.0319956;0.33713394387158857;0.9950832699948124;4.500699643530373e-05;13.373441242049523;-70.45720331963007;143.13854110618144
0;1200;VEV_5500;8;18;;;;;9;18;;;;;8.5;0.0;5248.5;5500.0;7.9988;0.0319952;0.19941219497414459;0.09776689079552958;0.0009220772811686387;162.05941539253226;-505.02299938196245;16.145722621164353
0;1200;VEV_5400;22;18;;;;;24;18;;;;;23.0;0.0;5248.5;5400.0;7.9988;0.0319952;0.19972571137304573;0.21808516760278213;0.0015712093871926784;276.58159332087456;-863.2616060956346;35.886456293212085
0;1200;VEV_5300;51;18;;;;;53;18;;;;;52.0;0.0;5248.5;5300.0;7.9988;0.0319952;0.19915622426145824;0.3988630011074549;0.002064786783604889;362.4301577373452;-1127.9851629846726;65.31603988618497
0;1200;VEV_5200;99;21;;;;;102;6;103.0;15.0;;;100.5;0.0;5248.5;5200.0;7.9988;0.0319952;0.19777306221236202;0.6103060323396681;0.00206598311660815;360.1215729635061;-1113.0161126313503;99.27122582570216
0;1200;VEV_6500;0;15;;;;;1;15;;;;;0.5;0.0;5248.5;6500.0;7.9988;0.0319952;0.4437174532393514;0.003967430459699405;2.823232966355985e-05;11.041001287969248;-76.55968665159325;0.6502403298853535
