column,dtype,missing_count,missing_pct,present_pct,n_unique
book_wap_mid_L3,float64,0,0.0,1.0,6611
book_wap_edge_L3,float64,0,0.0,1.0,407
mid_change,float64,1,0.0001,0.9999,34
bid_change,float64,1,0.0001,0.9999,26
ask_change,float64,1,0.0001,0.9999,25
spread_change,float64,1,0.0001,0.9999,13
bid_size_1_change,float64,1,0.0001,0.9999,23
ask_size_1_change,float64,1,0.0001,0.9999,23
mid_changed,int64,0,0.0,1.0,2
bid_changed,int64,0,0.0,1.0,2
ask_changed,int64,0,0.0,1.0,2
spread_changed,int64,0,0.0,1.0,2
bid_size_1_changed,int64,0,0.0,1.0,2
ask_size_1_changed,int64,0,0.0,1.0,2
past_ret_1,float64,1,0.0001,0.9999,34
future_ret_1,float64,1,0.0001,0.9999,34
future_abs_ret_1,float64,1,0.0001,0.9999,18
future_up_1,int64,0,0.0,1.0,2
past_ret_2,float64,2,0.0002,0.9998,43
future_ret_2,float64,2,0.0002,0.9998,43
future_abs_ret_2,float64,2,0.0002,0.9998,23
future_up_2,int64,0,0.0,1.0,2
past_ret_3,float64,3,0.0003,0.9997,53
future_ret_3,float64,3,0.0003,0.9997,53
future_abs_ret_3,float64,3,0.0003,0.9997,29
future_up_3,int64,0,0.0,1.0,2
past_ret_5,float64,5,0.0005,0.9995,63
future_ret_5,float64,5,0.0005,0.9995,63
future_abs_ret_5,float64,5,0.0005,0.9995,33
future_up_5,int64,0,0.0,1.0,2
past_ret_10,float64,10,0.001,0.999,84
future_ret_10,float64,10,0.001,0.999,84
future_abs_ret_10,float64,10,0.001,0.999,45
future_up_10,int64,0,0.0,1.0,2
past_ret_20,float64,20,0.002,0.998,110
future_ret_20,float64,20,0.002,0.998,110
future_abs_ret_20,float64,20,0.002,0.998,58
future_up_20,int64,0,0.0,1.0,2
past_ret_50,float64,50,0.005,0.995,160
future_ret_50,float64,50,0.005,0.995,160
future_abs_ret_50,float64,50,0.005,0.995,86
future_up_50,int64,0,0.0,1.0,2
past_ret_100,float64,100,0.01,0.99,225
future_ret_100,float64,100,0.01,0.99,225
future_abs_ret_100,float64,100,0.01,0.99,123
future_up_100,int64,0,0.0,1.0,2
past_ret_200,float64,200,0.02,0.98,274
future_ret_200,float64,200,0.02,0.98,274
future_abs_ret_200,float64,200,0.02,0.98,152
future_up_200,int64,0,0.0,1.0,2
past_ret_500,float64,500,0.05,0.95,386
future_ret_500,float64,500,0.05,0.95,386
future_abs_ret_500,float64,500,0.05,0.95,209
future_up_500,int64,0,0.0,1.0,2
past_ret_1000,float64,1000,0.1,0.9,393
future_ret_1000,float64,1000,0.1,0.9,393
future_abs_ret_1000,float64,1000,0.1,0.9,236
future_up_1000,int64,0,0.0,1.0,2
roll_mean_10,float64,2,0.0002,0.9998,2458
roll_median_10,float64,2,0.0002,0.9998,546
roll_std_mid_10,float64,2,0.0002,0.9998,9384
roll_vol_ret1_10,float64,3,0.0003,0.9997,5580
dev_roll_mean_10,float64,2,0.0002,0.9998,406
dev_roll_median_10,float64,2,0.0002,0.9998,106
z_roll_mean_10,float64,2,0.0002,0.9998,9790
ema_10,float64,2,0.0002,0.9998,9998
dev_ema_10,float64,2,0.0002,0.9998,9998
roll_mean_20,float64,3,0.0003,0.9997,4027
roll_median_20,float64,3,0.0003,0.9997,537
roll_std_mid_20,float64,3,0.0003,0.9997,9558
roll_vol_ret1_20,float64,4,0.0004,0.9996,7304
dev_roll_mean_20,float64,3,0.0003,0.9997,1008
dev_roll_median_20,float64,3,0.0003,0.9997,134
z_roll_mean_20,float64,3,0.0003,0.9997,9894
ema_20,float64,3,0.0003,0.9997,9997
dev_ema_20,float64,3,0.0003,0.9997,9997
roll_mean_50,float64,9,0.0009,0.9991,6317
roll_median_50,float64,9,0.0009,0.9991,524
roll_std_mid_50,float64,9,0.0009,0.9991,9646
roll_vol_ret1_50,float64,10,0.001,0.999,8201
dev_roll_mean_50,float64,9,0.0009,0.9991,3063
dev_roll_median_50,float64,9,0.0009,0.9991,196
z_roll_mean_50,float64,9,0.0009,0.9991,9912
ema_50,float64,9,0.0009,0.9991,9991
dev_ema_50,float64,9,0.0009,0.9991,9991
roll_mean_100,float64,19,0.0019,0.9981,7676
roll_median_100,float64,19,0.0019,0.9981,509
roll_std_mid_100,float64,19,0.0019,0.9981,9752
roll_vol_ret1_100,float64,20,0.002,0.998,8435
dev_roll_mean_100,float64,19,0.0019,0.9981,5700
dev_roll_median_100,float64,19,0.0019,0.9981,266
z_roll_mean_100,float64,19,0.0019,0.9981,9927
ema_100,float64,19,0.0019,0.9981,9981
dev_ema_100,float64,19,0.0019,0.9981,9981
roll_mean_200,float64,19,0.0019,0.9981,8631
roll_median_200,float64,19,0.0019,0.9981,462
roll_std_mid_200,float64,19,0.0019,0.9981,9841
roll_vol_ret1_200,float64,20,0.002,0.998,8522
dev_roll_mean_200,float64,19,0.0019,0.9981,7944
dev_roll_median_200,float64,19,0.0019,0.9981,340
z_roll_mean_200,float64,19,0.0019,0.9981,9953
ema_200,float64,19,0.0019,0.9981,9981
dev_ema_200,float64,19,0.0019,0.9981,9981
roll_mean_500,float64,19,0.0019,0.9981,9067
roll_median_500,float64,19,0.0019,0.9981,391
roll_std_mid_500,float64,19,0.0019,0.9981,9834
roll_vol_ret1_500,float64,20,0.002,0.998,8718
dev_roll_mean_500,float64,19,0.0019,0.9981,9304
dev_roll_median_500,float64,19,0.0019,0.9981,389
z_roll_mean_500,float64,19,0.0019,0.9981,9947
ema_500,float64,19,0.0019,0.9981,9981
dev_ema_500,float64,19,0.0019,0.9981,9981
roll_mean_1000,float64,19,0.0019,0.9981,9390
roll_median_1000,float64,19,0.0019,0.9981,359
roll_std_mid_1000,float64,19,0.0019,0.9981,9854
roll_vol_ret1_1000,float64,20,0.002,0.998,8779
dev_roll_mean_1000,float64,19,0.0019,0.9981,9726
dev_roll_median_1000,float64,19,0.0019,0.9981,471
z_roll_mean_1000,float64,19,0.0019,0.9981,9962
ema_1000,float64,19,0.0019,0.9981,9981
dev_ema_1000,float64,19,0.0019,0.9981,9981
global_mean,float64,0,0.0,1.0,1
dev_global_mean,float64,0,0.0,1.0,307
z_global_mean,float64,0,0.0,1.0,307
row_index,int64,0,0.0,1.0,10000
time_bucket_10,int64,0,0.0,1.0,10
time_bucket_20,int64,0,0.0,1.0,20
