timestamp,trade_count,total_qty,signed_qty,avg_trade_price,avg_trade_vs_mid,future_ret_1,future_ret_2,future_ret_3,future_ret_5,future_ret_10,future_ret_20,future_ret_50,future_ret_100,future_ret_200,future_ret_500,future_ret_1000
113900,1,2,2,9956.0,8.0,-1.0,-4.0,-4.0,0.0,3.0,-1.0,1.0,-6.0,10.5,13.0,42.0
115500,1,3,-3,9937.0,-8.0,0.0,1.0,1.0,4.0,1.5,24.0,9.0,1.0,10.0,23.5,41.0
119400,1,3,3,9962.0,8.0,2.0,2.0,2.0,3.0,0.0,-0.5,-9.0,5.0,7.0,12.0,50.0
120700,1,2,2,9958.0,8.0,-1.0,-1.0,-2.5,4.0,4.0,-3.0,-5.0,5.5,11.0,26.0,54.0
126000,1,4,4,9953.0,8.0,1.0,-1.0,4.0,1.0,4.0,10.0,5.0,8.0,13.0,47.0,34.0
129500,1,6,6,9967.0,8.0,-2.0,0.0,0.0,-2.0,-3.0,-8.0,-7.0,5.0,5.0,39.0,28.0
129800,1,4,-4,9951.0,-8.0,-1.0,-2.0,0.0,-0.5,-5.0,-8.0,-4.0,9.0,6.0,39.0,29.0
130800,1,5,-5,9946.0,-8.0,-2.0,-4.0,-4.0,-5.0,-3.0,6.5,0.0,7.0,1.0,49.0,45.0
133700,1,4,-4,9948.0,-8.0,-1.0,2.5,2.0,-1.0,1.0,1.0,10.0,-2.0,-1.0,57.0,48.0
134500,1,6,-6,9944.0,-8.0,4.0,5.0,3.0,4.0,3.0,-1.0,12.0,1.0,10.0,66.0,58.0
137800,1,3,-3,9942.0,-8.0,3.0,3.5,1.0,2.5,17.0,18.0,14.0,16.0,11.0,76.0,69.0
138100,1,2,2,9959.0,8.0,1.0,1.5,6.0,12.0,12.0,14.0,13.0,12.0,2.0,78.0,67.0
145600,1,5,5,9962.0,8.0,4.0,4.0,4.0,3.0,2.0,10.0,4.0,5.0,14.0,49.0,57.0
146500,1,6,6,9963.0,8.0,1.0,4.0,2.0,4.0,6.0,9.0,-1.0,4.0,15.0,48.0,55.0
148000,1,3,3,9972.0,8.0,-1.0,-3.0,-1.0,0.0,1.0,1.0,-11.0,-9.0,-2.0,37.0,53.0
151100,1,4,-4,9945.0,-8.0,-1.0,-2.0,0.0,3.0,-1.0,2.0,2.0,13.0,30.0,63.0,41.0
151200,1,6,-6,9944.0,-8.0,-1.0,1.0,2.0,0.0,1.5,5.0,3.0,11.5,29.0,68.0,41.0
152700,1,5,-5,9944.0,-8.0,2.0,2.0,1.0,5.0,3.0,3.0,11.0,18.0,18.0,73.0,44.0
155900,1,4,4,9966.0,7.5,-1.5,-3.5,-3.5,-1.5,3.5,0.5,9.5,10.5,31.5,54.5,19.5
156400,1,6,-6,9949.0,-8.0,2.0,5.0,8.0,5.0,5.5,-3.0,11.0,13.0,44.0,53.0,21.0
159900,1,3,-3,9961.0,-8.0,1.0,0.0,0.0,-4.0,-1.0,-8.0,-2.0,-4.0,33.0,40.0,7.0
161200,1,6,-6,9956.0,-7.5,3.5,4.5,3.5,3.5,3.5,7.5,5.5,17.5,42.5,42.5,27.5
164300,1,5,5,9973.0,8.0,2.0,3.0,6.0,6.0,3.0,4.0,1.0,12.0,48.0,22.0,37.0
167300,1,3,-3,9957.0,-8.0,-1.0,-3.0,-4.0,-5.0,-3.0,1.0,10.0,33.0,65.0,35.0,30.0
171400,1,6,6,9992.0,8.0,-1.0,-5.0,-7.0,-7.0,-10.0,-13.0,17.0,25.0,40.0,24.0,-6.0
174200,1,5,5,9988.0,8.0,-3.0,3.5,4.0,1.0,7.0,17.0,20.0,34.0,34.0,8.0,0.0
174400,1,6,6,9991.0,7.5,0.5,0.5,-2.5,2.5,3.5,17.5,15.5,32.5,28.5,2.5,-1.5
178000,1,3,-3,9988.0,-8.0,1.0,0.0,1.0,-2.0,4.0,6.0,17.0,30.0,5.0,-14.0,-11.5
182100,1,3,-3,10012.0,-8.0,0.0,-2.0,-3.0,-1.0,-8.0,-7.0,9.0,2.0,2.0,-10.0,-49.0
182800,1,5,-5,10010.0,-8.0,-2.0,-5.0,-6.0,-9.5,-4.0,2.0,8.0,-3.0,7.0,-7.0,-50.0
185800,1,4,4,10040.0,8.0,0.0,-1.0,-2.0,-9.0,-4.0,-6.0,-4.0,-28.0,-17.0,-25.0,-55.0
188400,1,4,-4,10021.0,-8.0,0.0,1.0,2.0,-3.0,5.0,-3.0,-11.0,-26.0,-20.0,-14.0,-72.0
192800,1,5,-5,10007.0,-8.0,1.0,2.0,2.0,1.0,2.0,-8.0,-10.0,10.0,-15.0,-8.0,-56.0
193400,1,4,4,10026.0,8.0,-2.0,-1.0,-3.0,-3.0,-6.0,-14.0,-15.0,3.0,-22.0,-10.0,-59.0
199400,1,3,3,10029.0,8.0,0.0,-2.0,-3.0,-5.0,-8.0,-0.5,-7.0,-7.0,-17.0,-16.0,-72.0
202700,1,5,5,10033.0,8.0,0.0,-2.0,-1.0,-3.0,-6.0,-15.0,-12.0,-26.0,-25.0,-29.0,-79.0
203200,1,6,-6,10014.0,-8.0,-3.0,-1.0,-1.5,-3.0,-4.0,-11.0,-13.0,-22.0,-27.0,-28.0,-76.0
210600,1,5,-5,9990.0,-8.0,3.0,3.0,2.0,6.0,8.0,4.0,-11.0,8.0,-1.0,-14.0,-67.0
211100,1,6,-6,9996.0,-8.0,2.0,3.0,2.0,2.0,0.0,-2.0,-12.0,-2.0,2.0,-15.0,-75.0
217500,1,4,4,10011.0,8.0,2.0,4.0,3.0,-2.0,6.0,1.0,0.0,-22.0,15.0,-9.0,-60.0
218500,1,5,5,10017.0,8.0,-1.0,-1.0,1.0,-4.0,-5.0,-5.0,-19.0,-22.0,7.0,-17.0,-68.0
218900,1,3,3,10014.0,8.0,-1.0,-4.0,-3.0,-2.0,-6.0,1.0,-18.0,-19.0,8.0,-22.0,-69.0
221200,1,5,5,10011.0,8.0,3.0,5.0,6.0,4.0,-1.0,-8.0,-22.0,6.0,14.0,-25.0,-60.0
226100,1,5,-5,9974.0,-8.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,24.0,27.0,24.0,0.0,-39.0
230000,1,4,4,9998.0,8.0,-3.0,0.0,-1.0,7.0,12.0,20.0,24.0,21.0,13.0,-26.5,-43.5
230800,1,3,3,10007.0,8.0,2.0,3.0,7.0,11.0,10.0,12.0,8.0,24.5,-3.0,-35.0,-46.0
235900,1,3,-3,9998.0,-8.0,2.0,3.0,3.0,7.0,8.0,13.0,15.0,0.0,-28.0,-28.0,-65.5
238200,1,2,2,10025.0,8.0,0.0,-2.0,-1.0,0.0,-2.0,-2.0,-13.0,0.0,-46.0,-59.0,-78.0
239600,1,4,-4,10006.0,-8.0,-1.0,-1.0,-1.0,-4.0,7.0,-2.0,-3.0,-8.0,-40.0,-63.0,-71.5
239700,1,6,6,10021.0,8.0,0.0,0.0,-2.0,2.0,10.0,-3.0,-1.0,-8.0,-38.0,-62.0,-70.0
240600,1,3,-3,10013.0,-8.0,2.0,2.5,0.0,-5.0,-9.0,-15.0,-10.0,-23.0,-37.0,-65.0,-76.0
241900,1,2,-2,10005.0,-8.0,-1.0,-2.0,-2.0,-7.0,-7.0,-7.5,-5.0,-19.0,-23.0,-62.0,-64.0
248200,1,5,5,10025.0,8.0,-1.0,-1.0,0.0,0.0,-9.0,-16.0,-23.0,-46.0,-23.0,-70.0,-47.0
252500,1,3,-3,9988.0,-8.0,2.0,0.0,2.0,-1.0,2.0,-4.0,-22.0,2.0,-19.0,-51.0,-36.0
254700,1,5,5,9997.0,4.5,-3.5,-3.5,-4.5,-7.5,-13.5,-13.5,-17.5,8.5,-11.5,-33.5,-36.5
255000,1,4,-4,9980.0,-8.0,-0.5,-3.0,-7.0,-10.0,-10.0,-9.0,-9.0,13.0,-7.0,-29.0,-33.0
255300,1,2,-2,9973.0,-8.0,0.0,-3.0,-4.0,-6.0,-3.0,-8.0,0.0,21.0,5.0,-22.0,-28.0
255400,1,3,-3,9973.0,-8.0,-3.0,-4.0,-2.0,-3.0,-3.0,-8.0,3.0,19.0,5.0,-22.0,-26.0
262300,1,4,4,10005.0,8.0,-2.0,1.0,1.0,3.0,6.0,5.0,-2.0,-22.0,-24.0,-67.0,-31.5
262800,1,2,2,10008.0,8.0,4.0,5.0,6.0,3.0,2.0,0.0,-8.0,-25.0,-32.0,-73.0,-33.0
266300,1,4,4,9999.0,8.0,3.0,-2.0,-2.0,1.0,4.0,1.0,-11.0,-6.0,-21.0,-63.0,-25.5
266600,1,4,4,9997.0,8.0,2.0,3.0,4.0,1.0,6.0,0.0,-10.0,-6.0,-18.0,-59.0,-25.0
269300,1,3,-3,9973.0,-8.0,2.0,-2.0,0.0,1.0,1.0,-1.0,0.0,-6.0,-28.0,-36.0,-12.0
274600,1,2,2,9989.0,7.5,-0.5,-0.5,0.5,3.0,6.5,1.5,-4.5,-9.5,-32.5,-43.5,-19.5
275700,1,2,2,9996.0,8.0,-2.0,-3.0,1.0,-4.0,-7.0,-9.0,-24.0,-14.0,-35.0,-47.0,-27.0
280500,1,2,2,9973.0,8.0,-3.0,-1.0,-1.0,-5.0,-1.0,6.0,7.0,-13.0,-11.0,-16.0,-24.0
281100,1,3,-3,9952.0,-8.0,-1.5,2.0,3.0,4.0,11.0,11.0,12.0,-2.0,-2.0,-7.0,-20.0
282200,1,2,2,9979.0,8.0,2.0,1.0,0.0,-2.0,2.0,5.0,-8.0,-17.0,-23.0,-19.0,-35.0
285400,1,5,-5,9965.0,-8.0,-1.0,1.0,1.0,5.0,-5.0,-7.0,-22.0,-21.0,-14.0,-23.0,-39.0
290900,1,3,3,9965.0,8.0,-1.0,1.0,-3.0,-3.0,-6.0,3.0,-4.5,-4.0,-28.0,-9.0,-6.0
292800,1,6,-6,9951.0,-8.0,1.0,3.0,0.0,2.0,-3.0,-8.0,-13.0,-12.0,-32.0,-2.0,-8.0
295000,1,5,5,9959.0,8.0,-1.0,-0.5,-1.0,2.0,0.0,-1.0,9.0,8.0,-15.5,4.5,-2.0
297100,1,3,3,9958.0,8.0,-1.0,-0.5,1.0,-1.0,-4.0,3.0,-3.0,10.0,-13.0,12.0,-5.0
301100,1,3,3,9966.0,8.0,1.0,1.0,-2.0,-4.5,-11.0,-12.0,-3.0,-29.0,-13.0,6.0,-21.5
301300,1,2,2,9967.0,8.0,-3.0,-5.0,-5.5,-11.0,-12.0,-13.0,-1.0,-27.5,-14.0,0.0,-27.0
302400,1,6,-6,9936.0,-8.0,1.0,1.0,2.0,0.0,3.5,9.0,12.0,-14.0,9.0,15.5,-11.0
304200,1,2,-2,9944.0,-8.0,0.0,1.0,3.0,7.0,7.0,5.0,-4.0,-17.0,-14.0,2.0,-25.0
306500,1,5,5,9967.0,8.0,2.0,0.5,1.0,2.0,-6.0,-8.0,-29.0,-27.0,-16.0,0.0,-22.0
308000,1,3,-3,9943.0,-8.0,2.0,4.0,2.0,0.0,-3.0,-15.0,-25.0,-11.0,-15.5,5.0,-14.0
308100,1,4,-4,9945.0,-8.0,2.0,0.0,-2.0,-1.0,-7.0,-18.0,-25.0,-12.0,-13.0,2.0,-11.5
316200,1,5,5,9939.0,8.0,-3.0,-1.0,1.0,-1.0,8.0,9.0,12.0,15.0,15.0,35.0,23.0
317100,1,4,-4,9929.0,-8.0,2.0,3.0,4.5,6.0,4.0,5.0,16.0,4.0,7.0,23.0,19.0
318300,1,4,4,9950.0,8.0,-5.0,-1.0,-3.0,-3.0,3.0,6.0,6.0,2.5,-3.0,34.0,10.0
323300,1,5,5,9956.0,8.0,-1.0,-2.0,-7.0,-7.0,-10.0,-6.5,-3.5,1.0,9.0,12.0,6.0
324600,1,6,6,9946.0,8.0,2.0,3.0,5.0,6.0,2.0,6.0,6.0,21.0,23.0,24.0,15.0
327600,1,5,-5,9928.0,-8.0,2.0,-1.0,0.0,4.0,10.0,8.0,17.0,8.0,32.0,26.0,16.0
327700,1,6,6,9946.0,8.0,-3.0,-2.0,-2.5,5.0,7.0,8.0,12.0,3.0,31.0,22.0,15.5
335300,1,5,-5,9943.0,-8.0,-1.0,2.0,-2.0,-5.0,-5.0,-6.0,-9.0,3.0,2.0,-11.0,-22.0
335500,1,4,4,9961.0,8.0,-4.0,-7.0,-7.0,-7.0,-5.0,-9.0,-8.0,-2.0,-1.0,-20.0,-27.0
338100,1,3,-3,9931.0,-8.0,0.0,0.0,-1.0,-3.0,3.5,4.0,19.0,29.0,16.0,0.0,-15.0
339500,1,3,-3,9932.0,-8.0,2.5,3.0,2.0,1.0,5.0,7.0,22.0,29.0,10.0,5.0,-18.0
342400,1,5,-5,9944.0,-8.0,4.0,5.0,5.0,9.0,6.0,11.0,13.0,7.5,14.0,3.5,-35.0
343100,1,2,2,9966.0,8.0,-0.5,-1.0,0.0,0.0,3.0,-2.0,10.0,2.0,17.0,-5.5,-42.0
344000,1,5,-5,9953.0,-8.0,0.0,2.0,3.0,1.0,-5.5,-13.0,12.0,-8.0,3.0,-12.0,-43.0
345700,1,6,6,9957.0,8.0,0.0,1.0,-1.0,1.0,15.0,20.0,15.0,5.0,18.0,-4.0,-33.0
345900,1,3,3,9958.0,8.0,-2.0,-1.5,0.0,7.0,14.0,15.5,17.0,4.0,19.0,-8.0,-30.0
348500,1,5,-5,9964.0,-8.0,2.0,3.0,3.0,1.0,-3.0,-8.0,-18.0,-20.0,3.0,-33.0,-34.0
351000,1,3,3,9973.0,8.0,-1.0,-5.0,-6.0,-3.0,-3.0,-6.0,-11.5,-8.0,-6.0,-27.0,-19.0
357100,1,6,6,9963.0,8.0,0.0,1.0,2.0,1.0,0.0,-3.0,8.0,5.0,10.0,-17.0,-28.0
358500,1,6,6,9960.0,8.0,2.0,3.0,0.0,-1.0,-2.0,6.0,19.0,23.0,7.0,-14.0,-35.0
360600,1,2,-2,9951.0,-8.0,0.0,-3.0,-3.0,-1.0,0.0,11.0,10.5,10.0,-22.0,-16.0,-32.0
362700,1,3,-3,9961.0,-8.0,-2.0,3.0,4.0,4.0,-1.0,0.0,-2.0,-12.0,-37.5,-20.0,-44.0
363100,1,4,4,9983.0,8.0,-2.0,-3.0,-2.0,-8.0,-9.0,-2.0,-2.0,-15.0,-42.0,-26.0,-52.0
364800,1,5,5,9978.0,8.0,3.0,4.0,3.0,1.5,-1.0,-8.0,-4.0,-13.0,-28.0,-22.0,-59.0
368500,1,6,6,9983.0,8.0,-2.0,-2.0,-1.0,-6.0,-8.0,-7.0,-11.0,-16.0,-32.0,-24.0,-41.0
371400,1,2,-2,9953.0,-8.0,-2.0,-4.0,-3.0,5.0,-2.0,1.0,2.0,-18.0,-3.0,-6.0,-31.0
373400,1,3,3,9970.0,8.0,2.0,2.0,0.0,1.0,-5.5,-6.0,-3.0,-27.0,-6.0,-6.0,-19.0
373700,1,5,-5,9954.0,-8.0,-2.0,1.0,0.0,-1.0,-3.5,-1.0,-10.0,-22.5,-11.0,-8.0,-17.0
375100,1,2,-2,9947.0,-8.0,3.0,4.0,1.0,6.0,6.0,10.0,-6.0,-17.0,-8.0,6.0,-4.0
380100,1,6,6,9957.0,8.0,-2.0,-1.0,-4.0,-12.0,-9.0,-14.0,-11.0,-3.5,-13.0,-10.0,9.0
380700,1,4,4,9948.0,8.0,-1.0,1.0,0.0,2.0,-2.0,-8.5,-7.0,5.5,-1.0,3.0,23.0
383300,1,5,5,9945.0,8.0,-2.0,0.0,3.0,2.0,2.5,3.0,5.5,18.0,-4.0,-9.0,18.0
383600,1,4,4,9948.0,8.0,-0.5,-1.0,-1.0,1.0,-1.0,-8.0,3.0,13.0,-10.0,-16.0,13.5
385800,1,6,6,9943.0,8.0,-4.0,-1.5,3.0,-1.0,4.5,6.0,12.0,9.0,-5.0,-11.0,27.0
394800,1,5,-5,9941.0,-8.0,0.0,0.0,-2.0,-2.0,-5.0,-2.0,-6.0,-20.0,-1.0,-29.0,19.0
396300,1,4,4,9956.0,7.5,2.5,1.5,0.5,-1.5,-1.5,-12.5,-16.5,-10.5,4.5,-21.5,35.5
397800,1,4,4,9950.0,8.0,1.0,-2.0,-5.0,-6.0,1.5,1.0,-15.0,-8.0,16.0,-4.0,42.0
403600,1,6,-6,9922.0,-8.0,1.0,1.0,2.0,-2.0,-1.5,0.0,8.0,20.0,25.0,7.0,72.0
409300,1,6,-6,9929.0,-8.0,1.0,5.0,4.0,6.0,10.0,5.0,13.0,10.0,4.0,-11.0,66.0
411000,1,4,4,9951.0,8.0,-2.0,-2.0,-1.0,2.0,2.0,8.0,11.0,5.0,-4.0,-16.0,55.0
411400,1,3,3,9952.0,8.0,1.0,0.0,-1.5,-2.0,0.0,3.0,10.0,11.0,-6.0,-16.0,60.0
412300,1,2,2,9953.0,8.0,-1.0,0.0,1.0,5.0,4.0,5.0,8.0,9.0,-17.0,-16.0,61.0
414000,1,2,2,9962.0,8.0,-4.0,-5.5,-4.0,1.0,-5.0,0.0,-7.0,1.0,-28.5,-39.0,42.0
414400,1,3,-3,9945.0,-8.0,2.0,-1.0,-3.0,-4.0,3.0,1.0,-7.0,-3.5,-30.0,-38.5,48.0
414800,1,3,-3,9940.0,-8.0,1.0,1.0,2.0,8.5,7.0,13.0,1.0,7.5,-25.0,-37.0,54.0
421500,1,3,-3,9946.0,-8.0,1.0,1.0,0.0,-3.0,-3.0,2.0,0.0,-17.0,-41.0,-23.0,62.0
427000,1,2,-2,9950.0,-8.0,1.0,0.0,-3.0,-5.0,-10.0,-16.0,-30.0,-34.0,-22.0,-11.0,53.0
436200,1,5,5,9935.0,8.0,-0.5,-2.0,-0.5,-1.0,-1.0,-0.5,-18.5,-5.0,6.0,34.0,90.0
440300,1,2,2,9922.0,8.0,3.0,0.0,0.5,2.0,-4.0,5.0,2.0,26.0,10.0,47.0,108.0
441300,1,2,-2,9902.0,-8.0,3.0,3.0,6.0,3.0,9.0,7.0,17.0,33.0,17.0,52.0,110.0
443600,1,2,-2,9908.0,-8.0,0.0,-2.5,1.5,3.0,4.0,0.0,24.5,21.0,-3.0,49.0,93.0
450000,1,5,-5,9932.0,-8.0,2.0,0.0,0.0,2.0,6.0,-4.0,-5.0,-16.0,-4.5,59.0,68.0
457700,1,4,-4,9914.0,-8.0,0.0,-2.0,1.0,0.0,-1.0,7.5,3.0,12.0,28.0,78.0,80.0
462500,1,2,2,9932.0,8.0,2.0,1.0,-1.0,-2.0,-7.0,-13.0,10.0,14.0,36.0,84.0,71.0
476200,1,3,3,9959.0,8.0,3.0,1.5,1.5,0.5,-2.0,7.0,11.5,10.0,32.0,64.0,55.0
477600,1,5,-5,9941.0,-8.0,1.0,1.0,1.0,5.0,15.0,12.0,10.0,14.0,35.0,64.0,57.0
479100,1,5,5,9973.0,4.5,-5.5,-3.5,-5.5,-7.5,-10.5,-5.5,-13.5,-9.5,33.5,56.5,34.5
485300,1,3,-3,9952.0,-8.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,12.0,46.0,53.0,45.0
489600,1,4,-4,9948.0,-8.0,1.0,2.0,4.0,7.0,2.0,11.0,11.0,47.0,47.0,56.0,41.0
494500,1,4,4,9975.0,8.0,0.0,-1.0,1.0,2.0,7.0,15.0,36.0,37.0,33.0,40.0,48.0
495300,1,5,-5,9964.0,-8.0,1.0,2.0,3.0,7.0,12.0,9.0,20.0,34.0,35.0,41.0,45.0
499900,1,6,-6,9990.0,-8.0,1.0,-3.0,-3.0,-4.0,0.0,-5.0,8.0,15.0,13.0,14.0,25.0
500800,1,4,-4,9987.0,-8.0,3.0,3.0,5.0,2.0,0.0,8.0,3.0,6.0,17.0,16.0,32.0
501400,1,6,-6,9987.0,-8.0,-2.0,-1.0,0.0,-2.0,3.0,9.0,5.0,9.0,19.0,22.0,27.0
502000,1,3,-3,9985.0,-8.0,3.0,3.0,6.0,4.0,13.0,10.0,8.0,14.0,25.0,25.0,24.0
503500,1,6,-6,9994.0,-8.0,0.0,-2.0,-3.0,1.0,2.0,-2.0,-2.0,-3.0,15.0,20.0,21.5
507200,1,4,4,10012.0,8.0,-3.0,-2.0,0.0,-4.0,-2.0,-2.0,-1.0,15.0,11.0,6.0,19.0
507800,1,6,-6,9992.0,-8.0,0.0,1.0,-1.0,-1.5,-1.0,14.0,5.0,9.0,15.0,2.0,21.0
509900,1,5,-5,10005.0,-8.0,-3.0,-2.0,-4.0,-9.0,-14.0,-7.0,-9.0,-2.0,8.0,-10.0,-2.0
510100,1,3,-3,10003.0,-8.0,-2.0,-3.0,-7.0,-10.0,-12.0,-7.5,-5.0,1.0,10.0,-11.0,1.0
513200,1,5,5,10010.0,8.0,-3.0,-4.0,-3.0,-3.0,-2.0,6.0,11.0,15.5,19.0,-3.0,1.0
515200,1,4,-4,10000.0,-8.0,-1.0,2.0,4.0,3.0,6.0,11.0,-1.5,4.0,-0.5,-5.0,-13.0
519000,1,5,-5,10002.0,-8.0,0.0,-1.0,-2.0,1.0,3.0,5.5,-2.0,12.0,3.0,-4.0,-18.0
519400,1,2,2,10017.0,8.0,2.0,2.0,1.0,2.0,2.0,5.0,-3.0,17.0,3.0,-5.0,-12.0
520400,1,2,2,10019.0,8.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,6.0,8.0,-1.0,-12.0
526600,1,4,4,10021.0,8.0,0.0,-5.5,-5.0,-2.0,0.0,12.0,8.0,5.0,2.0,-11.0,15.0
