timestamp,buyer,seller,symbol,currency,price,quantity,mid_price,best_bid,best_ask,spread,imbalance_L1,microprice_L1,micro_edge_L1,future_ret_1,future_ret_2,future_ret_3,future_ret_5,future_ret_10,future_ret_20,future_ret_50,future_ret_100,future_ret_200,future_ret_500,future_ret_1000,trade_vs_mid,trade_vs_microprice,side_guess,signed_qty
41300,,,HYDROGEL_PACK,XIRECS,9953.0,5,9945.0,9937,9953,16,0.0,9945.0,0.0,-1.0,0.0,-1.0,1.0,14.0,14.0,27.0,31.0,7.0,13.0,16.0,8.0,8.0,buyer_initiated,5
43900,,,HYDROGEL_PACK,XIRECS,9952.0,6,9960.0,9952,9968,16,0.0,9960.0,0.0,4.0,8.0,8.5,7.0,9.0,9.0,8.0,6.0,-20.0,8.0,-2.0,-8.0,-8.0,seller_initiated,-6
45200,,,HYDROGEL_PACK,XIRECS,9961.0,2,9969.0,9961,9977,16,0.0,9969.0,0.0,-5.0,2.0,2.0,3.0,2.0,4.0,13.0,-23.0,-32.0,-7.0,-17.0,-8.0,-8.0,seller_initiated,-2
48300,,,HYDROGEL_PACK,XIRECS,9960.0,3,9967.5,9960,9975,15,0.0,9967.5,0.0,-1.5,-1.5,1.5,-1.5,7.5,12.5,-0.5,-13.5,-10.5,-13.5,-4.5,-7.5,-7.5,seller_initiated,-3
52400,,,HYDROGEL_PACK,XIRECS,9961.0,5,9969.0,9961,9977,16,0.0,9969.0,0.0,2.0,1.0,2.0,0.0,-4.0,-15.0,-16.0,-29.0,-4.0,-17.0,-15.0,-8.0,-8.0,seller_initiated,-5
53000,,,HYDROGEL_PACK,XIRECS,9961.0,4,9969.0,9961,9977,16,0.0,9969.0,0.0,-0.5,-2.0,-2.0,-1.0,-9.0,-21.5,-15.0,-26.5,-2.0,-24.0,-16.0,-8.0,-8.0,seller_initiated,-4
59300,,,HYDROGEL_PACK,XIRECS,9949.0,4,9957.0,9949,9965,16,0.0,9957.0,0.0,0.0,-2.0,-1.0,-2.0,-4.0,-5.0,-16.0,0.5,31.0,11.0,10.0,-8.0,-8.0,seller_initiated,-4
61100,,,HYDROGEL_PACK,XIRECS,9961.0,2,9953.0,9945,9961,16,0.0,9953.0,0.0,-1.0,-1.0,1.0,0.0,-8.0,-11.0,-9.0,10.0,26.0,6.0,13.0,8.0,8.0,buyer_initiated,2
61400,,,HYDROGEL_PACK,XIRECS,9962.0,2,9954.0,9946,9962,16,0.0,9954.0,0.0,0.0,-1.0,-3.0,-6.0,-14.0,-17.0,-5.5,7.0,19.0,3.0,14.0,8.0,8.0,buyer_initiated,2
63200,,,HYDROGEL_PACK,XIRECS,9950.0,5,9942.0,9934,9950,16,0.0,9942.0,0.0,-2.0,-5.0,-6.0,-5.0,-2.0,-5.0,16.0,29.0,30.0,8.0,29.0,8.0,8.0,buyer_initiated,5
64300,,,HYDROGEL_PACK,XIRECS,9933.0,4,9941.0,9933,9949,16,0.0,9941.0,0.0,-0.5,-2.0,0.0,-4.0,-2.0,10.0,16.5,42.0,32.0,4.0,24.0,-8.0,-8.0,seller_initiated,-4
65400,,,HYDROGEL_PACK,XIRECS,9930.0,4,9938.0,9930,9946,16,0.0,9938.0,0.0,1.0,-3.5,7.5,4.5,10.5,18.0,19.0,45.0,29.0,8.0,30.0,-8.0,-8.0,seller_initiated,-4
65900,,,HYDROGEL_PACK,XIRECS,9935.0,2,9942.5,9935,9950,15,0.0,9942.5,0.0,-0.5,1.5,3.5,6.0,6.5,15.5,18.5,40.5,21.5,4.5,26.5,-7.5,-7.5,seller_initiated,-2
69500,,,HYDROGEL_PACK,XIRECS,9952.0,2,9959.5,9952,9967,15,0.0,9959.5,0.0,2.5,0.5,-1.5,-2.5,-4.5,5.5,20.5,23.5,8.5,-3.5,2.5,-7.5,-7.5,seller_initiated,-2
73500,,,HYDROGEL_PACK,XIRECS,9966.0,3,9974.0,9966,9982,16,0.0,9974.0,0.0,4.0,4.0,7.0,6.0,6.0,6.0,18.0,1.0,-5.0,-25.0,-3.0,-8.0,-8.0,seller_initiated,-3
76600,,,HYDROGEL_PACK,XIRECS,9995.0,3,9987.0,9979,9995,16,0.0,9987.0,0.0,3.0,5.0,6.0,4.0,6.0,3.0,-13.0,-23.0,-24.0,-38.0,13.0,8.0,8.0,buyer_initiated,3
78500,,,HYDROGEL_PACK,XIRECS,10000.0,4,9992.0,9984,10000,16,0.0,9992.0,0.0,-2.0,-2.0,-2.0,-2.5,-9.0,-11.0,-17.0,-32.0,-40.0,-30.0,2.0,8.0,8.0,buyer_initiated,4
79000,,,HYDROGEL_PACK,XIRECS,9982.0,3,9989.5,9982,9997,15,0.0,9989.5,0.0,1.5,-0.5,-1.5,-6.5,-5.5,-7.5,-18.5,-22.5,-36.5,-28.5,10.5,-7.5,-7.5,seller_initiated,-3
79800,,,HYDROGEL_PACK,XIRECS,9994.0,6,9986.0,9978,9994,16,0.0,9986.0,0.0,0.0,-2.0,-4.0,-6.0,-1.0,-16.0,-17.5,-21.0,-41.0,-27.0,12.0,8.0,8.0,buyer_initiated,6
81300,,,HYDROGEL_PACK,XIRECS,9970.0,6,9978.0,9970,9986,16,0.0,9978.0,0.0,-5.0,-4.0,-4.0,-8.0,-9.0,-3.0,-13.0,-20.0,-36.0,-29.0,30.0,-8.0,-8.0,seller_initiated,-6
81700,,,HYDROGEL_PACK,XIRECS,9980.0,3,9972.0,9964,9980,16,0.0,9972.0,0.0,-2.0,-2.0,-2.0,-3.0,8.5,1.0,-8.0,-14.0,-31.0,-21.0,44.0,8.0,8.0,buyer_initiated,3
81900,,,HYDROGEL_PACK,XIRECS,9978.0,2,9970.0,9962,9978,16,0.0,9970.0,0.0,0.0,3.0,-1.0,1.0,-1.0,2.0,-7.5,-11.0,-19.0,-21.5,45.0,8.0,8.0,buyer_initiated,2
82300,,,HYDROGEL_PACK,XIRECS,9977.0,3,9969.0,9961,9977,16,0.0,9969.0,0.0,2.0,4.0,7.0,2.0,6.0,4.0,-4.0,-5.0,-17.0,-13.0,49.0,8.0,8.0,buyer_initiated,3
92100,,,HYDROGEL_PACK,XIRECS,9955.0,4,9963.0,9955,9971,16,0.0,9963.0,0.0,2.0,1.0,2.0,3.0,2.0,7.0,-5.0,-11.0,-6.0,3.0,59.0,-8.0,-8.0,seller_initiated,-4
92500,,,HYDROGEL_PACK,XIRECS,9956.0,2,9964.0,9956,9972,16,0.0,9964.0,0.0,2.0,1.0,-2.0,-1.0,5.0,0.0,-5.0,-14.5,-7.0,-2.0,55.0,-8.0,-8.0,seller_initiated,-2
94400,,,HYDROGEL_PACK,XIRECS,9974.0,4,9966.0,9958,9974,16,0.0,9966.0,0.0,-2.0,-1.0,1.0,0.0,-2.5,-2.0,-15.0,-12.0,-18.0,-11.0,46.0,8.0,8.0,buyer_initiated,4
97100,,,HYDROGEL_PACK,XIRECS,9950.0,2,9958.0,9950,9966,16,0.0,9958.0,0.0,0.0,-2.0,-1.0,1.0,-7.0,-6.0,-6.0,2.0,1.0,0.0,49.0,-8.0,-8.0,seller_initiated,-2
98600,,,HYDROGEL_PACK,XIRECS,9962.0,2,9954.0,9946,9962,16,0.0,9954.0,0.0,0.0,-3.0,-2.0,-2.0,-6.0,-1.5,-3.0,10.0,0.0,10.0,57.0,8.0,8.0,buyer_initiated,2
99000,,,HYDROGEL_PACK,XIRECS,9961.0,3,9953.0,9945,9961,16,0.0,9953.0,0.0,-1.0,1.0,0.0,-1.5,-8.0,-9.0,0.0,11.0,-3.0,12.0,61.0,8.0,8.0,buyer_initiated,3
101400,,,HYDROGEL_PACK,XIRECS,9936.0,5,9944.0,9936,9952,16,0.0,9944.0,0.0,-1.0,-1.0,-3.0,7.0,8.0,4.0,14.0,13.0,9.5,9.0,76.5,-8.0,-8.0,seller_initiated,-5
101500,,,HYDROGEL_PACK,XIRECS,9935.0,6,9943.0,9935,9951,16,0.0,9943.0,0.0,0.0,-2.0,9.5,8.0,6.5,5.0,13.0,14.0,10.0,11.0,81.0,-8.0,-8.0,seller_initiated,-6
103100,,,HYDROGEL_PACK,XIRECS,9952.0,4,9944.0,9936,9952,16,0.0,9944.0,0.0,1.0,4.0,4.0,7.0,7.0,6.0,10.0,6.0,5.5,11.0,78.0,8.0,8.0,buyer_initiated,4
103500,,,HYDROGEL_PACK,XIRECS,9940.0,3,9948.0,9940,9956,16,0.0,9948.0,0.0,3.0,5.0,6.0,5.0,4.0,-2.5,15.0,-1.0,1.0,10.0,72.5,-8.0,-8.0,seller_initiated,-3
107100,,,HYDROGEL_PACK,XIRECS,9952.0,5,9960.0,9952,9968,16,0.0,9960.0,0.0,3.0,0.0,1.0,0.0,-6.0,5.0,-3.0,-1.0,-7.0,4.0,44.0,-8.0,-8.0,seller_initiated,-5
109100,,,HYDROGEL_PACK,XIRECS,9957.0,2,9965.0,9957,9973,16,0.0,9965.0,0.0,0.0,3.0,1.0,1.0,-5.0,-6.0,-21.0,-13.0,-6.0,-3.0,46.0,-8.0,-8.0,seller_initiated,-2
112700,,,HYDROGEL_PACK,XIRECS,9948.0,2,9956.0,9948,9964,16,0.0,9956.0,0.0,-4.0,-1.5,-1.0,-6.0,-7.0,-11.0,12.0,-9.0,8.0,14.0,43.0,-8.0,-8.0,seller_initiated,-2
113900,,,HYDROGEL_PACK,XIRECS,9956.0,2,9948.0,9940,9956,16,0.0,9948.0,0.0,-1.0,-4.0,-4.0,0.0,3.0,-1.0,1.0,-6.0,10.5,13.0,42.0,8.0,8.0,buyer_initiated,2
115500,,,HYDROGEL_PACK,XIRECS,9937.0,3,9945.0,9937,9953,16,0.0,9945.0,0.0,0.0,1.0,1.0,4.0,1.5,24.0,9.0,1.0,10.0,23.5,41.0,-8.0,-8.0,seller_initiated,-3
119400,,,HYDROGEL_PACK,XIRECS,9962.0,3,9954.0,9946,9962,16,0.0,9954.0,0.0,2.0,2.0,2.0,3.0,0.0,-0.5,-9.0,5.0,7.0,12.0,50.0,8.0,8.0,buyer_initiated,3
120700,,,HYDROGEL_PACK,XIRECS,9958.0,2,9950.0,9942,9958,16,0.0,9950.0,0.0,-1.0,-1.0,-2.5,4.0,4.0,-3.0,-5.0,5.5,11.0,26.0,54.0,8.0,8.0,buyer_initiated,2
126000,,,HYDROGEL_PACK,XIRECS,9953.0,4,9945.0,9937,9953,16,0.0,9945.0,0.0,1.0,-1.0,4.0,1.0,4.0,10.0,5.0,8.0,13.0,47.0,34.0,8.0,8.0,buyer_initiated,4
129500,,,HYDROGEL_PACK,XIRECS,9967.0,6,9959.0,9951,9967,16,0.0,9959.0,0.0,-2.0,0.0,0.0,-2.0,-3.0,-8.0,-7.0,5.0,5.0,39.0,28.0,8.0,8.0,buyer_initiated,6
129800,,,HYDROGEL_PACK,XIRECS,9951.0,4,9959.0,9951,9967,16,0.0,9959.0,0.0,-1.0,-2.0,0.0,-0.5,-5.0,-8.0,-4.0,9.0,6.0,39.0,29.0,-8.0,-8.0,seller_initiated,-4
130800,,,HYDROGEL_PACK,XIRECS,9946.0,5,9954.0,9946,9962,16,0.0,9954.0,0.0,-2.0,-4.0,-4.0,-5.0,-3.0,6.5,0.0,7.0,1.0,49.0,45.0,-8.0,-8.0,seller_initiated,-5
133700,,,HYDROGEL_PACK,XIRECS,9948.0,4,9956.0,9948,9964,16,0.0,9956.0,0.0,-1.0,2.5,2.0,-1.0,1.0,1.0,10.0,-2.0,-1.0,57.0,48.0,-8.0,-8.0,seller_initiated,-4
134500,,,HYDROGEL_PACK,XIRECS,9944.0,6,9952.0,9944,9960,16,0.0,9952.0,0.0,4.0,5.0,3.0,4.0,3.0,-1.0,12.0,1.0,10.0,66.0,58.0,-8.0,-8.0,seller_initiated,-6
137800,,,HYDROGEL_PACK,XIRECS,9942.0,3,9950.0,9942,9958,16,0.0,9950.0,0.0,3.0,3.5,1.0,2.5,17.0,18.0,14.0,16.0,11.0,76.0,69.0,-8.0,-8.0,seller_initiated,-3
138100,,,HYDROGEL_PACK,XIRECS,9959.0,2,9951.0,9943,9959,16,0.0,9951.0,0.0,1.0,1.5,6.0,12.0,12.0,14.0,13.0,12.0,2.0,78.0,67.0,8.0,8.0,buyer_initiated,2
145600,,,HYDROGEL_PACK,XIRECS,9962.0,5,9954.0,9946,9962,16,0.0,9954.0,0.0,4.0,4.0,4.0,3.0,2.0,10.0,4.0,5.0,14.0,49.0,57.0,8.0,8.0,buyer_initiated,5
146500,,,HYDROGEL_PACK,XIRECS,9963.0,6,9955.0,9947,9963,16,0.0,9955.0,0.0,1.0,4.0,2.0,4.0,6.0,9.0,-1.0,4.0,15.0,48.0,55.0,8.0,8.0,buyer_initiated,6
148000,,,HYDROGEL_PACK,XIRECS,9972.0,3,9964.0,9956,9972,16,0.0,9964.0,0.0,-1.0,-3.0,-1.0,0.0,1.0,1.0,-11.0,-9.0,-2.0,37.0,53.0,8.0,8.0,buyer_initiated,3
151100,,,HYDROGEL_PACK,XIRECS,9945.0,4,9953.0,9945,9961,16,0.0,9953.0,0.0,-1.0,-2.0,0.0,3.0,-1.0,2.0,2.0,13.0,30.0,63.0,41.0,-8.0,-8.0,seller_initiated,-4
151200,,,HYDROGEL_PACK,XIRECS,9944.0,6,9952.0,9944,9960,16,0.0,9952.0,0.0,-1.0,1.0,2.0,0.0,1.5,5.0,3.0,11.5,29.0,68.0,41.0,-8.0,-8.0,seller_initiated,-6
152700,,,HYDROGEL_PACK,XIRECS,9944.0,5,9952.0,9944,9960,16,0.0,9952.0,0.0,2.0,2.0,1.0,5.0,3.0,3.0,11.0,18.0,18.0,73.0,44.0,-8.0,-8.0,seller_initiated,-5
155900,,,HYDROGEL_PACK,XIRECS,9966.0,4,9958.5,9951,9966,15,0.0,9958.5,0.0,-1.5,-3.5,-3.5,-1.5,3.5,0.5,9.5,10.5,31.5,54.5,19.5,7.5,7.5,buyer_initiated,4
156400,,,HYDROGEL_PACK,XIRECS,9949.0,6,9957.0,9949,9965,16,0.0,9957.0,0.0,2.0,5.0,8.0,5.0,5.5,-3.0,11.0,13.0,44.0,53.0,21.0,-8.0,-8.0,seller_initiated,-6
159900,,,HYDROGEL_PACK,XIRECS,9961.0,3,9969.0,9961,9977,16,0.0,9969.0,0.0,1.0,0.0,0.0,-4.0,-1.0,-8.0,-2.0,-4.0,33.0,40.0,7.0,-8.0,-8.0,seller_initiated,-3
161200,,,HYDROGEL_PACK,XIRECS,9956.0,6,9963.5,9956,9971,15,0.0,9963.5,0.0,3.5,4.5,3.5,3.5,3.5,7.5,5.5,17.5,42.5,42.5,27.5,-7.5,-7.5,seller_initiated,-6
164300,,,HYDROGEL_PACK,XIRECS,9973.0,5,9965.0,9957,9973,16,0.0,9965.0,0.0,2.0,3.0,6.0,6.0,3.0,4.0,1.0,12.0,48.0,22.0,37.0,8.0,8.0,buyer_initiated,5
167300,,,HYDROGEL_PACK,XIRECS,9957.0,3,9965.0,9957,9973,16,0.0,9965.0,0.0,-1.0,-3.0,-4.0,-5.0,-3.0,1.0,10.0,33.0,65.0,35.0,30.0,-8.0,-8.0,seller_initiated,-3
171400,,,HYDROGEL_PACK,XIRECS,9992.0,6,9984.0,9976,9992,16,0.0,9984.0,0.0,-1.0,-5.0,-7.0,-7.0,-10.0,-13.0,17.0,25.0,40.0,24.0,-6.0,8.0,8.0,buyer_initiated,6
174200,,,HYDROGEL_PACK,XIRECS,9988.0,5,9980.0,9972,9988,16,0.0,9980.0,0.0,-3.0,3.5,4.0,1.0,7.0,17.0,20.0,34.0,34.0,8.0,0.0,8.0,8.0,buyer_initiated,5
174400,,,HYDROGEL_PACK,XIRECS,9991.0,6,9983.5,9976,9991,15,0.0,9983.5,0.0,0.5,0.5,-2.5,2.5,3.5,17.5,15.5,32.5,28.5,2.5,-1.5,7.5,7.5,buyer_initiated,6
178000,,,HYDROGEL_PACK,XIRECS,9988.0,3,9996.0,9988,10004,16,0.0,9996.0,0.0,1.0,0.0,1.0,-2.0,4.0,6.0,17.0,30.0,5.0,-14.0,-11.5,-8.0,-8.0,seller_initiated,-3
182100,,,HYDROGEL_PACK,XIRECS,10012.0,3,10020.0,10012,10028,16,0.0,10020.0,0.0,0.0,-2.0,-3.0,-1.0,-8.0,-7.0,9.0,2.0,2.0,-10.0,-49.0,-8.0,-8.0,seller_initiated,-3
182800,,,HYDROGEL_PACK,XIRECS,10010.0,5,10018.0,10010,10026,16,0.0,10018.0,0.0,-2.0,-5.0,-6.0,-9.5,-4.0,2.0,8.0,-3.0,7.0,-7.0,-50.0,-8.0,-8.0,seller_initiated,-5
185800,,,HYDROGEL_PACK,XIRECS,10040.0,4,10032.0,10024,10040,16,0.0,10032.0,0.0,0.0,-1.0,-2.0,-9.0,-4.0,-6.0,-4.0,-28.0,-17.0,-25.0,-55.0,8.0,8.0,buyer_initiated,4
188400,,,HYDROGEL_PACK,XIRECS,10021.0,4,10029.0,10021,10037,16,0.0,10029.0,0.0,0.0,1.0,2.0,-3.0,5.0,-3.0,-11.0,-26.0,-20.0,-14.0,-72.0,-8.0,-8.0,seller_initiated,-4
192800,,,HYDROGEL_PACK,XIRECS,10007.0,5,10015.0,10007,10023,16,0.0,10015.0,0.0,1.0,2.0,2.0,1.0,2.0,-8.0,-10.0,10.0,-15.0,-8.0,-56.0,-8.0,-8.0,seller_initiated,-5
193400,,,HYDROGEL_PACK,XIRECS,10026.0,4,10018.0,10010,10026,16,0.0,10018.0,0.0,-2.0,-1.0,-3.0,-3.0,-6.0,-14.0,-15.0,3.0,-22.0,-10.0,-59.0,8.0,8.0,buyer_initiated,4
199400,,,HYDROGEL_PACK,XIRECS,10029.0,3,10021.0,10013,10029,16,0.0,10021.0,0.0,0.0,-2.0,-3.0,-5.0,-8.0,-0.5,-7.0,-7.0,-17.0,-16.0,-72.0,8.0,8.0,buyer_initiated,3
202700,,,HYDROGEL_PACK,XIRECS,10033.0,5,10025.0,10017,10033,16,0.0,10025.0,0.0,0.0,-2.0,-1.0,-3.0,-6.0,-15.0,-12.0,-26.0,-25.0,-29.0,-79.0,8.0,8.0,buyer_initiated,5
203200,,,HYDROGEL_PACK,XIRECS,10014.0,6,10022.0,10014,10030,16,0.0,10022.0,0.0,-3.0,-1.0,-1.5,-3.0,-4.0,-11.0,-13.0,-22.0,-27.0,-28.0,-76.0,-8.0,-8.0,seller_initiated,-6
210600,,,HYDROGEL_PACK,XIRECS,9990.0,5,9998.0,9990,10006,16,0.0,9998.0,0.0,3.0,3.0,2.0,6.0,8.0,4.0,-11.0,8.0,-1.0,-14.0,-67.0,-8.0,-8.0,seller_initiated,-5
211100,,,HYDROGEL_PACK,XIRECS,9996.0,6,10004.0,9996,10012,16,0.0,10004.0,0.0,2.0,3.0,2.0,2.0,0.0,-2.0,-12.0,-2.0,2.0,-15.0,-75.0,-8.0,-8.0,seller_initiated,-6
217500,,,HYDROGEL_PACK,XIRECS,10011.0,4,10003.0,9995,10011,16,0.0,10003.0,0.0,2.0,4.0,3.0,-2.0,6.0,1.0,0.0,-22.0,15.0,-9.0,-60.0,8.0,8.0,buyer_initiated,4
218500,,,HYDROGEL_PACK,XIRECS,10017.0,5,10009.0,10001,10017,16,0.0,10009.0,0.0,-1.0,-1.0,1.0,-4.0,-5.0,-5.0,-19.0,-22.0,7.0,-17.0,-68.0,8.0,8.0,buyer_initiated,5
218900,,,HYDROGEL_PACK,XIRECS,10014.0,3,10006.0,9998,10014,16,0.0,10006.0,0.0,-1.0,-4.0,-3.0,-2.0,-6.0,1.0,-18.0,-19.0,8.0,-22.0,-69.0,8.0,8.0,buyer_initiated,3
221200,,,HYDROGEL_PACK,XIRECS,10011.0,5,10003.0,9995,10011,16,0.0,10003.0,0.0,3.0,5.0,6.0,4.0,-1.0,-8.0,-22.0,6.0,14.0,-25.0,-60.0,8.0,8.0,buyer_initiated,5
226100,,,HYDROGEL_PACK,XIRECS,9974.0,5,9982.0,9974,9990,16,0.0,9982.0,0.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,24.0,27.0,24.0,0.0,-39.0,-8.0,-8.0,seller_initiated,-5
230000,,,HYDROGEL_PACK,XIRECS,9998.0,4,9990.0,9982,9998,16,0.0,9990.0,0.0,-3.0,0.0,-1.0,7.0,12.0,20.0,24.0,21.0,13.0,-26.5,-43.5,8.0,8.0,buyer_initiated,4
230800,,,HYDROGEL_PACK,XIRECS,10007.0,3,9999.0,9991,10007,16,0.0,9999.0,0.0,2.0,3.0,7.0,11.0,10.0,12.0,8.0,24.5,-3.0,-35.0,-46.0,8.0,8.0,buyer_initiated,3
235900,,,HYDROGEL_PACK,XIRECS,9998.0,3,10006.0,9998,10014,16,0.0,10006.0,0.0,2.0,3.0,3.0,7.0,8.0,13.0,15.0,0.0,-28.0,-28.0,-65.5,-8.0,-8.0,seller_initiated,-3
238200,,,HYDROGEL_PACK,XIRECS,10025.0,2,10017.0,10009,10025,16,0.0,10017.0,0.0,0.0,-2.0,-1.0,0.0,-2.0,-2.0,-13.0,0.0,-46.0,-59.0,-78.0,8.0,8.0,buyer_initiated,2
239600,,,HYDROGEL_PACK,XIRECS,10006.0,4,10014.0,10006,10022,16,0.0,10014.0,0.0,-1.0,-1.0,-1.0,-4.0,7.0,-2.0,-3.0,-8.0,-40.0,-63.0,-71.5,-8.0,-8.0,seller_initiated,-4
239700,,,HYDROGEL_PACK,XIRECS,10021.0,6,10013.0,10005,10021,16,0.0,10013.0,0.0,0.0,0.0,-2.0,2.0,10.0,-3.0,-1.0,-8.0,-38.0,-62.0,-70.0,8.0,8.0,buyer_initiated,6
240600,,,HYDROGEL_PACK,XIRECS,10013.0,3,10021.0,10013,10029,16,0.0,10021.0,0.0,2.0,2.5,0.0,-5.0,-9.0,-15.0,-10.0,-23.0,-37.0,-65.0,-76.0,-8.0,-8.0,seller_initiated,-3
241900,,,HYDROGEL_PACK,XIRECS,10005.0,2,10013.0,10005,10021,16,0.0,10013.0,0.0,-1.0,-2.0,-2.0,-7.0,-7.0,-7.5,-5.0,-19.0,-23.0,-62.0,-64.0,-8.0,-8.0,seller_initiated,-2
248200,,,HYDROGEL_PACK,XIRECS,10025.0,5,10017.0,10009,10025,16,0.0,10017.0,0.0,-1.0,-1.0,0.0,0.0,-9.0,-16.0,-23.0,-46.0,-23.0,-70.0,-47.0,8.0,8.0,buyer_initiated,5
252500,,,HYDROGEL_PACK,XIRECS,9988.0,3,9996.0,9988,10004,16,0.0,9996.0,0.0,2.0,0.0,2.0,-1.0,2.0,-4.0,-22.0,2.0,-19.0,-51.0,-36.0,-8.0,-8.0,seller_initiated,-3
254700,,,HYDROGEL_PACK,XIRECS,9997.0,5,9992.5,9988,9997,9,-0.18181818181818182,9991.681818181818,-0.8181818181819835,-3.5,-3.5,-4.5,-7.5,-13.5,-13.5,-17.5,8.5,-11.5,-33.5,-36.5,4.5,5.3181818181819835,buyer_initiated,5
255000,,,HYDROGEL_PACK,XIRECS,9980.0,4,9988.0,9980,9996,16,0.0,9988.0,0.0,-0.5,-3.0,-7.0,-10.0,-10.0,-9.0,-9.0,13.0,-7.0,-29.0,-33.0,-8.0,-8.0,seller_initiated,-4
255300,,,HYDROGEL_PACK,XIRECS,9973.0,2,9981.0,9973,9989,16,0.0,9981.0,0.0,0.0,-3.0,-4.0,-6.0,-3.0,-8.0,0.0,21.0,5.0,-22.0,-28.0,-8.0,-8.0,seller_initiated,-2
255400,,,HYDROGEL_PACK,XIRECS,9973.0,3,9981.0,9973,9989,16,0.0,9981.0,0.0,-3.0,-4.0,-2.0,-3.0,-3.0,-8.0,3.0,19.0,5.0,-22.0,-26.0,-8.0,-8.0,seller_initiated,-3
262300,,,HYDROGEL_PACK,XIRECS,10005.0,4,9997.0,9989,10005,16,0.0,9997.0,0.0,-2.0,1.0,1.0,3.0,6.0,5.0,-2.0,-22.0,-24.0,-67.0,-31.5,8.0,8.0,buyer_initiated,4
262800,,,HYDROGEL_PACK,XIRECS,10008.0,2,10000.0,9992,10008,16,0.0,10000.0,0.0,4.0,5.0,6.0,3.0,2.0,0.0,-8.0,-25.0,-32.0,-73.0,-33.0,8.0,8.0,buyer_initiated,2
266300,,,HYDROGEL_PACK,XIRECS,9999.0,4,9991.0,9983,9999,16,0.0,9991.0,0.0,3.0,-2.0,-2.0,1.0,4.0,1.0,-11.0,-6.0,-21.0,-63.0,-25.5,8.0,8.0,buyer_initiated,4
266600,,,HYDROGEL_PACK,XIRECS,9997.0,4,9989.0,9981,9997,16,0.0,9989.0,0.0,2.0,3.0,4.0,1.0,6.0,0.0,-10.0,-6.0,-18.0,-59.0,-25.0,8.0,8.0,buyer_initiated,4
269300,,,HYDROGEL_PACK,XIRECS,9973.0,3,9981.0,9973,9989,16,0.0,9981.0,0.0,2.0,-2.0,0.0,1.0,1.0,-1.0,0.0,-6.0,-28.0,-36.0,-12.0,-8.0,-8.0,seller_initiated,-3
